,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-09-30,2017-03-31
AmortizationOfAcquisitionCosts,,,,,,,,,,,,,667.000,,,,,,
CashPeriodIncreaseDecrease,-18.000,,,,-8049.000,,,,98190.000,,,,-7151.000,,,,2622.000,,-13254.000
DebtConversionOriginalDebtInterestRateOfDebt,,,,,0.080,,,,0.080,,,,0.080,,,,0.080,,0.080
DebtInstrumentIncreaseAccruedInterest,,,,,985.000,,,,1396.000,,,,2196.000,,,,2952.000,,3674.000
Depreciation,,,,,,,,,,,,,5879.000,,,,,6003.000,
DepreciationAndAmortization,,,,,,,,,,,,,,,,,5936.000,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,6546.000,,,,5936.000,,5969.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,-0.010,-0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000
FeesAndCommissions,,,,,,15593.000,37023.000,,36447.000,25691.000,18220.000,,17405.000,56137.000,73928.000,,48026.000,44535.000,
GeneralAndAdministrativeExpense,10468.000,10967.000,13269.000,16171.000,19838.000,30324.000,32750.000,52543.000,19838.000,80000.000,57961.000,86711.000,63737.000,59994.000,61975.000,41757.000,63998.000,84393.000,78631.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,11989.000,,1816.000,,-39294.000,,-26542.000,,,,5267.000,-6711.000,3704.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,-20070.000,,,,
IncreaseDecreaseInAccountsPayable,1371.000,,,,-3010.000,,,,5345.000,,,,10282.000,,,,19689.000,,763.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,-2500.000,,,,,,,,,,,,9193.000,1887.000,-3000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,150.000,,,,171.000,,,,171.000,,
IncreaseDecreaseInAccruedLiabilities,8550.000,,,,5215.000,,,,4310.000,,,,5288.000,,,,-7147.000,,-9170.000
IncreaseDecreaseInAccruedSalaries,,,,,-9688.000,,,,,,,,,,,,,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,,,10000.000,,,,,,,,940.000,,
IncreaseDecreaseInDueToOtherRelatedParties,,,,,,,,,,,,,,,,,-9193.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,2443.000,,,,8293.000,,,,10193.000,,,,0.000,,15995.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,12812.000,,,,14612.000,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,234.000,,,,48.000,,,,,,,,,,,,,,369.000
