,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30
AccountsPayableCurrent,11783000.000,13377000.000,13364000.000,13805000.000,11945000.000,13007000.000,11061000.000,11672000.000,11960000.000,12660000.000
AccrualForEnvironmentalLossContingencies,,,,,1200000.000,1200000.000,1200000.000,1200000.000,1100000.000,1100000.000
AccruedIncomeTaxesCurrent,,,,535000.000,,,,,,
AccruedLiabilitiesCurrent,5128000.000,5715000.000,5289000.000,5187000.000,4525000.000,5131000.000,5799000.000,4190000.000,4352000.000,4836000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,91090000.000,91959000.000,93217000.000,94211000.000,89051000.000,90274000.000,91426000.000,92419000.000,93427000.000,94415000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,95000.000,-639000.000,-2470000.000,-3316000.000,-3273000.000,-2836000.000,-2824000.000,-2813000.000,-2770000.000,-2566000.000
AdditionalPaidInCapital,80186000.000,80360000.000,80440000.000,80578000.000,80736000.000,80904000.000,81089000.000,81730000.000,81943000.000,82171000.000
AllowanceForDoubtfulAccountsReceivableCurrent,451000.000,509000.000,696000.000,444000.000,367000.000,495000.000,489000.000,451000.000,523000.000,817000.000
Assets,105599000.000,106823000.000,125096000.000,125881000.000,124349000.000,127591000.000,127106000.000,126867000.000,126870000.000,128425000.000
AssetsCurrent,70630000.000,70269000.000,74223000.000,76450000.000,82571000.000,86211000.000,86264000.000,85360000.000,85727000.000,89700000.000
Cash,,,,,,,,8100000.000,11500000.000,8300000.000
CashAndCashEquivalentsAtCarryingValue,28941000.000,28311000.000,28201000.000,28162000.000,37165000.000,36094000.000,37508000.000,35130000.000,38470000.000,38336000.000
CashEquivalentsAtCarryingValue,,,,,,,,27000000.000,27000000.000,30000000.000
CommonStockParOrStatedValuePerShare,,,0.020,,0.020,0.020,0.020,0.020,0.020,0.020
CommonStockSharesAuthorized,,,40000000.000,,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,,,19030983.000,,19047277.000,19053051.000,19058923.000,19133731.000,19140186.000,19146227.000
CommonStockSharesOutstanding,,,10470199.000,,10223786.000,10187205.000,10198121.000,10309559.000,10316014.000,10322055.000
CommonStockValue,380000.000,380000.000,381000.000,381000.000,381000.000,381000.000,381000.000,383000.000,383000.000,383000.000
ConstructionInProgressGross,,,1240000.000,,,,1988000.000,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,3143000.000,3163000.000,2652000.000,2066000.000,1594000.000,1333000.000
DeferredTaxAssetsGross,,,,,,,13905000.000,,,
DeferredTaxAssetsNet,,,,,,,13338000.000,,,
DeferredTaxAssetsNetCurrent,,,4313000.000,4012000.000,3077000.000,3590000.000,4191000.000,4171000.000,3925000.000,5516000.000
DeferredTaxAssetsNetNoncurrent,,,13024000.000,12751000.000,10984000.000,9942000.000,9147000.000,8896000.000,8697000.000,5984000.000
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,,,,,,,3800000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,1200000.000,,,
DeferredTaxAssetsOther,,,,,,,351000.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,1539000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,5859000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,1145000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,567000.000,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,9448000.000,,,
DefinedBenefitPlanWeightedAverageAssetAllocations,,,,,,,1.000,,,
EmployeeRelatedLiabilitiesCurrent,3042000.000,3181000.000,3113000.000,2984000.000,2767000.000,2982000.000,2594000.000,2712000.000,2609000.000,2561000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,1000000.000,,,
EquityMethodInvestments,3712000.000,3644000.000,2955000.000,2799000.000,2704000.000,2787000.000,2394000.000,2421000.000,2209000.000,2328000.000
IncomeTaxExaminationInterestAccrued,,,,,,,200000.000,,,
IncomeTaxesReceivable,625000.000,321000.000,141000.000,,1630000.000,1482000.000,1392000.000,1661000.000,55000.000,377000.000
InventoryFinishedGoods,,,11739000.000,,13147000.000,13760000.000,,14084000.000,,
InventoryFinishedGoodsNetOfReserves,,,,,,,16142000.000,,14946000.000,13615000.000
InventoryGross,,,,,21741000.000,23933000.000,,,,
InventoryNet,22587000.000,22727000.000,,21940000.000,21741000.000,23933000.000,,24031000.000,24176000.000,22654000.000
InventoryRawMaterials,,,9019000.000,,8594000.000,10173000.000,,9947000.000,,
InventoryRawMaterialsNetOfReserves,,,,,,,8802000.000,,9230000.000,9039000.000
InventoryValuationReserves,,,,,,,1200000.000,,,
Land,,,26149000.000,,,,15271000.000,,,
LettersOfCreditOutstandingAmount,,,,,1100000.000,1100000.000,1100000.000,,,
LiabilitiesAndStockholdersEquity,105599000.000,106823000.000,125096000.000,125881000.000,124349000.000,127591000.000,127106000.000,126867000.000,126870000.000,128425000.000
LiabilitiesCurrent,19953000.000,22273000.000,21766000.000,22511000.000,19237000.000,21120000.000,19454000.000,18574000.000,18921000.000,20057000.000
LiabilitiesNoncurrent,11346000.000,11619000.000,15350000.000,14338000.000,14181000.000,13083000.000,12716000.000,11334000.000,9720000.000,8637000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,7500000.000,7500000.000,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,3900000.000,3900000.000,3900000.000,,,
MachineryAndEquipmentGross,,,100563000.000,,,,103327000.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,5532000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,1660000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,555000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,674000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,904000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,1508000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,231000.000,,,
OtherAssetsMiscellaneousNoncurrent,165000.000,164000.000,159000.000,154000.000,152000.000,146000.000,141000.000,138000.000,215000.000,320000.000
OtherAssetsNoncurrent,3877000.000,3808000.000,16138000.000,15704000.000,13840000.000,12875000.000,11682000.000,11455000.000,11121000.000,8632000.000
OtherInventoryInventoryAtOffSitePremises,,,,,,,5300000.000,,,
OtherLiabilitiesNoncurrent,5028000.000,5547000.000,6850000.000,6160000.000,3231000.000,2720000.000,2720000.000,2740000.000,2615000.000,2588000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,6318000.000,6072000.000,8500000.000,8178000.000,7807000.000,7200000.000,7344000.000,6528000.000,5511000.000,4716000.000
