,2011-01-30,2012-01-29,2013-02-03,2014-02-02,2015-02-01,2016-01-31,2017-01-29
AdditionsToNoncurrentAssets,,171907000.000,208952000.000,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,-7200000.000
AdjustmentsToAdditionalPaidInCapitalOther,,,184406000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,33281000.000,40938000.000,33599000.000,57954000.000,48700000.000,42000000.000,38200000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,10539000.000,11943000.000,15332000.000,36781000.000,10800000.000,4800000.000,
AdvertisingExpense,,370153000.000,350615000.000,392472000.000,384600000.000,376600000.000,416300000.000
AmortizationOfIntangibleAssets,,,12902000.000,118587000.000,45100000.000,40300000.000,86200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,345000.000,305000.000,270000.000,400000.000,600000.000,800000.000
AssetImpairmentCharges,13900000.000,7686000.000,7475000.000,8757000.000,17800000.000,11400000.000,10100000.000
AssetRetirementObligationAccretionExpense,,133000.000,294000.000,498000.000,400000.000,400000.000,400000.000
AssetRetirementObligationForeignCurrencyTranslation,,292000.000,-1198000.000,-690000.000,-1700000.000,-400000.000,
AssetRetirementObligationForeignCurrencyTranslationGainLoss,,,,,,,0.000
AssetRetirementObligationLiabilitiesIncurred,,3252000.000,2585000.000,2573000.000,2700000.000,4400000.000,3900000.000
AssetRetirementObligationLiabilitiesSettled,,879000.000,1160000.000,923000.000,1600000.000,2200000.000,600000.000
AssetRetirementObligationRevisionOfEstimate,,-474000.000,273000.000,358000.000,-100000.000,-500000.000,-200000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,498342000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,8291972000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset,,51309000.000,51715000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,51011000.000,50500000.000,51700000.000,52600000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,,153100000.000
CapitalExpendituresIncurredButNotYetPaid,,5786000.000,4184000.000,13624000.000,17000000.000,24500000.000,35600000.000
CapitalLeaseObligationsIncurred,,,18203000.000,7525000.000,4200000.000,4300000.000,6800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,17836000.000,-265521000.000,659012000.000,-299050000.000,-113900000.000,77100000.000,173700000.000
CommonStockDividendsPerShareCashPaid,,0.037,0.037,0.037,0.037,0.037,0.037
ComprehensiveIncomeNetOfTax,190010000.000,211711000.000,499887000.000,45977000.000,-19800000.000,284700000.000,542400000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,-2149000.000,500000.000,0.000,-300000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,43828000.000,-19300000.000,284700000.000,542100000.000
CostOfGoodsSold,2214897000.000,2834735000.000,2793769000.000,3967081000.000,3914500000.000,3858700000.000,3832800000.000
CumulativeEffectOnRetainedEarningsNetOfTax1,,,82649000.000,,,,
CurrentFederalTaxExpenseBenefit,,36552000.000,33277000.000,116950000.000,-35400000.000,6800000.000,-2700000.000
CurrentForeignTaxExpenseBenefit,,26825000.000,21292000.000,124664000.000,15500000.000,70600000.000,129300000.000
CurrentStateAndLocalTaxExpenseBenefit,,9128000.000,4716000.000,5848000.000,3400000.000,6400000.000,-2400000.000
DeconsolidationGainOrLossAmount,,,,,8000000.000,0.000,
DeferredFederalIncomeTaxExpenseBenefit,,41848000.000,35766000.000,-29331000.000,-54800000.000,-4100000.000,-9300000.000
DeferredForeignIncomeTaxExpenseBenefit,,-195000.000,7916000.000,-27683000.000,28100000.000,17600000.000,11500000.000
DeferredIncomeTaxExpenseBenefit,-12493000.000,41179000.000,49987000.000,-62178000.000,-31000000.000,-8700000.000,1300000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-474000.000,6305000.000,-5164000.000,-4300000.000,-22200000.000,-900000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,9371000.000,24973000.000,58572000.000,65600000.000,-39800000.000,67700000.000
DefinedBenefitPlanActuarialGainLoss,,,28142000.000,52539000.000,-138900000.000,20200000.000,39100000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.077,0.072,,,,
DefinedBenefitPlanBenefitsPaid,,15405000.000,14456000.000,30541000.000,29100000.000,49100000.000,75600000.000
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,,,,,0.000,,
DefinedBenefitPlanContributionsByEmployer,,22729000.000,105000000.000,60000000.000,2700000.000,1500000.000,100000000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,,-1055000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,,-990000.000,-970000.000,-1000000.000,900000.000,600000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,,-56000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,,-46000.000,-69000.000,0.000,0.000,0.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,1168000.000,1110000.000,1060000.000,1200000.000,1000000.000,700000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,62000.000,52000.000,81000.000,0.000,0.000,0.000
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,,0.065,0.063,0.062,0.062,0.067,0.078
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,,0.400,,,,,
DefinedBenefitPlanUltimateHealthCareCostTrendRate,,0.050,0.050,0.050,0.045,0.045,0.045
Depreciation,,112495000.000,122424000.000,189675000.000,193800000.000,210800000.000,228400000.000
DepreciationDepletionAndAmortization,147137000.000,132010000.000,140356000.000,313594000.000,244700000.000,257400000.000,321800000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,-309000.000,92900000.000,33100000.000,5200000.000
DerivativeLossOnDerivative,-140490000.000,0.000,0.000,,,,
Dividends,-10015000.000,10874000.000,10985000.000,12293000.000,12500000.000,12500000.000,12200000.000
EarlyRepaymentOfSubordinatedDebt,303645000.000,0.000,0.000,,,,
EarningsPerShareBasic,0.820,4.460,5.980,1.770,5.330,6.950,6.840
EarningsPerShareDiluted,0.800,4.360,5.870,1.740,5.270,6.890,6.790
EffectOfExchangeRateOnCashAndCashEquivalents,10404000.000,-8720000.000,12593000.000,-8473000.000,-30800000.000,-22600000.000,3000000.000
EffectiveIncomeTaxRateContinuingOperations,,0.263,0.201,0.564,-0.121,0.116,0.186
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.013,-0.016,0.058,0.011,-0.002,-0.001
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,-0.012,0.000,0.000,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,,0.000,0.000,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,0.000,0.010,0.000,0.000,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.020,-0.009,-0.018,0.002,0.007,-0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.012,0.012,-0.030,-0.011,-0.013,0.004
EffectiveIncomeTaxRateReconciliationTaxContingencies,,-0.003,0.007,,,,
EffectiveIncomeTaxRateReconciliationTaxCredits,,,-0.010,0.000,0.000,,
