,2014-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,23107.000
AvailableForSaleSecuritiesGrossUnrealizedGains,60000.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,-81000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2553196.000
ComprehensiveIncomeNetOfTax,-29244.000
Depreciation,175465.000
EarningsPerShareBasicAndDiluted,-0.320
EarningsPerShareDiluted,-0.320
FederalDepositInsuranceCorporationPremiumExpense,140400.000
FeesAndCommissionsDepositorAccounts,385633.000
FeesAndCommissionsOther,154788.000
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,-266000.000
FinancingReceivableAllowanceForCreditLossesRecovery,36000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,-302000.000
GainLossOnSaleOfInvestments,6216.000
GainLossOnSaleOfLoansAndLeases,228239.000
GainLossOnSalesOfLoansNet,228239.000
GainsLossesOnSalesOfOtherRealEstate,11321.000
HeldtomaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLoss,-77000.000
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionAggregateLoss,-81000.000
HeldtomaturitySecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLoss,-4000.000
ImpairedFinancingReceivableAverageRecordedInvestment,1968000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,7000.000
ImpairmentOfRealEstate,13250.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-343067.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,95.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-117.000
IncomeTaxReconciliationNondeductibleExpense,9.000
IncomeTaxReconciliationOtherAdjustments,13.000
IncreaseDecreaseInAccruedLiabilities,-110013.000
IncreaseDecreaseInDeposits,-147532.000
IncreaseDecreaseInInterestAndDividendsReceivable,-123201.000
IncreaseDecreaseInLoansHeldForSale,-914146.000
InformationTechnologyAndDataProcessing,418040.000
InterestAndDividendIncomeOperating,2930391.000
InterestAndDividendIncomeSecurities,233486.000
InterestAndFeeIncomeLoansAndLeases,2685241.000
InterestExpense,72916.000
InterestExpenseDemandDepositAccounts,26893.000
InterestExpenseSavingsDeposits,6176.000
InterestExpenseTimeDeposits,39847.000
InterestIncomeDepositsWithFinancialInstitutions,3319.000
InterestIncomeExpenseAfterProvisionForLoanLoss,2695475.000
InterestIncomeExpenseNet,2857475.000
InterestIncomeFederalFundsSold,8345.000
InterestPaid,69385.000
LaborAndRelatedExpense,1623194.000
LeaseAndRentalExpense,496981.000
LoansAndLeasesReceivableRelatedPartiesAdditions,52000.000
