,2011-07-31,2011-10-31,2012-10-31,2013-04-30,2013-10-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-07-31,2016-10-31,2017-04-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,151250.000,,,
AmortizationOfESOPAward,,,,,,-371250.000,-211250.000,-51250.000,-311250.000,151250.000,151250.000,,,,
AmortizationOfIntangibleAssets,,,,999.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-107361.000,,-1126.000,,,,-3390.000,,,,,-218407.000
ConversionOfStockAmountConverted1,,,,,,5265000.000,,,,,,,,,
CostOfGoodsSold,-43.000,224.000,,,,,,,,,,,,,
CostsAndExpenses,8622.000,6204.000,,,,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,3000.000,,,,,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,,,,151250.000,,,,,
Depreciation,,,,216.000,,,,,,,,,188.000,189.000,188.000
DepreciationAndAmortization,325.000,326.000,-235.000,,-1801.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,-0.010,-0.010,-0.010,-0.030,-0.036,-0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340,,0.340,,,,0.340,,,,,0.340
ForeignCurrencyTransactionGainLossBeforeTax,78.000,2805.000,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,-11528.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,56351.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,8297.000,5878.000,152772.000,126153.000,105629.000,24217.000,16390.000,16135.000,70040.000,14029.000,18502.000,20323.000,,,
GrossProfit,2.000,-448.000,,,,,,,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,-150000.000,,,
IncomeLossFromContinuingOperations,-8620.000,-6652.000,,,,,,-72177.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-358090.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-399599.000,,,,-171005.000,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,-399599.000,-232245.000,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000,0.000,0.000,-0.001,-0.050,-0.010,0.000,0.020,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-122100.000,,135900.000,,,,58200.000,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,122400.000,,-135900.000,,,,-58200.000,,,,,
IncomeTaxReconciliationNondeductibleExpense,,,,-300.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,36334.000,,-8752.000,,,,4865.000,,,,,314425.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,58496.000,,475.000,,,,1500.000,,,,,-34905.000
IncreaseDecreaseInPrepaidExpense,,,,-5000.000,,,,,,,,,,,27750.000
InterestExpense,,,,10631.000,-9442.000,-4132.000,4605.000,4792.000,13289.000,5726.000,6045.000,7203.000,8257.000,8289.000,8060.000
InterestExpenseRelatedParty,,,,,,740.000,,,,6574.000,,,,,
LegalFees,,,,,,,,,,,,,47423.000,16779.000,27801.000
ManagementFeeExpense,,,,,,,,,,,,,,,55000.000
MarketingAndAdvertisingExpense,,,,,,,,,,,,,412786.000,605018.000,630662.000
NetCashProvidedByUsedInContinuingOperations,,,,-36954.000,,-1126.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,-59900.000,,35500.000,,,,10000.000,,,,,611000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-59900.000,,35500.000,,,,10000.000,,,,,611000.000
NetCashProvidedByUsedInInvestingActivities,,,,-10507.000,,,,,,,,,,,-7948.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-10507.000,,,,,,,,,,,-7948.000
NetCashProvidedByUsedInOperatingActivities,,,,,,-36626.000,,,,-13390.000,,,,,-821459.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,-36626.000,,,,-13390.000,,,,,-821459.000
NetIncomeLoss,-8542.000,-3847.000,-107714.000,-359866.000,,-399599.000,-232245.000,,,-171005.000,-175797.000,,-854094.000,-1134838.000,-1073417.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,-373389.000,,,-72177.000,,,,,,,
NonoperatingIncomeExpense,,,,,-267760.000,-375382.000,-215855.000,-56042.000,-316275.000,-156976.000,-157295.000,-308453.000,-225524.000,-313612.000,-8060.000
OperatingExpenses,,,152537.000,,,,,,,,,,628570.000,821226.000,1065357.000
OperatingIncomeLoss,,,-152537.000,-126153.000,-105629.000,-24217.000,-16390.000,-16135.000,-70040.000,-14029.000,-18502.000,-20323.000,-628570.000,-821226.000,-1065357.000
OtherAmortizationOfDeferredCharges,,,,,-222083.000,,,,,,,,,,
OtherGeneralExpense,,,,,,,,,,,,,29146.000,26485.000,76268.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,7189.000,,,,,,,,,,,7948.000
ProceedsFromRepaymentsOfNotesPayable,,,,,,,,,,,,,,,611000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,35500.000,,,,10000.000,,,,,
ProfitLoss,,,,,,,,,,,,-328776.000,,,
RepaymentsOfRelatedPartyDebt,,,,59900.000,,,,,,,,,,,
ResearchAndDevelopmentExpense,,,,,,,,,,,,,69500.000,112000.000,185418.000
Revenues,-45.000,,,,,,,,,,,,,,
SalesRevenueNet,-45.000,,,,,,,,,,,,,,
SellingAndMarketingExpense,,-672.000,,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,6000.000
ShareBasedCompensation,,,,222083.000,,,,,,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,,,,,,,,364800.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,443000686.000,443000686.000,443000686.000,8186821.000,28831044.000,29382131.000,-41938776.000,30772214.000,30936479.000,29009486.000,30200712.000,31755088.000,45352828.000
