,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,56000.000,24000.000,120000.000,148000.000,31000.000,942000.000,1439000.000,1526000.000,648000.000,572000.000,520000.000,613000.000,423000.000,537000.000,724000.000,676000.000,510000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,8000.000,,455000.000,501000.000,681000.000,619000.000,564000.000,571000.000,583000.000,591000.000,211000.000
AmortizationOfIntangibleAssets,,,260000.000,263000.000,266000.000,262000.000,264000.000,262000.000,262000.000,264000.000,357000.000,357000.000,349000.000,350000.000,311000.000,312000.000,354000.000,347000.000,303000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,2666667.000,2666667.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1731000.000,,-1691000.000,,,-1782000.000,,,,-2853000.000,,,,-1759000.000,,,,-1988000.000
ComprehensiveIncomeNetOfTax,1439000.000,-140000.000,1120000.000,242000.000,1038000.000,1412000.000,-993000.000,-1288000.000,-897000.000,-10624000.000,-1909000.000,-1065000.000,-3237000.000,-4450000.000,-1282000.000,-1858000.000,-1622000.000,-3086000.000,-944000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,98000.000,-112000.000,184000.000,-38000.000,-9000.000,-24000.000,-45000.000,-47000.000,-10000.000,-52000.000,-33000.000,-25000.000,-168000.000,110000.000,-17000.000,111000.000,19000.000,14000.000,-19000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1341000.000,-28000.000,1304000.000,204000.000,1029000.000,1388000.000,-1038000.000,-1335000.000,-907000.000,-10676000.000,-1942000.000,-1090000.000,-3405000.000,-4340000.000,-1299000.000,-1747000.000,-1603000.000,-3072000.000,-963000.000
ConcentrationRiskPercentage1,,,0.450,,,,,,,,,,,,,,,,
ConvertiblePreferredDividendsNetOfTax,-85000.000,,,,,,,,,,,,,,,,,,
CostOfRevenue,3418000.000,,,,,,,,,,,,,,,,,,
CostOfServices,3369000.000,12538000.000,6163000.000,4467000.000,5290000.000,3366000.000,3822000.000,8665000.000,9996000.000,9792000.000,4946000.000,7345000.000,7066000.000,5298000.000,3456000.000,5939000.000,9874000.000,7730000.000,5992000.000
CurrentIncomeTaxExpenseBenefit,,,373000.000,-99000.000,-475000.000,-460000.000,180000.000,197000.000,3000.000,-183000.000,,4000.000,-2000.000,,0.000,,,,
DeconsolidationGainOrLossAmount,,,,,,,,,266000.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,-381000.000,,-185000.000,,,-132000.000,,,,-226000.000,,,,-28000.000,,,,
DeferredIncomeTaxesAndTaxCredits,,,-191000.000,185000.000,252000.000,259000.000,-132000.000,-125000.000,-162000.000,-431000.000,-226000.000,-102000.000,-394000.000,-778000.000,-28000.000,180000.000,3000.000,-53000.000,
DefinedContributionPlanCostRecognized,,,93000.000,120000.000,111000.000,121000.000,129000.000,136000.000,159000.000,150000.000,144000.000,135000.000,188000.000,183000.000,154000.000,144000.000,158000.000,139000.000,129000.000
Depreciation,,,145000.000,155000.000,156000.000,150000.000,96000.000,93000.000,102000.000,94000.000,87000.000,87000.000,84000.000,97000.000,73000.000,64000.000,56000.000,55000.000,51000.000
DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,354000.000
DepreciationDepletionAndAmortization,,409000.000,,418000.000,,,360000.000,,,,444000.000,444000.000,433000.000,447000.000,384000.000,376000.000,410000.000,402000.000,354000.000
EarningsPerShareBasic,0.060,-0.020,0.050,0.000,0.020,0.050,-0.030,-0.060,-0.040,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,-0.070,-0.050,-0.080,,,,,,
EarningsPerShareDiluted,0.060,-0.020,0.050,0.000,0.020,0.050,-0.030,-0.060,-0.040,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,56000.000,,23000.000,,,-15000.000,,,,-16000.000,,,,8000.000,,,,19000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,-21000.000,,,,
GeneralAndAdministrativeExpense,861000.000,1243000.000,1260000.000,1402000.000,1744000.000,1544000.000,987000.000,1022000.000,1014000.000,3184000.000,1302000.000,2005000.000,2330000.000,1861000.000,1706000.000,1832000.000,1752000.000,2380000.000,1092000.000
GoodwillTranslationAdjustments,,,,61000.000,,,-94000.000,,,,-26000.000,,,,,,,,
GrossProfit,3000000.000,2397000.000,4124000.000,2582000.000,3602000.000,4115000.000,1361000.000,1696000.000,2071000.000,1494000.000,902000.000,2277000.000,1476000.000,2955000.000,1604000.000,2497000.000,2028000.000,1622000.000,1272000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,-989000.000,,,,,,,,0.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,,,,,,,,123000.000,21000.000,,18000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1118000.000,,,,,,,,,,,,,,,,,,
