,2011-06-30,2012-06-30,2013-06-30,2014-06-30
AmortizationOfDebtDiscountPremium,,,,1396435.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,8671.000,-8625.000,
CashPeriodIncreaseDecrease,,,,-46.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,1865078.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,1396435.000
Depreciation,,8857.000,8857.000,
DepreciationAndAmortization,,8857.000,1375.000,
DepreciationDepletionAndAmortization,214066.000,,,872.000
EarningsPerShareBasicAndDiluted,,-0.470,-0.100,-0.580
EquityIssuancePerShareAmount,,,,1.000
GainLossOnSaleOfBusiness,,0.000,,
GainLossOnSaleOfOtherAssets,,0.000,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,-328266.000
GainsLossesOnExtinguishmentOfDebt,0.000,,,
GeneralAndAdministrativeExpense,,1366659.000,1703161.000,180412.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-2855415.000
IncomeLossFromEquityMethodInvestments,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1611386.000,3317862.000,971930.000
IncreaseDecreaseInOtherLoans,,,,78307.000
IncreaseDecreaseInPrepaidExpense,,-24640.000,-101522.000,-119407.000
InterestExpense,,,,1625310.000
InterestExpenseOther,,1048151.000,1248455.000,
NetCashProvidedByUsedInFinancingActivities,279059.000,-656474.000,-494102.000,283668.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,279059.000,-656474.000,-494102.000,283668.000
NetCashProvidedByUsedInInvestingActivities,-833505.000,694156.000,2143457.000,-903697.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-833505.000,694156.000,2143457.000,-903697.000
NetCashProvidedByUsedInOperatingActivities,553220.000,46353.000,1640730.000,619983.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,553220.000,46353.000,1640730.000,619983.000
NetIncomeLoss,-13355333.000,1518150.000,1542683.000,-2415868.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,-439547.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-11515272.000,-2363663.000,
OperatingExpenses,,13213422.000,3906346.000,2855415.000
PaymentsToAcquirePropertyPlantAndEquipment,-590408.000,,,
ProceedsFromConvertibleDebt,,,,671875.000
ProceedsFromNotesPayable,,,,41000.000
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,,,,25800000.000
ProfitLoss,,-13033422.000,-3906346.000,
RepaymentsOfDebt,,-7843.000,-408.000,
Revenues,,180000.000,,
SalariesAndWages,,252850.000,594363.000,
SalariesWagesAndOfficersCompensation,,,,583498.000
SalesRevenueNet,,180000.000,,
ShareBasedCompensation,912378.000,1269417.000,677000.000,624734.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,0.811
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.015
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,0.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,294939.000
StockIssuedDuringPeriodSharesIssuedForServices,,,,20000.000
StockIssuedDuringPeriodSharesShareBasedCompensationGross,,,,222000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,294921.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,144000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,910000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,27525464.000,39513319.000,4913000.000
