,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,11088.000,100987.000
CommunicationsAndInformationTechnology,1523.000,
DeferredIncomeTaxExpenseBenefit,0.000,0.000
DepreciationAndAmortization,3036.000,
DepreciationDepletionAndAmortization,,20644.000
Dividends,,0.000
EarningsPerShareBasicAndDiluted,0.450,-0.060
GainLossOnInvestments,2782904.000,-1351847.000
GainLossOnSaleOfInvestments,393.000,
GeneralAndAdministrativeExpense,,9807.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-151597.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-124597.000,-857634.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-27000.000,
IncomeTaxCreditsAndAdjustments,-2585000.000,0.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxesPaid,,0.000
IncomeTaxesPaidNet,0.000,
IncreaseDecreaseInAccountsPayable,3416.000,50057.000
IncreaseDecreaseInAccruedLiabilities,,551453.000
IncreaseDecreaseInDueToRelatedParties,,-33067.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-15872.000,
IncreaseDecreaseInNotesPayableCurrent,,1983.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,-1440181.000
InterestExpense,,193.000
InterestPaid,0.000,0.000
InvestmentIncomeInterest,,987.000
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,
LeaseAndRentalExpense,53117.000,29483.000
NetCashProvidedByUsedInFinancingActivities,380150.000,169300.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,380150.000,169300.000
NetCashProvidedByUsedInInvestingActivities,0.000,-3056.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,-3056.000
NetCashProvidedByUsedInOperatingActivities,-369062.000,-65257.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,5243306.000,-65257.000
NetIncomeLoss,5243307.000,-2209481.000
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,0.000,
NoninterestExpenseDirectorsFees,3000.000,1000.000
OperatingExpenses,213097.000,966221.000
OperatingIncomeLoss,-151597.000,-857634.000
OtherGeneralAndAdministrativeExpense,47927.000,86271.000
OtherIncome,,2600.000
PaymentsToAcquireInvestments,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,0.000,-3056.000
ProceedsFromIssuanceOfCommonStock,327500.000,167500.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,0.000,
ProfessionalFees,50410.000,292987.000
ProfitLoss,5243307.000,-2209481.000
Revenues,88500.000,105987.000
SalariesWagesAndOfficersCompensation,38005.000,546480.000
SalesRevenueNet,88500.000,103387.000
