,2011-07-31,2011-10-31,2012-01-31,2012-04-30
AccountsAndOtherReceivablesNetCurrent,325880.000,6823410.000,154296.000,159276.000
AccountsPayableCurrent,7956716.000,2098256.000,2360318.000,1842795.000
AccountsReceivableNetCurrent,13529292.000,21548325.000,32590787.000,26763505.000
AccruedEmployeeBenefitsCurrent,,,,2434074.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,2105148.000,2131565.000,2269391.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7773204.000,8620695.000,10106694.000,9296341.000
AdditionalPaidInCapitalCommonStock,7724967.000,7763987.000,7789726.000,7812603.000
Assets,106547722.000,109896164.000,127144204.000,129329129.000
AssetsCurrent,58939590.000,51072038.000,70587470.000,73729317.000
CashAndCashEquivalentsAtCarryingValue,38321244.000,15283583.000,21424980.000,32114449.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,37239536.000,37239536.000,37239536.000,37239536.000
CommonStockSharesOutstanding,37239536.000,37239536.000,37239536.000,37239536.000
CommonStockValue,37240.000,37240.000,37240.000,37240.000
DeferredTaxAssetsNetNoncurrent,138003.000,139226.000,141179.000,140149.000
DepositsAssetsNoncurrent,26491447.000,37822113.000,35541536.000,35017176.000
DueFromRelatedPartiesCurrent,129880.000,0.000,,
FiniteLivedIntangibleAssetsNet,17197871.000,17146700.000,17205410.000,16899401.000
InventoryNet,6633294.000,7416720.000,16417407.000,14692087.000
Liabilities,13137639.000,10229681.000,13658750.000,8781031.000
LiabilitiesAndStockholdersEquity,106547722.000,109896164.000,127144204.000,129329129.000
PreferredStockNoParValue,0.000,,,
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000
RetainedEarningsAccumulatedDeficit,74005243.000,79375132.000,91682365.000,99532485.000
StockholdersEquity,93410083.000,99666483.000,113485454.000,120548098.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,93410083.000,99666483.000,113485454.000,120548098.000
TaxesPayableCurrent,,,,4499250.000
TaxesPayableCurrentAndNoncurrent,3038802.000,5976417.000,9010596.000,
WarrantsAndRightsOutstanding,36973.000,23443.000,18445.000,4912.000
