,2017-03-31
AmortizationOfIntangibleAssets,382000.000
CapitalExpendituresIncurredButNotYetPaid,35325000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-51528000.000
CommonStockDividendsPerShareDeclared,0.050
ComprehensiveIncomeNetOfTax,22585000.000
CostOfServices,367328000.000
CostsAndExpenses,962889000.000
DebtInstrumentInterestRateDuringPeriod,0.048
DeferredIncomeTaxExpenseBenefit,15053000.000
DepreciationAndAmortization,67870000.000
EarningsPerShareBasic,0.140
EarningsPerShareDiluted,0.140
EffectiveIncomeTaxRateContinuingOperations,0.405
FuelCosts,73197000.000
GainLossOnSaleOfPropertyPlantEquipment,3209000.000
GoodwillForeignCurrencyTranslationGainLoss,-115000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,37931000.000
IncomeTaxExpenseBenefit,15362000.000
IncomeTaxesPaidNet,15644000.000
IncreaseDecreaseInAccountsPayable,10089000.000
IncreaseDecreaseInOperatingLiabilities,-24051000.000
IncreaseDecreaseInOtherOperatingAssets,20512000.000
IncreaseDecreaseInReceivables,-21428000.000
InterestExpense,5486000.000
InterestPaid,6056000.000
LaborAndRelatedExpense,297723000.000
MarketableSecuritiesUnrealizedGainLoss,137000.000
NetCashProvidedByUsedInFinancingActivities,-102708000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-102708000.000
NetCashProvidedByUsedInInvestingActivities,-37976000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-37976000.000
NetCashProvidedByUsedInOperatingActivities,89156000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,89156000.000
NetIncomeLoss,22569000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,-22569000.000
NetIncomeLossAvailableToCommonStockholdersBasic,22569000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,22569000.000
NonoperatingIncomeExpense,-5619000.000
OperatingIncomeLoss,43550000.000
OperatingInsuranceAndClaimsCostsProduction,21831000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-121000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,16000.000
OtherComprehensiveIncomeLossTax,-16000.000
OtherGeneralExpense,28706000.000
OtherNoncashIncomeExpense,81000.000
OtherNonoperatingIncomeExpense,-133000.000
PaymentsOfDividends,7816000.000
PaymentsToAcquireEquipmentOnLease,23714000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,8013000.000
ProceedsFromCollectionOfLeaseReceivables,14643000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,3101000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,15342000.000
RepaymentsOfDebtAndCapitalLeaseObligations,9892000.000
RepaymentsOfLinesOfCredit,85000000.000
RepaymentsOfLongTermDebt,100000000.000
Revenues,1006439000.000
SalesRevenueNet,1006439000.000
WeightedAverageNumberOfDilutedSharesOutstanding,156800000.000
WeightedAverageNumberOfSharesOutstandingBasic,156419000.000
WeightedAverageNumberOfSharesRestrictedStock,381000.000
