,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,-999000.000,,,,,,,,,,,,-1596000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5038000.000,,,,4929000.000,,,,6431000.000,,,,3873000.000,,,,2847000.000,,,,3440000.000,,,,2088000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,639000.000,,,,558000.000
AmortizationOfFinancingCostsAndDiscounts,3169000.000,,,,3317000.000,,,,1732000.000,,,,1067000.000,,,,1067000.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,125575.000,95280.000,,,,,,,,,,,1120210.000,1336252.000,,,,,,,,,,
AssetImpairmentCharges,,,3900000.000,,,,,,,,,,,,,,,0.000,0.000,,,,,,
AssetRetirementObligationAccretionExpense,,,,,1179000.000,,,,838000.000,,,,812000.000,,,,357000.000,,,,274000.000,,,,224000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,902000.000,,,,434000.000,,,,842000.000,,,,278000.000,,,,0.000,,,,8963000.000
AssetRetirementObligationLiabilitiesSettled,,,,,-14000.000,,,,340000.000,,,,352000.000,,,,58000.000,,,,8000.000,,,,3000.000
AssetRetirementObligationRevisionOfEstimate,,,,,0.000,,,,1217000.000,,,,0.000,,,,0.000,,,,0.000,,,,435000.000
CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves,,,,,1213000.000,,,,,,,,,,,,,,,,,,,,
CapitalizedExploratoryWellCostChargedToExpense,,,,,0.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-17480000.000,,,,38363000.000,,,,-20923000.000,,,,7637000.000,,,,-132132000.000,,,,-23273000.000,,,,-9954000.000
CashFlowHedgeGainReclassifiedToRevenue,,19776000.000,25525000.000,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,19985000.000,-9699000.000,-65365000.000,4949000.000,-34443000.000,13063000.000,-167842000.000,-8174000.000,-12846000.000,-26825000.000,-34868000.000,88951000.000,-11731000.000,-44581000.000,-410314000.000,-21145000.000,-46496000.000,-48419000.000,-26186000.000,-49277000.000,-13115000.000
CostsAndExpenses,125925000.000,130588000.000,161761000.000,245695000.000,145723000.000,177899000.000,203281000.000,150083000.000,136501000.000,131568000.000,348625000.000,131376000.000,108471000.000,118594000.000,246296000.000,95058000.000,88488000.000,88425000.000,656737000.000,80254000.000,68889000.000,67054000.000,68831000.000,73291000.000,66370000.000
DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,,,,,1000.000,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,8204000.000,,,,22280000.000,,,,-19427000.000,,,,-10245000.000,,,,-6873000.000,,,,0.000,,,,
DepreciationDepletionAndAmortization,65394000.000,68847000.000,76165000.000,78015000.000,74083000.000,85942000.000,91392000.000,75425000.000,68438000.000,74307000.000,72047000.000,64983000.000,55508000.000,64894000.000,69024000.000,46379000.000,52254000.000,52674000.000,54738000.000,45609000.000,42016000.000,40392000.000,43083000.000,46150000.000,38340000.000
DerivativeCashReceivedOnHedge,,,,,,,,,,,,,9200000.000,,,,-46375000.000,,,,-32962000.000,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,12366000.000,15963000.000,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,888000.000,-18000.000,,,,,,,,,,,,,,,,,,,,,,
