,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,735000.000,,,,990000.000,,,,1221000.000,,,,1280000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,58000.000,,,,126000.000,,,,271000.000,,,,323000.000,,,,
AmortizationOfIntangibleAssets,,,,,201000.000,236000.000,242000.000,190000.000,612000.000,497000.000,371000.000,370000.000,369000.000,605000.000,478000.000,520000.000,520000.000,849000.000,653000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,457000.000,,,,3863000.000,,,,286000.000,,,,3428000.000,,,,5107000.000
CommonStockDividendsPerShareDeclared,0.080,0.080,0.090,0.090,0.100,0.100,0.120,0.120,0.120,0.120,0.150,0.150,0.150,0.150,0.170,0.170,0.170,0.170,0.200
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,,,,,,,2800000.000,,,,400000.000,,,,400000.000,,,,
CostsAndExpenses,43023000.000,45881000.000,46449000.000,47484000.000,49918000.000,49701000.000,53121000.000,56366000.000,58970000.000,60450000.000,60399000.000,62146000.000,65177000.000,65219000.000,66413000.000,67371000.000,68679000.000,72071000.000,76818000.000
DeferredIncomeTaxExpenseBenefit,,,1610000.000,,,,1580000.000,,,,565000.000,,,,2709000.000,,,,-250000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,126000.000,,,,271000.000,,,,323000.000,,,,
DepreciationDepletionAndAmortization,,,1334000.000,,,,1387000.000,,,,1807000.000,,,,2091000.000,,,,2356000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,-0.360,,0.000,0.000,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,-0.360,,0.000,0.000,,,,,,,,,,
DividendsCommonStock,,,1058000.000,,,,1464000.000,,,,1861000.000,,,,2125000.000,,,,
DividendsCommonStockCash,,,,,,,,,,,,,,,,,,,2516000.000
EarningsPerShareBasic,0.420,0.350,0.380,0.390,0.410,0.020,0.270,0.520,0.430,0.400,0.340,0.480,0.470,0.480,0.430,0.570,0.460,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,0.430,,0.460,,0.380
EarningsPerShareDiluted,0.410,0.340,0.380,0.380,0.410,0.020,0.270,0.520,0.430,0.400,0.340,0.480,0.470,0.480,0.430,0.570,0.460,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,126000.000,,,,271000.000,,,,323000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,19000.000,,,,-33000.000
GoodwillAcquiredDuringPeriod,,,,,,,125000.000,,,,10936000.000,,,,19059000.000,,,,17586000.000
GoodwillPurchaseAccountingAdjustments,,,,,,,117000.000,,,,-360000.000,,,,445000.000,,,,54000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,-34000.000,,,,,,,,0.000
GrossProfit,,,,15369000.000,17306000.000,16128000.000,16646000.000,21835000.000,18746000.000,18940000.000,16842000.000,21142000.000,18872000.000,21505000.000,20495000.000,23059000.000,19665000.000,18793000.000,20747000.000
HealthCareOrganizationPatientServiceRevenue,56678000.000,57332000.000,60499000.000,60782000.000,65295000.000,64368000.000,68397000.000,76470000.000,76184000.000,77958000.000,75807000.000,81451000.000,82154000.000,84881000.000,85049000.000,88433000.000,86411000.000,88946000.000,93654000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerBasicShare,,,,,,,0.350,,,,,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerDilutedShare,,,,,,,0.350,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,4659000.000,4228000.000,6432000.000,5216000.000,4977000.000,4166000.000,6304000.000,5818000.000,5991000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,9773000.000,9262000.000,13889000.000,11043000.000,10504000.000,8928000.000,13320000.000,11718000.000,12378000.000,11203000.000,14734000.000,11750000.000,461000.000,7846000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10775000.000,8507000.000,9711000.000,9251000.000,10555000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,6756000.000,6323000.000,9420000.000,7418000.000,7263000.000,6151000.000,9117000.000,8064000.000,8359000.000,7680000.000,10060000.000,7972000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,0.380,0.350,0.530,0.430,0.310,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,0.380,0.350,0.530,0.430,0.310,,,,,,,,,
