,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,4585000.000,9772000.000,14557000.000,17148000.000,13477000.000,23172000.000,24287000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,93668000.000,120860000.000,106744000.000,114492000.000,130283000.000,121055000.000,129139000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,8670000.000,,,6084000.000,,
AccrualForEnvironmentalLossContingencies,,11824000.000,11824000.000,11824000.000,11596000.000,11584000.000,11584000.000
AccruedRentCurrentAndNoncurrent,,,14094000.000,14050000.000,13558000.000,1979000.000,14168000.000
AdditionalPaidInCapitalCommonStock,924350000.000,924508000.000,924775000.000,925042000.000,925296000.000,925563000.000,993014000.000
Assets,2839577000.000,2833359000.000,2792178000.000,2775015000.000,2760438000.000,2712237000.000,2681045000.000
BelowMarketLeaseAccumulatedAmortization,529000.000,1059000.000,1593000.000,2156000.000,2687000.000,3184000.000,3715000.000
BelowMarketLeaseGross,20045000.000,20045000.000,20045000.000,20045000.000,20045000.000,20011000.000,20011000.000
BelowMarketLeaseNet,19516000.000,18986000.000,18452000.000,17889000.000,17358000.000,16827000.000,16296000.000
CashAndCashEquivalentsAtCarryingValue,51508000.000,62867000.000,56425000.000,63650000.000,90029000.000,52026000.000,26542000.000
DeferredRevenue,,,,,,2900000.000,14600000.000
DevelopmentInProcess,8874000.000,13136000.000,18797000.000,34605000.000,44172000.000,55208000.000,75318000.000
DividendsPayableCurrentAndNoncurrent,,27894000.000,13953000.000,14059000.000,14659000.000,14132000.000,14348000.000
EquityMethodInvestmentSummarizedFinancialInformationAssets,860371000.000,850760000.000,835726000.000,824456000.000,817085000.000,853861000.000,864325000.000
EquityMethodInvestmentSummarizedFinancialInformationEquity,853448000.000,836787000.000,824778000.000,813314000.000,805324000.000,839684000.000,846328000.000
EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital,429134000.000,427052000.000,,,,,
EquityMethodInvestmentSummarizedFinancialInformationLiabilities,6923000.000,13973000.000,10948000.000,11142000.000,11761000.000,14177000.000,17997000.000
EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity,860371000.000,850760000.000,835726000.000,824456000.000,817085000.000,853861000.000,864325000.000
EquityMethodInvestmentSummarizedFinancialInformationMinorityInterest,-426724000.000,418393000.000,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,793880000.000,784915000.000,775163000.000,766495000.000,756763000.000,747319000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,18736000.000,37472000.000,60908000.000,82730000.000,110516000.000,149202000.000,170333000.000
FiniteLivedIntangibleAssetsGross,616267000.000,616267000.000,616267000.000,616267000.000,616080000.000,613601000.000,590586000.000
FiniteLivedIntangibleAssetsNet,597531000.000,578795000.000,555359000.000,533537000.000,505564000.000,464399000.000,420253000.000
InterestPayableCurrentAndNoncurrent,,2748000.000,2806000.000,2644000.000,2727000.000,3004000.000,3139000.000
InvestmentBuildingAndBuildingImprovements,811537000.000,814652000.000,817025000.000,829227000.000,831269000.000,839663000.000,841931000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,429012000.000,429012000.000,429012000.000,429012000.000,429012000.000,429012000.000,429012000.000
Land,840563000.000,840563000.000,840563000.000,840563000.000,840021000.000,840021000.000,840021000.000
Liabilities,1234757000.000,1263282000.000,1250500000.000,1259588000.000,1295958000.000,1287926000.000,1303157000.000
LiabilitiesAndStockholdersEquity,2839577000.000,2833359000.000,2792178000.000,2775015000.000,2760438000.000,2712237000.000,2681045000.000
