,2012-02-15,2012-05-09,2012-11-21,2013-02-13,2013-05-08,2013-11-20,2014-02-12,2014-05-07,2014-11-19,2015-02-11,2015-05-06,2016-03-09,2016-06-01,2017-03-15,2017-06-07
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,14000.000,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,4177000.000,8334000.000,,2605000.000,,,674000.000,,,,,,
AmortizationOfFinancingCosts,,,26000.000,52000.000,,26000.000,,,36000.000,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,300000.000,300000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,5000.000,,,8000.000,,,200.000,298000.000,,,,,0.000
AssetImpairmentCharges,0.000,,90000.000,,113000.000,430000.000,1640000.000,,0.000,218000.000,,37000.000,172000.000,5963000.000,869000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,732000.000,1674000.000,,300000.000,,,-974000.000,,,,,,
ContractsRevenue,4197000.000,4336000.000,3841000.000,3667000.000,4099000.000,4270000.000,3979000.000,4534000.000,4598000.000,3771000.000,3624000.000,3918000.000,3892000.000,3306000.000,4515000.000
CostOfServicesDepreciationAndAmortization,4132000.000,4322000.000,4136000.000,4312000.000,4207000.000,4413000.000,4499000.000,4688000.000,5058000.000,4772000.000,4750000.000,5220000.000,5304000.000,4788000.000,4639000.000
CostsAndExpenses,77425000.000,80152000.000,79247000.000,86383000.000,93385000.000,89675000.000,93094000.000,93691000.000,91191000.000,91668000.000,90609000.000,92371000.000,92443000.000,94579000.000,87926000.000
DeferredIncomeTaxExpenseBenefit,,,-113000.000,-115000.000,,,,,,,,,,,
Depreciation,,,,,,500000.000,,,,,,,,,
DepreciationDepletionAndAmortization,,,4136000.000,8467000.000,,4413000.000,,,5073000.000,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,-308000.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,-99000.000,,,-141000.000,,,-308000.000,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,-39000.000,,,-56000.000,,,-105000.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,-308000.000,,,,,,
EarningsPerShareBasic,0.040,0.090,0.010,0.010,0.090,-0.050,-0.080,0.060,-0.110,-0.050,0.080,-0.020,-0.010,-0.450,-0.010
EarningsPerShareDiluted,0.040,0.090,0.010,0.010,0.090,-0.050,-0.080,0.060,-0.110,-0.050,0.080,-0.020,-0.010,-0.450,-0.010
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,0.240,0.800,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,0.340,,,
FoodAndBeverageCostOfSales,20758000.000,21379000.000,20842000.000,23763000.000,26227000.000,23364000.000,24338000.000,26014000.000,23493000.000,25471000.000,25225000.000,24600000.000,24221000.000,22583000.000,22922000.000
FranchiseCosts,,,,,,,,,,,,428000.000,441000.000,436000.000,361000.000
FranchisorRevenue,1653000.000,1702000.000,1522000.000,1540000.000,1639000.000,1514000.000,1545000.000,1684000.000,1581000.000,1605000.000,1578000.000,1700000.000,1586000.000,1819000.000,1477000.000
GainLossOnSaleOfPropertyPlantEquipment,-72000.000,-124000.000,242000.000,1321000.000,-142000.000,-51000.000,-16000.000,1023000.000,-290000.000,1377000.000,609000.000,556000.000,-42000.000,-329000.000,195000.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,152000.000,967000.000,,-538000.000,,,-290000.000,,,,,,
GeneralAndAdministrativeExpense,6737000.000,7195000.000,7378000.000,7616000.000,7236000.000,8029000.000,8117000.000,8342000.000,7703000.000,8074000.000,7312000.000,,,,
GoodwillImpairmentLoss,,,,,,,,,,,0.000,,,,
GrossProfit,,,,,,,,,,,,,,,13004000.000
