,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,10012.000,1676000.000,,9506000.000,8182000.000,8932000.000,,9849000.000,10390000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-13013000.000,,,,-25529000.000,,,,83002000.000,
ComprehensiveIncomeNetOfTax,,,11657000.000,-25855000.000,4434000.000,-22531000.000,-31102000.000,-28768000.000,-33483000.000,-28545000.000,-34065000.000,-64587000.000
CostOfRevenue,590000.000,595000.000,1170000.000,623000.000,509000.000,352000.000,332000.000,368000.000,15000.000,0.000,,
CostsAndExpenses,15327000.000,14685000.000,24537000.000,27026000.000,28187000.000,25294000.000,31875000.000,29288000.000,34218000.000,28808000.000,31380000.000,38677000.000
DeferredRevenueRevenueRecognized,,,,,,,,,1300000.000,,,
Depreciation,,,,,,,,,,,271000.000,
DepreciationAndAmortization,,,819000.000,,,,866000.000,,,,,
EarningsPerShareBasic,,,0.110,,0.030,,-0.230,,-0.250,,,
EarningsPerShareBasicAndDiluted,-0.150,-0.120,,-0.230,,,-0.230,-0.220,-0.250,-0.210,-0.240,-0.430
EarningsPerShareDiluted,,,0.100,,0.030,,-0.230,,-0.250,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,113000.000,,,,-249000.000,,,,52000.000,
GeneralAndAdministrativeExpense,4480000.000,3900000.000,4774000.000,5861000.000,6164000.000,7364000.000,7535000.000,9141000.000,8630000.000,10014000.000,10303000.000,14492000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,8045000.000,,,,0.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-13909000.000,-11709000.000,11450000.000,-25395000.000,4271000.000,-22815000.000,-30752000.000,-28919000.000,-33955000.000,-28744000.000,-34113000.000,
IncomeTaxExpenseBenefit,,,1000.000,,,,1000.000,,,,1000.000,
IncreaseDecreaseInAccountsPayableTrade,,,1544000.000,,,,-71000.000,,,,1119000.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,2706000.000,,,,3671000.000,,,,2550000.000,
IncreaseDecreaseInDeferredRevenue,,,-36068000.000,,,,,,,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,-137000.000,,,,-117000.000,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,57000.000,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,-212000.000,,,,-511000.000,,,,-564000.000,
IncreaseDecreaseInOtherOperatingLiabilities,,,-225000.000,,,,207000.000,,,,160000.000,
IncreaseDecreaseInRestrictedCash,,,-411000.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,4089000.000,,,,5000.000,,,,107838000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,4089000.000,,,,5000.000,,,,107838000.000,
NetCashProvidedByUsedInInvestingActivities,,,40000.000,,,,-249000.000,,,,-11000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,40000.000,,,,-249000.000,,,,-11000.000,
NetCashProvidedByUsedInOperatingActivities,,,-17255000.000,,,,-25036000.000,,,,-24877000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-17255000.000,,,,-25036000.000,,,,-24877000.000,
NetIncomeLoss,-13909000.000,-11709000.000,11449000.000,-25395000.000,4271000.000,-22725000.000,-30753000.000,-28919000.000,-33955000.000,-28660000.000,-34114000.000,-64462000.000
NonoperatingIncomeExpense,,,,,,,271000.000,257000.000,244000.000,578000.000,274000.000,286000.000
OperatingIncomeLoss,-14283000.000,-12047000.000,11108000.000,-25588000.000,4066000.000,-24967000.000,-31023000.000,-29176000.000,-34199000.000,-29322000.000,-34387000.000,-64748000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,208000.000,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,-460000.000,163000.000,,-349000.000,151000.000,472000.000,115000.000,49000.000,-125000.000
OtherNonoperatingIncomeExpense,374000.000,338000.000,342000.000,193000.000,205000.000,,,,,,,
OtherOperatingActivitiesCashFlowStatement,,,-1000.000,,,,,,,,6000.000,
OtherSalesRevenueNet,656000.000,656000.000,36068000.000,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,371000.000,,,,249000.000,,,,11000.000,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,106590000.000,
ProceedsFromStockOptionsExercised,,,3798000.000,,,,5000.000,,,,1248000.000,
ResearchAndDevelopmentExpense,10257000.000,10190000.000,18593000.000,20542000.000,13469000.000,17578000.000,24008000.000,19779000.000,21673000.000,18794000.000,21077000.000,24185000.000
RestructuringCharges,,,,,,,,,3900000.000,,,
Revenues,1044000.000,2638000.000,35645000.000,1438000.000,32253000.000,327000.000,852000.000,112000.000,19000.000,-514000.000,-3007000.000,-26071000.000
SalesRevenueNet,1044000.000,2638000.000,35645000.000,1438000.000,32253000.000,327000.000,852000.000,112000.000,19000.000,-514000.000,-3007000.000,-26071000.000
ShareBasedCompensation,,,730000.000,1187000.000,1236000.000,1683000.000,1248000.000,1386000.000,1222000.000,1204000.000,1430000.000,1652000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,,,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,0.814,,,0.804,0.797,,,0.815,0.804
