,2011-03-31
AccountsPayableCurrent,49309000.000
AccountsReceivableNetCurrent,505133000.000
AccruedLiabilitiesCurrent,287779000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3397000.000
AdditionalPaidInCapitalCommonStock,308939000.000
Assets,1829982000.000
AssetsCurrent,912122000.000
CashAndCashEquivalentsAtCarryingValue,334772000.000
DeferredTaxLiabilitiesCurrent,5614000.000
DeferredTaxLiabilitiesNoncurrent,5971000.000
Goodwill,453920000.000
IntangibleAssetsNetExcludingGoodwill,173714000.000
InventoryNet,23332000.000
Liabilities,942621000.000
LiabilitiesAndStockholdersEquity,1829982000.000
LiabilitiesCurrent,362425000.000
LongTermDebtCurrent,19723000.000
LongTermDebtNoncurrent,399587000.000
OtherAssetsNoncurrent,17617000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,20000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PropertyPlantAndEquipmentNet,139346000.000
RestrictedCashAndInvestmentsCurrent,24499000.000
RestrictedCashAndInvestmentsNoncurrent,133263000.000
RetainedEarningsAccumulatedDeficit,486930000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,887361000.000
TreasuryStockShares,51247.000
TreasuryStockValue,2987000.000
