,2011-07-31,2011-10-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AccountsPayableAndAccruedLiabilities,88803.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,35000.000,30000.000,32000.000,7000.000,13000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,257908.000,,,,,
AdditionalPaidInCapital,879648.000,,1032313.000,1157188.000,1541026.000,1614839.000,1984469.000,2302954.000
Assets,10785.000,,38241.000,37024.000,69834.000,45130.000,333189.000,282987.000
AssetsCurrent,10785.000,,38241.000,37024.000,69834.000,45130.000,333189.000,282987.000
AssetsSoldUnderAgreementsToRepurchaseMarketValue,,,,5000.000,0.000,0.000,5000.000,11000.000
Cash,510.000,5104.000,38241.000,37024.000,69834.000,45130.000,333189.000,282987.000
CashAndCashEquivalentsAtCarryingValue,510.000,,,37024.000,69834.000,45130.000,333189.000,282987.000
CommonStockOtherSharesOutstanding,23940900.000,,58516528.000,61266528.000,65108728.000,65250000.000,68950000.000,74000000.000
CommonStockParOrStatedValuePerShare,0.001,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,31016528.000,,58516528.000,61266528.000,65108728.000,65250000.000,68950000.000,74000000.000
CommonStockValue,31017.000,,5852.000,6127.000,6511.000,6525.000,6895.000,7400.000
ConvertibleDebt,,,,,,,3990.000,
ConvertibleNotesPayable,,,,384222.000,,,,
CustomerDepositsCurrent,,,,,50000.000,,,
DeferredRevenue,,,,,,50000.000,50000.000,50000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,188922.000,,
DeferredTaxAssetsValuationAllowance,,,,,,-188922.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,1802230.000,1545513.000,1557703.000,1667224.000,,
DueToRelatedParties,19304.000,,,,,,,
Liabilities,,,,419222.000,80000.000,82000.000,57000.000,63000.000
LiabilitiesAndStockholdersEquity,10785.000,,38241.000,37024.000,69834.000,45130.000,333189.000,282987.000
LiabilitiesCurrent,108107.000,,,35000.000,80000.000,82000.000,57000.000,63000.000
LiabilitiesNoncurrent,,,807908.000,,,,,
LongTermDebt,,,,384222.000,,,,
NotesPayableCurrent,,,807908.000,,,,,
OperatingLossCarryforwards,,,,,,539940.000,,
PrepaidExpense,10275.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-1007987.000,,,,,,-1719165.000,-2090367.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,0.000,0.000,,
StockholdersEquity,-97322.000,,-769917.000,-382198.000,-10166.000,-36870.000,276189.000,219987.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-382198.000,-10166.000,-36870.000,276189.000,219987.000
