,2011-01-28,2011-04-29,2011-07-29,2011-10-31,2012-02-03,2012-05-04,2012-08-03,2012-10-31,2013-02-01,2013-05-03,2013-08-02,2013-10-31,2014-01-31,2014-05-02,2014-08-01,2014-10-31,2015-01-30,2015-05-01,2015-07-31,2015-10-31,2016-01-29,2016-04-29,2016-07-29,2016-10-31,2017-02-03,2017-05-05
AccountsPayableCurrent,149702000.000,202588000.000,126688000.000,118036000.000,151836000.000,196382000.000,124168000.000,124806000.000,168334000.000,203710000.000,124244000.000,136158000.000,192727000.000,235971000.000,168956000.000,124271000.000,195569000.000,256391000.000,169927000.000,152017000.000,211216000.000,260504000.000,172156000.000,174668000.000,232440000.000,273600000.000
AccountsReceivableNetCurrent,,,,142400000.000,,,,144241000.000,,,,147475000.000,,,,151479000.000,,,,171172000.000,,,,157908000.000,,
AccruedAdvertisingCurrent,,,,47161000.000,,,,56264000.000,,,,64191000.000,,,,66169000.000,,,,76689000.000,,,,81315000.000,,
AccruedIncomeTaxesCurrent,,,,2504000.000,,,,1165000.000,,,,1938000.000,,,,4699000.000,,,,4275000.000,,,,,,
AccruedInsuranceCurrent,,,,19417000.000,,,,19227000.000,,,,18184000.000,,,,6960000.000,,,,6814000.000,,,,7502000.000,,
AccruedLiabilitiesCurrent,235076000.000,285896000.000,268200000.000,,226370000.000,278491000.000,278797000.000,,258909000.000,294648000.000,284702000.000,,250560000.000,302515000.000,289519000.000,,245299000.000,314505000.000,300576000.000,,262888000.000,316811000.000,318628000.000,,263724000.000,324878000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,430303000.000,449815000.000,454994000.000,463510000.000,473758000.000,484539000.000,488578000.000,502584000.000,515382000.000,526044000.000,530882000.000,536408000.000,547264000.000,559293000.000,567930000.000,554997000.000,562333000.000,570627000.000,581983000.000,579603000.000,589699000.000,602145000.000,612788000.000,615998000.000,628909000.000,650633000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-122000.000,,,,-210000.000,,,,-1109000.000,200000.000,-519000.000,-73000.000,2097000.000,4875000.000,758000.000,-297000.000,-129000.000,-1188000.000,-2721000.000,-2054000.000,-647000.000,-426000.000,1315000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,3800000.000,,,,4328000.000,,,,3683000.000,3726000.000,3751000.000,3754000.000,5266000.000,5110000.000,5165000.000,5195000.000,5386000.000,5112000.000,5183000.000,4881000.000,6359000.000,6495000.000,6564000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-2904000.000,,,,-5436000.000,,,,-7778000.000,-9962000.000,-6549000.000,-7166000.000,-12536000.000,-20818000.000,-19751000.000,-23255000.000,-24328000.000,-29393000.000,-23581000.000,-29636000.000,-31430000.000,-31177000.000,-30508000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8550000.000,-2032000.000,-1852000.000,-6826000.000,-6191000.000,-7644000.000,-10916000.000,-9974000.000,-9068000.000,-8754000.000,-14465000.000,-12570000.000,-13488000.000,-10819000.000,-10993000.000,-15705000.000,-21053000.000,-24158000.000,-28747000.000,-29843000.000,-35693000.000,-31485000.000,-36571000.000,-38436000.000,-38098000.000,-35757000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1964000.000,,,,3733000.000,,,,3035000.000,,,,1481000.000,,,,1378000.000,,,,1609000.000,,
Assets,896711000.000,1052527000.000,967547000.000,870663000.000,937007000.000,1029354000.000,986528000.000,935199000.000,984143000.000,1114954000.000,1031130000.000,1002748000.000,1039595000.000,1179246000.000,1127827000.000,1192415000.000,1322168000.000,1479127000.000,1359951000.000,1303658000.000,1393834000.000,1542741000.000,1467462000.000,1387518000.000,1402913000.000,1598758000.000
AssetsCurrent,578691000.000,719975000.000,629651000.000,532882000.000,600472000.000,691685000.000,661675000.000,612134000.000,665886000.000,791311000.000,712007000.000,653267000.000,682872000.000,814354000.000,759749000.000,824036000.000,734089000.000,883749000.000,771417000.000,710679000.000,805089000.000,950107000.000,885466000.000,779009000.000,781316000.000,976563000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,700000.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,94418000.000,106862000.000,118113000.000,80886000.000,71804000.000,82572000.000,143058000.000,125856000.000,60700000.000,80341000.000,161180000.000,182993000.000,104025000.000,129909000.000,177894000.000,314873000.000,82914000.000,109295000.000,110335000.000,126275000.000,118140000.000,174639000.000,277243000.000,273555000.000,158893000.000,265191000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000
CommonStockSharesIssued,31106669.000,30999154.000,30641707.000,29603095.000,29898362.000,29413661.000,58771336.000,58266482.000,57854539.000,57615679.000,57142923.000,56788723.000,56436102.000,55887096.000,55705894.000,55678419.000,55646389.000,55264659.000,54835233.000,54650916.000,54482554.000,54759683.000,54644978.000,108427393.000,107575440.000,107879717.000
CommonStockSharesOutstanding,31106669.000,30999154.000,30641707.000,29603095.000,29898362.000,29413661.000,58771336.000,58266482.000,57854539.000,57615679.000,57142923.000,56788723.000,56436102.000,55887096.000,55705894.000,55678419.000,55646389.000,55264659.000,54835233.000,54650916.000,54482554.000,54759683.000,54644978.000,108427393.000,107575440.000,107879717.000
CommonStockValue,31107000.000,30999000.000,30642000.000,29603000.000,29898000.000,29414000.000,58771000.000,58266000.000,57855000.000,57616000.000,57143000.000,56789000.000,56436000.000,55887000.000,55706000.000,55678000.000,55646000.000,55265000.000,54835000.000,54651000.000,54483000.000,54760000.000,54645000.000,108427000.000,107575000.000,107880000.000
DebtInstrumentCarryingAmount,,,,,,,,226858000.000,,,,223544000.000,,,,223956000.000,,,,254452000.000,,,,243407000.000,,
DebtWeightedAverageInterestRate,,,,,,,,,,,,,,,,0.019,,,,,,,,,,
DeferredRevenue,10734000.000,10673000.000,10776000.000,10619000.000,9997000.000,9347000.000,11289000.000,11143000.000,10974000.000,10605000.000,10547000.000,10899000.000,10513000.000,10891000.000,11102000.000,10947000.000,10812000.000,11244000.000,11324000.000,11365000.000,11246000.000,,,,,
DeferredRevenueNoncurrent,,,,,,,,,,,,,,,,,,,,,,11565000.000,11958000.000,11830000.000,25172000.000,24948000.000
DeferredTaxAssetsInventory,,,,5121000.000,,,,4595000.000,,,,3969000.000,,,,3918000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,61155000.000,,,,61034000.000,,,,59598000.000,,,,68897000.000,,,,66656000.000,,,,57228000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,59019000.000,59535000.000,59908000.000,62523000.000,61900000.000,62209000.000,62368000.000,63314000.000,63878000.000,62768000.000,62324000.000,39756000.000,38590000.000,39261000.000,38735000.000,42822000.000,40414000.000,43202000.000,43339000.000,38095000.000,37633000.000,39878000.000,39062000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,1919000.000,2140000.000,965000.000,,75000.000,,76000.000,,,,98000.000,,25776000.000,25942000.000,25951000.000,26075000.000,25629000.000,26416000.000,26364000.000,28568000.000,28367000.000,28535000.000,26154000.000,57228000.000,56864000.000,57117000.000
DeferredTaxAssetsOther,,,,8514000.000,,,,9625000.000,,,,5550000.000,,,,3734000.000,,,,12264000.000,,,,6845000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,16831000.000,,,,16466000.000,,,,18315000.000,,,,20374000.000,,,,41341000.000,,,,37200000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,1156000.000,,,,1959000.000,,,,1635000.000,,,,858000.000,,,,,,,,,,
