,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,372650000.000,381895000.000,413922000.000,486731000.000,417085000.000,423917000.000,456397000.000,521301000.000,454110000.000,491388000.000,529893000.000,581482000.000,530479000.000,487839000.000,516857000.000,580197000.000,523734000.000,537172000.000,564344000.000,624605000.000,573255000.000,600817000.000,626423000.000,664619000.000,621600000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,,,,,,68205000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,81500000.000,107200000.000,43500000.000,41861000.000,66400000.000,65700000.000,82300000.000,2613000.000,2400000.000,1800000.000,1000000.000,1100000.000,1600000.000,1800000.000,-6700000.000,,109600000.000,1700000.000,9700000.000,12600000.000,24100000.000,24300000.000,25600000.000,15400000.000,16100000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,-78139000.000,-69600000.000,-68800000.000,-70600000.000,-61800000.000,-66700000.000,-64100000.000,-56100000.000,-45800000.000,-33100000.000,-21200000.000,-25300000.000,-17700000.000,-29600000.000,-26700000.000,-24800000.000,35000000.000,36300000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-39820000.000,,,,-30620000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,20478000.000,45853000.000,-102004000.000,-94263000.000,-23720000.000,-81656000.000,-64776000.000,-90900000.000,-82734000.000,-102327000.000,-76702000.000,-75795000.000,-67579000.000,-61736000.000,-125414000.000,-61041000.000,-151831000.000,-246575000.000,-248369000.000,-252686000.000,-117717000.000,-119915000.000,-115832000.000,-114126000.000,-100843000.000
AdditionalPaidInCapital,8055178000.000,8060402000.000,8071657000.000,8103133000.000,9093132000.000,9091935000.000,9054730000.000,9175724000.000,9182789000.000,9184788000.000,9197939000.000,9217363000.000,9288321000.000,9406570000.000,9406656000.000,9422237000.000,9437338000.000,9357567000.000,9370114000.000,9384450000.000,9391274000.000,9465862000.000,9478309000.000,9523086000.000,9558328000.000
Assets,24569273000.000,24534022000.000,25575208000.000,26216925000.000,32417465000.000,31986583000.000,31977977000.000,32586606000.000,31886123000.000,32015137000.000,32111409000.000,33324574000.000,32755599000.000,30586414000.000,29672165000.000,29532330000.000,30275527000.000,30083531000.000,30641303000.000,30650673000.000,31398498000.000,31379783000.000,31668848000.000,31103578000.000,30946093000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,115000000.000,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,,100721000.000,,,,119424000.000,,,,94720000.000,,,,111844000.000,,,,87257000.000,,,,58142000.000,
AvailableForSaleSecuritiesEquitySecurities,,,,,,,,,,,,,,,,643000000.000,,,,183800000.000,,,,,
BelowMarketLeaseAmortizationIncomeAfterYearFive,,,,,,,,,,,,22413000.000,,,,9218000.000,,,,17801000.000,,,,17861000.000,
BelowMarketLeaseAmortizationIncomeNextTwelveMonths,,,,,,,,,,,,35128000.000,,,,29062000.000,,,,30568000.000,,,,30015000.000,
BelowMarketLeaseAmortizationIncomeYearFive,,,,,,,,,,,,13931000.000,,,,10602000.000,,,,12131000.000,,,,7355000.000,
BelowMarketLeaseAmortizationIncomeYearFour,,,,,,,,,,,,17995000.000,,,,13146000.000,,,,15347000.000,,,,15950000.000,
BelowMarketLeaseAmortizationIncomeYearThree,,,,,,,,,,,,25499000.000,,,,17255000.000,,,,18424000.000,,,,20615000.000,
BelowMarketLeaseAmortizationIncomeYearTwo,,,,,,,,,,,,30552000.000,,,,23829000.000,,,,23517000.000,,,,24345000.000,
BelowMarketLeaseGross,,,,,,,,,,,,145500000.000,,,,103100000.000,,,,117800000.000,,,,116100000.000,
BelowMarketLeaseNet,,,,,,,,,,,,145518000.000,,,,103112000.000,,,,117788000.000,,,,116141000.000,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,1180000000.000,1180000000.000,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,0.500,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,636050000.000,789713000.000,575817000.000,798650000.000,880549000.000,638499000.000,452712000.000,1184518000.000,829966000.000,1095829000.000,1099321000.000,1716863000.000,1013368000.000,1665817000.000,817998000.000,612282000.000,833732000.000,565657000.000,856861000.000,701134000.000,805076000.000,884281000.000,814747000.000,560059000.000,513400000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,,,,,1665817000.000,817998000.000,612282000.000,833732000.000,565657000.000,856861000.000,701134000.000,805076000.000,,,560059000.000,
CommonStockCapitalSharesReservedForFutureIssuance,,,,61668104.000,,,,58151188.000,,,,57274430.000,,,,56940536.000,,,,55589413.000,,,,50775934.000,
CommonStockParOrStatedValuePerShare,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,,,,,,,,10000.000,,,,,,,,,,,,,,,,,
CommonStockSharesIssued,,,,,,,,8000.000,,,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,,,,,,,,8000.000,,,,,,,,,,,,,,,,,
CostMethodInvestments,,,,,,,,,,,118800000.000,118800000.000,118800000.000,118800000.000,159500000.000,167100000.000,168700000.000,177300000.000,181400000.000,181400000.000,187800000.000,187000000.000,188200000.000,210500000.000,211000000.000
CostMethodInvestmentsAggregateCarryingAmount,72400000.000,72400000.000,72400000.000,105100000.000,105100000.000,105100000.000,169900000.000,98900000.000,98900000.000,118700000.000,,,,,,,,,,,,,,,
DebtAndCapitalLeaseObligations,17171720000.000,17013893000.000,17902961000.000,18446440000.000,22800562000.000,22466558000.000,22569634000.000,23113007000.000,22572615000.000,22687622000.000,22729654000.000,23588531000.000,23186610000.000,21901060000.000,21202360000.000,20852993000.000,21694055000.000,22070777000.000,22629054000.000,22502173000.000,22975821000.000,,,,
DebtInstrumentCarryingAmount,,,,,,,,23050750000.000,,,,23563082000.000,,,,20843971000.000,,,,22502277000.000,,,,23099450000.000,
DebtInstrumentInterestRateStatedPercentage,,0.070,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,-25072000.000,,,,-62257000.000,,,,25449000.000,,,,-9022000.000,,,,104000.000,,,,24510000.000,
DeferredCostsAndOtherAssets,,,,,,1745496000.000,1844428000.000,1570734000.000,1520085000.000,1474421000.000,1558465000.000,1519814000.000,1564988000.000,1523877000.000,1716346000.000,1806789000.000,1851798000.000,1333944000.000,1394174000.000,1352259000.000,1467614000.000,1336984000.000,1359668000.000,1353588000.000,1384667000.000
DeferredCostsLeasingAccumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,213965000.000,
DeferredCostsLeasingGross,,,,,,,,,,,,,,,,,,,,,,,,464226000.000,
DeferredCostsLeasingNet,,,,,,,,,,,,,,,,,,,,,,,,250261000.000,
DeferredFinanceCostsGross,,,,,,,,,,,,,,,,,,,,,,,,166041000.000,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,,,,97836000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,0.000,,,,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,,,,,265700000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,,-1100000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,5600000.000,,,,4100000.000,,,,1100000.000,,,,,,,,0.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,,
DerivativeFairValueOfDerivativeAsset,,,,14900000.000,,,,,,,,,,,,,,,,,,,,,
DevelopmentInProcess,,,,464076000.000,,,,329663000.000,,,,364542000.000,,,,640081000.000,,,,663271000.000,,,,506211000.000,
