,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5939269.000,7837912.000,6456493.000,6100923.000,5930677.000,3219240.000,3185881.000,731635.000,350254.000,398756.000,242511.000,213371.000,223561.000,691588.000,339325.000,294890.000,312009.000,489490.000,6832.000,167525.000,784411.000
AccountsReceivableGross,,,,,,,,,,,1402744.000,1831211.000,2454998.000,3559459.000,3377018.000,3258158.000,1840134.000,2540052.000,876025.000,1884750.000,1980230.000
AccountsReceivableNet,,,,,,,,,,,959033.000,1404366.000,2028149.000,3082219.000,2914193.000,2554660.000,1688340.000,2333024.000,778491.000,1788489.000,1883119.000
AccountsReceivableNetCurrent,2464301.000,2588584.000,3700083.000,5834559.000,5614697.000,3142203.000,2905436.000,541105.000,343047.000,481885.000,959033.000,1404366.000,2028149.000,3082219.000,2914193.000,2554660.000,1688340.000,2333024.000,778491.000,1788489.000,1883119.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,35581.000,46047.000,56541.000,61603.000,61751.000,66776.000,65557.000,72525.000
AccruedIncomeTaxesCurrent,12955.000,5433.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,45957.000,67248.000,88007.000,83094.000,82965.000,51352.000,107000.000,62567.000,31514.000,177877.000,142069.000,32428.000,32236.000,23411.000,22710.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,815637.000,855850.000,901996.000,957551.000,993853.000,1032066.000,1059121.000,1113208.000,1168768.000,1169980.000,1202080.000,1100579.000,1089918.000,1082162.000,1104846.000,1088648.000,1098550.000,1070898.000,1089986.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-13012.000,824.000,10890.000,-214.000,7113.000,54791.000,42907.000,62212.000,39900.000,24618.000,59418.000,50471.000,93424.000,91432.000,218.000,-112038.000,-94913.000,-280907.000,-306021.000,-532014.000,-503703.000
AdditionalPaidInCapital,1191796.000,1191796.000,1191796.000,1191796.000,1191796.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1144842.000,1160292.000,1233434.000,603352.000
AdvancesOnInventoryPurchases,675856.000,722449.000,831821.000,945326.000,805503.000,231772.000,129780.000,4864.000,59558.000,8482.000,28612.000,592553.000,686568.000,50975.000,57007.000,1874.000,6207.000,2192910.000,3615343.000,3477386.000,1325272.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,443711.000,426845.000,426849.000,477240.000,462825.000,703498.000,151794.000,207028.000,97534.000,96261.000,97111.000
AllowanceForDoubtfulAccountsReceivableCurrent,290145.000,310939.000,357140.000,357211.000,357139.000,690065.000,690172.000,636028.000,426818.000,443858.000,443711.000,426845.000,,477240.000,462825.000,703498.000,151794.000,207028.000,97534.000,96261.000,97111.000
AllowanceForDoubtfulOtherReceivablesCurrent,80000.000,80000.000,80000.000,80000.000,80000.000,233950.000,235066.000,236394.000,222600.000,250100.000,251139.000,241454.000,241572.000,241604.000,238672.000,125149.000,125244.000,145186.000,145242.000,145125.000,145235.000
Assets,10051103.000,11120454.000,9043329.000,8894510.000,7878407.000,7536205.000,7126340.000,4514338.000,4518347.000,5713954.000,7591374.000,7522924.000,8101731.000,11810550.000,12292943.000,11047726.000,8648303.000,9054144.000,9494341.000,10982144.000,17608458.000
AssetsCurrent,9240256.000,10360389.000,8332125.000,8149067.000,7187226.000,7145165.000,6726830.000,3983395.000,4012356.000,5238598.000,6353818.000,6516981.000,7157057.000,8105688.000,8901065.000,10789325.000,8239065.000,8651985.000,9161601.000,10702884.000,16913533.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,,,,,,,,,,,,,,2736229.000,2723426.000,0.000,0.000,0.000,,,
CashAndCashEquivalentsAtCarryingValue,5408974.000,6417455.000,3117556.000,885806.000,331020.000,3048831.000,1986537.000,2465342.000,2290635.000,902531.000,3553187.000,2031747.000,1107197.000,730322.000,1018463.000,1094576.000,4076107.000,1385994.000,2896265.000,3293453.000,8840189.000
CashUninsuredAmount,,,,,,2604933.000,,,,262885.000,1757201.000,705519.000,205654.000,65191.000,406127.000,233678.000,3906278.000,1333713.000,2855598.000,3263637.000,4976980.000
CommonStockNoParValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,3029032.000,3029032.000,3029032.000,3029032.000,3029032.000,4829032.000,4829032.000,4829032.000,4829032.000,,6326032.000,6326032.000,6326032.000,7996032.000,8496032.000,8790738.000,8254138.000,8456032.000,8456032.000,8456032.000,10105535.000
CommonStockSharesOutstanding,2903841.000,2903841.000,2903841.000,2903841.000,2903841.000,4703841.000,4703841.000,4703841.000,4703841.000,5103841.000,6200841.000,6200841.000,6200841.000,7870841.000,8370841.000,8620841.000,8080841.000,8280535.000,8280535.000,8280535.000,9930038.000
CommonStockValue,7709745.000,7709745.000,7709745.000,7709745.000,7709745.000,10750157.000,10750157.000,10750157.000,10750157.000,11662157.000,13385477.000,13385477.000,13385477.000,16303327.000,16935591.000,17190591.000,15320391.000,15500391.000,15500391.000,15500391.000,20535379.000
CustomerAdvancesCurrent,294393.000,281921.000,166765.000,950256.000,322285.000,710172.000,303142.000,146536.000,172527.000,88477.000,213181.000,113115.000,224937.000,126201.000,25832.000,25831.000,24376.000,24373.000,24377.000,383631.000,344470.000
DeferredCompensationEquity,397558.000,397558.000,202089.000,202089.000,202089.000,15520.000,15520.000,15520.000,15520.000,11640.000,11640.000,11640.000,11640.000,7760.000,7760.000,7760.000,7760.000,3880.000,,,
DeferredTaxAssetsGross,,,,928000.000,909000.000,,1276000.000,1188000.000,1458000.000,1639000.000,1928000.000,2212000.000,2552000.000,2806000.000,2996000.000,3678000.000,4377000.000,4552000.000,4378000.000,4195000.000,3898000.000
DeferredTaxAssetsNet,,,,464000.000,454500.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsNetCurrent,165000.000,175000.000,87500.000,87500.000,87500.000,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,255000.000,255000.000,298500.000,376500.000,367000.000,105100.000,127600.000,118800.000,145800.000,163900.000,192800.000,221200.000,255200.000,280600.000,299600.000,0.000,0.000,0.000,0.000,0.000,387900.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,407000.000,388000.000,,668000.000,580000.000,842000.000,1004000.000,1293000.000,1586000.000,1955000.000,2176000.000,2392000.000,2826000.000,3530000.000,3752000.000,3570000.000,3332000.000,3040000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,346000.000,346000.000,304000.000,307000.000,307000.000,408000.000,411000.000,411000.000,406000.000,377000.000,382000.000,384000.000,632000.000,627000.000,735000.000,743000.000,779000.000,774000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,175000.000,175000.000,301000.000,301000.000,301000.000,208000.000,224000.000,224000.000,220000.000,220000.000,248000.000,220000.000,220000.000,220000.000,65000.000,65000.000,84000.000,84000.000
DeferredTaxAssetsValuationAllowance,,,,464000.000,454500.000,,1148400.000,1069200.000,1312200.000,1475100.000,1735200.000,1990800.000,2296800.000,2525400.000,2696400.000,3678000.000,4377000.000,4552000.000,4378000.000,4195000.000,3510100.000
DepositsAssetsNoncurrent,25330.000,25357.000,,,,,,,,,,,,37679.000,28214.000,34439.000,38323.000,46810.000,,,
DueFromEmployeesCurrent,8305.000,6991.000,,,,,,,,,,,,,,,,,,,
DueFromEmployeesNoncurrent,8727.000,6988.000,,,,,,,,,,,,,,,,,,,
DueFromRelatedParties,,,,,,541377.000,1153377.000,637822.000,1108334.000,3173765.000,880290.000,1248281.000,2015087.000,2784591.000,3270467.000,2720246.000,1062687.000,,,,1195130.000
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,1622519.000,1117695.000,1740567.000,4406186.000
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,156841.000
IncomeTaxesReceivable,1885.000,1885.000,,,,,,,,,,,,,,,,,,,
Liabilities,6565271.000,8392509.000,6944522.000,7389817.000,6585433.000,4404905.000,3991704.000,1311694.000,1169160.000,1230795.000,1152860.000,986407.000,1194378.000,1914044.000,1729762.000,1824506.000,2160080.000,2437382.000,2235034.000,2961275.000,3878737.000
LiabilitiesAndStockholdersEquity,10051103.000,11120454.000,9043329.000,8894510.000,7878407.000,7536205.000,7126340.000,4514338.000,4518347.000,5713954.000,7591374.000,7522924.000,8101731.000,11810550.000,12292943.000,11047726.000,8648303.000,9054144.000,9494341.000,10982144.000,17608458.000
LiabilitiesCurrent,6565271.000,8392509.000,6944522.000,7389817.000,6585433.000,4404905.000,3991704.000,1311694.000,1169160.000,1230795.000,1152860.000,986407.000,1194378.000,1914044.000,1729762.000,1824506.000,2160080.000,2437382.000,2235034.000,2961275.000,3878737.000
LitigationReserveCurrent,,,,,,,,,,,,,,,,,,,90000.000,,
MinorityInterest,-2283042.000,-2577377.000,-2991918.000,-3283340.000,-3335878.000,-3573830.000,-3834004.000,-4284423.000,-4441688.000,-4694031.000,-4829255.000,-4858727.000,-4881827.000,-4709938.000,-4768470.000,-4710807.000,-4852339.000,-4807347.000,-4804738.000,-4783226.000,-4802645.000
OperatingLeasesFutureMinimumPaymentsDue,,,221990.000,185629.000,141893.000,187341.000,162311.000,180635.000,134612.000,463280.000,436237.000,404756.000,355094.000,412731.000,360450.000,457437.000,579209.000,512158.000,495600.000,410627.000,350057.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,156199.000,139585.000,111197.000,146114.000,142808.000,140167.000,109732.000,162229.000,155463.000,156915.000,122898.000,168345.000,145296.000,212910.000,243701.000,214866.000,233932.000,194517.000,163041.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,67492.000,67641.000,47213.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,65711.000,65856.000,68615.000,69062.000,67492.000,62141.000,45194.000,72960.000,48597.000,22468.000,11345.000,3819.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,63981.000,64122.000,66859.000,67293.000,65711.000,66150.000,66597.000,110456.000,111119.000,106201.000,95226.000,72849.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,65791.000,46044.000,30696.000,41227.000,19503.000,40468.000,24880.000,92569.000,77506.000,65154.000,65576.000,99885.000,86863.000,132736.000,152092.000,137576.000,132999.000,109539.000,110348.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,0.000,,,,,,11298.000,5649.000,,30265.000,11298.000,,0.000,0.000,,,,
OperatingLossCarryforwards,,,,866000.000,824000.000,1031500.000,1434000.000,1287450.000,1605124.000,3465850.000,4159442.000,4924549.000,5241863.000,5590560.000,6003000.000,7252000.000,8669000.000,8629000.000,7966000.000,7437000.000,6787000.000
OtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,93628.000,83468.000,286322.000,490488.000,668944.000,800916.000
OtherAssetsCurrent,,,58300.000,23442.000,29307.000,12488.000,7807.000,16493.000,6537.000,,,,,,,,,,,,
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,,,,,,2773908.000,2751640.000,34439.000,38323.000,46810.000,,,
OtherAssetsNoncurrent,,,,,,,25800.000,16938.000,16709.000,16734.000,28864.000,16726.000,16736.000,2773908.000,2751640.000,34439.000,38323.000,46810.000,47061.000,40360.000,60481.000
OtherLiabilitiesCurrent,272697.000,199995.000,233257.000,255544.000,249506.000,424141.000,395681.000,370956.000,614865.000,565685.000,555099.000,627493.000,713644.000,76196.000,23934.000,,,,,,
OtherLongTermDebt,,,-21260.000,-19714.000,-18014.000,-18278.000,,,,,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,,,,,,,,57589.000,120068.000,182118.000,81923.000,77744.000,430633.000,65505.000,55056.000,59918.000,116178.000,82723.000
