,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,620000.000,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,393000.000,,,,1779000.000,,,,3181000.000,,,,2893000.000,,,,3152000.000,
AllocatedShareBasedCompensationExpense,,,,,,,,,400000.000,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,552000.000,,,,579000.000,,,,971000.000,,,,1600000.000,,,,1920000.000,,,,1881000.000,,,,1665000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,5200000.000,,5200000.000,5200000.000,5200000.000,,8200000.000,6900000.000,5700000.000,-12800000.000,9700000.000,9700000.000,6600000.000,-18700000.000,5100000.000,3600000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,3173000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-165932000.000,,,,-110699000.000,,,,99870000.000,,,,-226073000.000,,,,189311000.000,,,,-235485000.000,,,,-240550000.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,0.025,0.025,0.025,,0.025,0.025,0.025,,0.025,0.025
CommonStockDividendsPerShareDeclared,0.062,0.062,0.062,,0.062,0.025,0.025,,0.025,0.025,0.025,,0.025,0.025,0.025,,0.025,0.025,0.025,,0.025,0.025,0.025,,0.025,0.025
ComprehensiveIncomeNetOfTax,,,-9600000.000,,45800000.000,24100000.000,3300000.000,-133959000.000,-12500000.000,-3000000.000,27300000.000,38605000.000,10600000.000,26600000.000,28400000.000,849257000.000,7800000.000,9600000.000,23300000.000,47632000.000,13100000.000,15600000.000,39400000.000,38777000.000,14300000.000,31800000.000
ConstructionAndDevelopmentCosts,170796000.000,250381000.000,302908000.000,405900000.000,227358000.000,249669000.000,347908000.000,492594000.000,343265000.000,442998000.000,446381000.000,504442000.000,369274000.000,456560000.000,479424000.000,680393000.000,492418000.000,524410000.000,709148000.000,813392000.000,568818000.000,688714000.000,760490000.000,1023079000.000,698080000.000,846596000.000
DepreciationAndAmortization,596000.000,,,,392000.000,,,,465000.000,,,,467000.000,,,,805000.000,,,,900000.000,,,,802000.000,
DividendsCommonStockCash,,,,,,,,,2089000.000,,,,2094000.000,,,,2299000.000,,,,2270000.000,,,,2215000.000,
EarningsPerShareBasic,,,,,,,0.040,,,,0.320,,0.130,0.300,0.310,9.520,0.080,0.100,0.250,0.490,0.150,0.180,0.460,0.440,0.170,0.370
EarningsPerShareBasicAndDiluted,,,-0.130,,-0.590,-0.310,,,-0.160,-0.040,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,0.040,,,,0.300,,0.120,0.270,0.280,8.580,0.080,0.100,0.230,0.440,0.140,0.170,0.420,0.390,0.150,0.330
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,0.257,0.245,0.315,-0.483,0.181,0.371,0.264,-0.523,0.336,0.389
EquityMethodInvestmentDividendsOrDistributions,186000.000,,,,,,,,1438000.000,,,,0.000,,,,,,,,,,,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,0.000,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationCostOfSales,,,,,,,,,,3928000.000,3463000.000,,3523000.000,0.000,0.000,7267000.000,3743000.000,10249000.000,3381000.000,5750000.000,7495000.000,18501000.000,19383000.000,5187000.000,17895000.000,6898000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,101000.000,,-455000.000,-288000.000,8108000.000,931000.000,-855000.000,1392000.000,906000.000,1252000.000,1465000.000,-908000.000,-1050000.000,765000.000,-1229000.000,-7754000.000,-796000.000,-1382000.000,-5280000.000,-1455000.000,-1053000.000,-854000.000,731000.000,-975000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,0.000,,,,27859000.000,,0.000,6356000.000,5552000.000,5538000.000,6118000.000,0.000,0.000,6420000.000,3210000.000,3210000.000,3338000.000,5564000.000,3338000.000,18514000.000,19338000.000,5199000.000,19722000.000,7080000.000
FairValueInputsDiscountRate,,,,,,,,,,,,,,,,,,,,,0.170,,,,,
FeesAndCommissions,,,1806000.000,,1600000.000,1154000.000,1840000.000,2546000.000,,,,,,,,,,,,,,,,,,
