,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AcquisitionCosts,,,,,,,20333.000,20732.000,20733.000,21132.000,10366.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-67.000,,,,-81030.000,,,,1074.000,,
ComprehensiveIncomeNetOfTax,,,3259.000,-4819.000,-397.000,-1132.000,41303.000,-22058.000,12682.000,1839.000,32679.000,-48619.000,-11943.000
CostOfGoodsSold,,,,,,,2365.000,600.000,2400.000,18900.000,19200.000,7426.000,4810.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.020,-0.020,0.010,0.000,0.000,0.000,-0.010,-0.010,0.000,0.000
GeneralAndAdministrativeExpense,26173.000,40186.000,41294.000,38558.000,45453.000,178408.000,180267.000,81965.000,87161.000,152842.000,123912.000,116848.000,104320.000
GrossProfit,,,,,,,1739.000,700.000,1100.000,9677.000,12800.000,8159.000,5806.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-40186.000,-41294.000,,,,-178528.000,-81265.000,-86061.000,-143165.000,-335359.000,-106461.000,-98514.000
IncreaseDecreaseInInventories,,,,,,,,,,,-13111.000,,
IncreaseDecreaseInOperatingCapital,,,-203.000,,,,-7958.000,,,,4952.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,19824.000,,,,16182.000,,,,34932.000,,
ManagementFeeAmountPaid,,,,15766.000,11681.000,,116718.000,27655.000,,,,,
ManagementFeeExpense,,,,,,,,,33081.000,,66977.000,57781.000,47065.000
MarketingExpense,,,,,,,,,,,,15000.000,23741.000
NetCashProvidedByUsedInFinancingActivities,,,21200.000,,,,88904.000,,,,75047.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,21200.000,,,,88904.000,,,,75047.000,,
NetCashProvidedByUsedInOperatingActivities,,,-21267.000,,,,-169934.000,,,,-73973.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-21267.000,,,,-169934.000,,,,-73973.000,,
NetIncomeLoss,-26173.000,-40186.000,-41294.000,-38558.000,-45453.000,-177013.000,-178528.000,,-86061.000,,-335359.000,-106461.000,-98514.000
NonoperatingIncomeExpense,-26173.000,-40186.000,,-38558.000,-45453.000,,,,,,224247.000,-2228.000,
OtherAmortizationOfDeferredCharges,,,,,,,,,,,34932.000,,
OtherComprehensiveIncomeLossTax,,,-38035.000,,,,,,,,,,
OtherDeferredCostAmortizationExpense,,,,,,,16182.000,,,,,,
OtherDepreciationAndAmortization,,,,,,,,,,,10366.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,80000.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,21200.000,,,,8904.000,,,,75047.000,,
ProfessionalFees,5621.000,4884.000,6873.000,3697.000,9897.000,17917.000,10386.000,8196.000,6066.000,21169.000,11047.000,10848.000,6542.000
ProfitLoss,,,,,,,-178528.000,-81265.000,,,,,
RevenueFromRelatedParties,,,,,,,7596.000,,,,,,
Revenues,,,,,,,4104.000,1300.000,3500.000,28577.000,32000.000,15585.000,10616.000
SalesRevenueNet,,,,,,,4104.000,1300.000,3500.000,28577.000,32000.000,15585.000,10616.000
SellingGeneralAndAdministrativeExpense,,,18347.000,19095.000,23875.000,24962.000,32830.000,25382.000,27281.000,31764.000,35522.000,33219.000,26972.000
ServiceManagementCosts,,,16074.000,,,,,,,,,,
WeightedAverageNumberOfSharesIssuedBasic,,,61046466.000,3053524.000,3844739.000,-54291721.000,147335613.000,149112239.000,152321084.000,-298461776.000,108342697.000,68636470.000,71076030.000
