,2011-06-30,2011-09-30,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,6254.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
ForeignCurrencyTransactionLossBeforeTax,,,1038.000
GeneralAndAdministrativeExpense,9279.000,4953.000,6811.000
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1515.000,,
IncreaseDecreaseInPrepaidExpense,1500.000,,
InterestPaid,0.000,,
NetCashProvidedByUsedInFinancingActivities,15518.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15518.000,,
NetCashProvidedByUsedInOperatingActivities,-9264.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9264.000,,
NetIncomeLoss,-9279.000,-4953.000,-7849.000
OperatingExpenses,9279.000,4953.000,7849.000
PaymentsForRepurchaseOfCommonStock,0.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,
ProceedsFromRelatedPartyDebt,15518.000,,
RepaymentsOfRelatedPartyDebt,0.000,,
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
