,2011-12-31
AllocatedShareBasedCompensationExpense,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-10928.000
CostOfServicesDirectLabor,1015366.000
Depreciation,0.000
DepreciationAndAmortization,0.000
EarningsPerShareBasicAndDiluted,0.000
GainLossOnDispositionOfProperty,-1437.000
GainLossOnSaleOfPropertyPlantEquipment,1436.000
GrossProfit,910958.000
IncomeLossFromContinuingOperations,68078.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,118907.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayable,-36904.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,7823.000
IncreaseDecreaseInAccountsReceivable,-3714.000
IncreaseDecreaseInOtherCurrentAssets,14428.000
InterestAndOtherIncome,17531.000
InterestExpense,-6098.000
InterestPaid,6098.000
NetCashProvidedByUsedInFinancingActivities,-54540.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-54540.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,43612.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,43612.000
NetIncomeLoss,118907.000
OperatingExpenses,842880.000
OtherNonoperatingIncomeExpense,50829.000
ProceedsFromNotesPayable,0.000
ProfessionalFees,113516.000
ProfitLoss,118907.000
RepaymentsOfLinesOfCredit,-18540.000
RepaymentsOfNotesPayable,-36000.000
SalariesWagesAndOfficersCompensation,585196.000
SellingGeneralAndAdministrativeExpense,135168.000
TechnologyServicesRevenue,1926324.000
WeightedAverageNumberOfDilutedSharesOutstanding,36341353.000
