,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,476000.000,473000.000,421000.000,307000.000,353000.000,349000.000,503000.000,437000.000,400000.000,455000.000,277000.000
AccountsReceivableNetCurrent,501000.000,402000.000,449000.000,414000.000,402000.000,678000.000,516000.000,428000.000,459000.000,474000.000,509000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1513000.000,235000.000,246000.000,255000.000,264000.000,272000.000,278000.000,255000.000,261000.000,269000.000,243000.000
AdditionalPaidInCapitalCommonStock,5013000.000,5014000.000,5014000.000,5014000.000,5014000.000,5050000.000,5055000.000,5067000.000,5124000.000,5174000.000,5123000.000
AllowanceForDoubtfulAccountsReceivableCurrent,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000
Assets,5619000.000,5133000.000,4542000.000,4248000.000,4246000.000,4153000.000,4530000.000,3987000.000,3338000.000,2770000.000,1866000.000
AssetsCurrent,3372000.000,2920000.000,2078000.000,1798000.000,1816000.000,1742000.000,4487000.000,3949000.000,3256000.000,2667000.000,1714000.000
AssetsHeldForSalePropertyPlantAndEquipment,,2135000.000,2135000.000,2135000.000,2135000.000,2135000.000,0.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,357000.000,157000.000,0.000,,,,,,,,
BuildingsAndImprovementsGross,,,0.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1524000.000,1598000.000,1031000.000,809000.000,606000.000,354000.000,390000.000,2605000.000,1946000.000,1333000.000,741000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,4.010,,,,4.010
ClassOfWarrantOrRightOutstanding,,,,,,,2500.000,,,,2500.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3753160.000,3789522.000,3789522.000
CommonStockSharesOutstanding,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3701630.000,3753160.000,3789522.000,3789522.000
CommonStockValue,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,38000.000,38000.000
DeferredIncomeTaxLiabilities,,,,,,,28000.000,,,,51000.000
DeferredRentReceivablesNet,,,261000.000,251000.000,240000.000,229000.000,0.000,,,,
DeferredRevenueNoncurrent,110000.000,108000.000,106000.000,104000.000,102000.000,100000.000,0.000,,,,
DeferredTaxAssetsInventory,,,,,,,23000.000,,,,89000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,0.000
DeferredTaxAssetsNet,,,,,,,28000.000,,,,51000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1733000.000,,,,2584000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,4268000.000,,,,6712000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,4367000.000,,,,4660000.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,8000.000,,,,8000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,89000.000,,,,95000.000
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,23000.000,,,,14000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,3000.000,,,,2000.000
