,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,2530000.000,2617000.000,,1906000.000,2583000.000,2842000.000,2465000.000,2134000.000,2927000.000,3860000.000,2700000.000,2153000.000,3120000.000,3551000.000,2767000.000,2538000.000,2713000.000,3127000.000,2726000.000,2584000.000,2961000.000,3296000.000,2834000.000,2693000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,200000.000,,,,200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,102000.000,,,,209000.000,165000.000,,,75000.000,,,,234000.000,,,,542000.000,,,,487000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,0.950,,0.910,0.850,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.940,,0.910,0.850,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,52734000.000,,50944000.000,47551000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,563582000.000,,566935000.000,511848000.000,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,4200000.000,100000.000,-400000.000,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,,,987000.000,,,,
CargoAndFreightRevenue,241677000.000,266612000.000,351206000.000,335112000.000,335957000.000,342195000.000,349771000.000,380970000.000,418518000.000,423868000.000,436181000.000,434600000.000,435771000.000,456745000.000,448744000.000,429424000.000,419905000.000,425053000.000,418343000.000,399789000.000,378343000.000,378303000.000,359031000.000,356216000.000,343652000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-23507000.000,,,,-11204000.000,,,,-7221000.000,,,,15222000.000,,,,-19808000.000,,,,-4168000.000,,,,-2878000.000
ComprehensiveIncomeNetOfTax,,42201000.000,54933000.000,,53308000.000,47855000.000,55177000.000,48147000.000,58934000.000,63627000.000,70172000.000,104662000.000,62337000.000,75445000.000,76712000.000,23268000.000,62089000.000,60662000.000,57966000.000,62318000.000,38748000.000,35793000.000,32745000.000,27799000.000,28229000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,54243000.000,48739000.000,55853000.000,48833000.000,59908000.000,64326000.000,70745000.000,105654000.000,63102000.000,76364000.000,77208000.000,23690000.000,62422000.000,60963000.000,58234000.000,62702000.000,39133000.000,35960000.000,33088000.000,28302000.000,28391000.000
CostsAndExpenses,243716000.000,365852000.000,471274000.000,457232000.000,477875000.000,428150000.000,428687000.000,413113000.000,458936000.000,454656000.000,432768000.000,459653000.000,482392000.000,501029000.000,552595000.000,554490000.000,484581000.000,445022000.000,437515000.000,399752000.000,393332000.000,374774000.000,378522000.000,378850000.000,446134000.000
CurrentFederalTaxExpenseBenefit,,12982000.000,7125000.000,,9680000.000,10416000.000,3125000.000,18076000.000,9430000.000,8102000.000,17144000.000,6332000.000,25496000.000,35671000.000,25558000.000,-4772000.000,26180000.000,25086000.000,24671000.000,-11230000.000,6440000.000,6651000.000,1190000.000,14638000.000,3934000.000
CurrentStateAndLocalTaxExpenseBenefit,,3138000.000,3966000.000,,3627000.000,3385000.000,3778000.000,4053000.000,3457000.000,3854000.000,4223000.000,2251000.000,3709000.000,4468000.000,3843000.000,2889000.000,2829000.000,2691000.000,2620000.000,1313000.000,1706000.000,1745000.000,1434000.000,1453000.000,857000.000
DeferredFederalIncomeTaxExpenseBenefit,,9930000.000,21643000.000,,18183000.000,15591000.000,25891000.000,12102000.000,21497000.000,26386000.000,20640000.000,29063000.000,8784000.000,5629000.000,16314000.000,42193000.000,7482000.000,6919000.000,6221000.000,38960000.000,14713000.000,14969000.000,16582000.000,3421000.000,8562000.000
DeferredIncomeTaxExpenseBenefit,13810000.000,,,,18183000.000,,,,21497000.000,,,,8784000.000,,,,7182000.000,,,,14713000.000,,,,8562000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,1263000.000,2125000.000,,2313000.000,,,,26000.000,,,,,,,,414000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,-736000.000,-715000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,-9000.000,-10000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,2824000.000,2821000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanInterestCost,,2432000.000,2424000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,2164000.000,2133000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanServiceCost,,1829000.000,1825000.000,,,,,,,,,,,,,,,,,,,,,,
