,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,15493000.000,14143000.000,17841000.000,12207000.000,10871000.000,12254000.000,7413000.000,19563000.000,21952000.000,24535000.000,18397000.000,14613000.000,15917000.000,22969000.000,22501000.000,20236000.000,19207000.000,15745000.000,14604000.000,14622000.000,16002000.000,18475000.000,9508000.000,10215000.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,13381000.000,18786000.000,9857000.000,14607000.000,19723000.000,17344000.000,15286000.000,15121000.000,5769000.000,8871000.000,10566000.000,7814000.000,16629000.000,19331000.000,10753000.000,8907000.000,9344000.000,5411000.000,6928000.000,4930000.000
AccountsReceivableNetCurrent,16692000.000,21950000.000,23892000.000,17036000.000,20240000.000,25984000.000,20101000.000,29393000.000,40350000.000,49116000.000,33831000.000,34735000.000,39555000.000,64375000.000,60628000.000,43521000.000,55315000.000,60790000.000,45396000.000,43689000.000,29290000.000,24593000.000,25619000.000,24836000.000
AccountsReceivableRelatedPartiesCurrent,,,,,11000000.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,25380000.000,26894000.000,23003000.000,23743000.000,20454000.000,20265000.000,20843000.000,19706000.000,19398000.000,21912000.000,10599000.000,12070000.000,11618000.000,12066000.000,11779000.000,11761000.000,17278000.000,19175000.000,28987000.000,25836000.000,19720000.000,20900000.000,18388000.000,15003000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,74740000.000,,,,78681000.000,,,,73385000.000,,,,77448000.000,,,,80349000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,15000.000,15000.000,13000.000,13000.000,-65000.000,66000.000,142000.000,87000.000,79000.000,101000.000,81000.000,211000.000,168000.000,-159000.000,-447000.000,-499000.000,-563000.000,-509000.000,-727000.000,-307000.000,-535000.000,-544000.000,-614000.000,-582000.000
AdditionalPaidInCapitalCommonStock,677713000.000,687857000.000,689420000.000,751577000.000,751519000.000,751256000.000,754605000.000,753477000.000,753300000.000,758656000.000,809013000.000,839557000.000,902747000.000,909431000.000,917436000.000,924360000.000,928933000.000,934488000.000,947933000.000,960891000.000,1002784000.000,1004566000.000,1009607000.000,1017632000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,555000.000,,,500000.000,586000.000,600000.000,600000.000,600000.000,14000.000,70000.000,60000.000,60000.000,132000.000,132000.000,132000.000,200000.000,544000.000,500000.000,200000.000,200000.000,,200000.000,300000.000
Assets,156885000.000,183630000.000,169918000.000,215468000.000,197033000.000,191485000.000,209636000.000,207486000.000,237717000.000,237636000.000,240724000.000,228957000.000,279915000.000,280636000.000,288661000.000,290659000.000,289885000.000,277231000.000,294622000.000,309912000.000,329628000.000,342137000.000,328224000.000,319543000.000
AssetsCurrent,111991000.000,132948000.000,118195000.000,165630000.000,149085000.000,145926000.000,160365000.000,153820000.000,182277000.000,189329000.000,177216000.000,168082000.000,216727000.000,217031000.000,223129000.000,225832000.000,225146000.000,203898000.000,205166000.000,222768000.000,233964000.000,202469000.000,180481000.000,158054000.000
CapitalLeaseObligations,,,,,,234000.000,,373000.000,352000.000,497000.000,451000.000,596000.000,713000.000,721000.000,,,825000.000,726000.000,704000.000,673000.000,808000.000,660000.000,774000.000,719000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,234000.000,,,,497000.000,,,,721000.000,,,,726000.000,704000.000,673000.000,808000.000,660000.000,774000.000,719000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,135000.000,,,,218000.000,,,459000.000,276000.000,,,,422000.000,440000.000,423000.000,444000.000,375000.000,386000.000,381000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,0.000,,,,14000.000,,,6000.000,5000.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,0.000,,,,16000.000,,,2434000.000,20000.000,,,,0.000,0.000,2000.000,14000.000,9000.000,5000.000,18000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,16000.000,,,,85000.000,,,401000.000,110000.000,,,,61000.000,64000.000,55000.000,102000.000,60000.000,120000.000,81000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,83000.000,,,,164000.000,,,500000.000,310000.000,,,,243000.000,200000.000,193000.000,248000.000,216000.000,263000.000,239000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,0.000,,,,0.000,,,6051000.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,31480000.000,51415000.000,37030000.000,60262000.000,73766000.000,57514000.000,86271000.000,56039000.000,81359000.000,67696000.000,78468000.000,64254000.000,107938000.000,83710000.000,84664000.000,82985000.000,65520000.000,58852000.000,76944000.000,81982000.000,94150000.000,84187000.000,57646000.000,46454000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,3.350,3.350,3.350,3.350,3.350,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,10200000.000,,,,,5000000.000,5000000.000,3750000.000,2000000.000,5750000.000,4300000.000,4300000.000,4300000.000,200000.000,200000.000,200000.000,,14331463.000,,
