,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentForAmortization,8300000.000,,,,1300000.000,,,,2600000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1400000.000,,,,,,,,,,,
AmortizationOfIntangibleAssets,7600000.000,7900000.000,7700000.000,-6900000.000,4200000.000,4300000.000,4300000.000,4400000.000,4500000.000,4300000.000,4400000.000,4300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,8200000.000,8800000.000,17700000.000,-26400000.000,7000000.000,7000000.000,4200000.000,-13600000.000,3200000.000,1800000.000,1800000.000,-4900000.000
BusinessCombinationIntegrationRelatedCosts,,,,,3800000.000,11500000.000,1800000.000,1300000.000,300000.000,500000.000,-11100000.000,0.000
BusinessExitCosts,9500000.000,10300000.000,82900000.000,-18900000.000,,13800000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-595500000.000,,,,-129800000.000,,,,-300600000.000,,,
CommonStockDividendsPerShareCashPaid,0.190,0.190,0.190,0.190,0.205,0.205,0.205,0.205,0.225,0.225,0.225,0.225
ComprehensiveIncomeNetOfTax,,374100000.000,59900000.000,,198800000.000,3700000.000,160800000.000,137200000.000,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,1400000.000,700000.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,209000000.000,375500000.000,60600000.000,30500000.000,198800000.000,3700000.000,160800000.000,137200000.000,61400000.000,24000000.000,167900000.000,148400000.000
ConvertiblePreferredDividendsNetOfTax,100000.000,100000.000,,,,,,,,,,
CostOfGoodsSold,933000000.000,841300000.000,820500000.000,-1607000000.000,219100000.000,248600000.000,256000000.000,303800000.000,228600000.000,263500000.000,255300000.000,320500000.000
DeferredIncomeTaxExpenseBenefit,13200000.000,,,,2800000.000,,,,-2700000.000,,,
Depreciation,50300000.000,,,,24600000.000,,,,28300000.000,,,
DerivativeCashReceivedOnHedge,,,44400000.000,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-13000000.000,-2900000.000,-5100000.000,-1000000.000,-1800000.000,1900000.000,3700000.000,-1000000.000,,,,
DerivativeInstrumentsGainRecognizedInOtherComprehensiveIncomeEffectivePortion,-8800000.000,-3700000.000,5200000.000,3000000.000,-1500000.000,600000.000,-1200000.000,5500000.000,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,780400000.000,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,46500000.000,1000000.000,,5100000.000,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,180300000.000,-400000.000,,4400000.000,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,304500000.000,,,,15300000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,1100000.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,398800000.000,109100000.000,,,,,,,,,
DividendsCash,29300000.000,,,,,,,,,,,
DividendsPreferredStock,,100000.000,200000.000,,100000.000,100000.000,100000.000,0.000,,,,
EarningsPerShareBasic,0.530,2.130,2.670,0.560,0.500,0.630,0.480,0.800,0.710,0.460,0.520,0.550
EarningsPerShareDiluted,0.520,2.090,2.670,0.500,0.490,0.620,0.470,0.800,0.710,0.460,0.520,0.530
EffectOfExchangeRateOnCashAndCashEquivalents,1600000.000,,,,1100000.000,,,,13900000.000,,,
EffectiveIncomeTaxRateContinuingOperations,0.261,0.275,0.020,-0.343,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.303,0.165,0.325,-0.443,0.248,0.190,0.232,-0.320
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,800000.000,,,,3100000.000,,,,4500000.000,,,
ExciseAndSalesTaxes,148900000.000,132500000.000,128000000.000,151200000.000,129100000.000,156900000.000,150800000.000,167400000.000,137500000.000,157100000.000,139400000.000,167100000.000
ExtinguishmentOfDebtGainLossIncomeTax,,,,,,,,,,3100000.000,,
FiniteLivedIntangibleAssetsUsefulLifeMaximum,30.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsUsefulLifeMinimum,5.000,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,12000000.000,,,
GainsLossesOnExtinguishmentOfDebt,,,-134000000.000,,,,,,,-43100000.000,-13800000.000,
GrossProfit,,,,,314700000.000,346900000.000,371500000.000,405300000.000,349100000.000,374100000.000,343400000.000,412800000.000
IncomeLossFromContinuingOperations,,102900000.000,-63800000.000,,78400000.000,101300000.000,91700000.000,126800000.000,115800000.000,74600000.000,84900000.000,90200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,112600000.000,142400000.000,-64800000.000,-20900000.000,112500000.000,121300000.000,135800000.000,132400000.000,154000000.000,92100000.000,110500000.000,120800000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,103200000.000,-63500000.000,,78400000.000,101300000.000,91700000.000,126800000.000,115800000.000,74600000.000,84900000.000,90200000.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.670,-0.410,,0.500,0.640,0.580,0.790,0.720,0.460,0.520,0.560
IncomeLossFromContinuingOperationsPerDilutedShare,,0.650,-0.410,,0.490,0.630,0.570,0.790,0.720,0.460,0.520,0.540
IncomeLossFromDiscontinuedOperationsNetOfTax,,226800000.000,477300000.000,,700000.000,-800000.000,-15200000.000,-500000.000,-1300000.000,-300000.000,-100000.000,-1300000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,225700000.000,476900000.000,,700000.000,-800000.000,-15200000.000,-500000.000,-1300000.000,-300000.000,-100000.000,-1300000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,1.460,3.080,,,-0.010,-0.100,,-0.010,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,1.440,3.080,,,-0.010,-0.100,,-0.010,,,
IncomeTaxExaminationPenaltiesAndInterestExpense,,,10700000.000,,,,,,,,,
IncomeTaxExpenseBenefit,29400000.000,39200000.000,-1300000.000,-31300000.000,34100000.000,20000000.000,44100000.000,5600000.000,38200000.000,17500000.000,25600000.000,30600000.000
IncomeTaxReconciliationOtherAdjustments,,,,,,,7000000.000,,,,,
IncreaseDecreaseInAccountsPayable,-19200000.000,,,,-18100000.000,,,,-50300000.000,,,
IncreaseDecreaseInAccountsReceivable,130900000.000,,,,-16500000.000,,,,20500000.000,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,5500000.000,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,-188000000.000,,,,-122200000.000,,,,-106300000.000,,,
IncreaseDecreaseInInventories,28700000.000,,,,61800000.000,,,,65700000.000,,,
IncreaseDecreaseInNotesPayableCurrent,,,,,-8500000.000,,,,2300000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,-21800000.000,,,,-46300000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,13700000.000,,,,,,,,,,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,1100000.000,1000000.000,,,1300000.000,1300000.000,1200000.000,-2800000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1800000.000,2000000.000,,,1200000.000,1500000.000,1600000.000,-2800000.000,1300000.000,1400000.000,1300000.000,-2700000.000
IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,59800000.000,,,,,,,,,,,
InterestExpense,46600000.000,42100000.000,39700000.000,-11000000.000,24500000.000,26900000.000,28500000.000,29100000.000,26400000.000,25700000.000,20900000.000,18600000.000
MarketingAndAdvertisingExpense,,,,,76700000.000,98000000.000,107500000.000,116500000.000,74800000.000,104100000.000,104700000.000,117400000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,900000.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-318100000.000,,,,7500000.000,,,,-294600000.000,,,
