,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,28413000.000,35852000.000,35728000.000,22113000.000,22946000.000,11423000.000,15569000.000,10664000.000,11487000.000,7687000.000,14074000.000,14054000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,6459000.000,0.000,0.000,0.000,0.000,
AccountsReceivableNetCurrent,32281000.000,34508000.000,40436000.000,43507000.000,61757000.000,63130000.000,36323000.000,30802000.000,34593000.000,57470000.000,73671000.000,75921000.000
AccountsReceivableRelatedPartiesCurrent,1107000.000,1085000.000,0.000,5729000.000,5903000.000,,,,,,,
AccruedLiabilitiesCurrent,21065000.000,37431000.000,57977000.000,30138000.000,73900000.000,56943000.000,39231000.000,39240000.000,37277000.000,33737000.000,53192000.000,51832000.000
AdditionalPaidInCapitalCommonStock,1198374000.000,1317992000.000,1322494000.000,1450729000.000,1472239000.000,1652862000.000,1873332000.000,1874836000.000,1877993000.000,1881160000.000,3455916000.000,4115930000.000
AssetRetirementObligation,4992000.000,4131000.000,4873000.000,5198000.000,5388000.000,6474000.000,7063000.000,8542000.000,8962000.000,9495000.000,10659000.000,12066000.000
AssetRetirementObligationsNoncurrent,4992000.000,4131000.000,4873000.000,5198000.000,5388000.000,6474000.000,7063000.000,8542000.000,8962000.000,,,
Assets,1632930000.000,2170554000.000,2289947000.000,2381659000.000,2433653000.000,2813805000.000,2979571000.000,2942494000.000,2924356000.000,2974820000.000,4996427000.000,5725874000.000
AssetsCurrent,49767000.000,196445000.000,173742000.000,205062000.000,139064000.000,149922000.000,187540000.000,109574000.000,72861000.000,84760000.000,776262000.000,146077000.000
AssetsNoncurrent,20226000.000,31236000.000,21587000.000,28832000.000,23301000.000,38689000.000,33401000.000,20450000.000,15644000.000,12090000.000,90530000.000,50694000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,171046000.000,,,,357524000.000,,,,554419000.000,
CapitalizedCostsMineralInterestsInProvedProperties,,,1585125000.000,,,,2197056000.000,,,,2811853000.000,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,2240803000.000,,,,3076051000.000,,,,4645781000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,2069757000.000,,,,2718527000.000,,,,4091362000.000,
CapitalizedCostsUnprovedProperties,,,655678000.000,,,,878995000.000,,,,1833928000.000,
CapitalizedExploratoryWellCosts,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,14733000.000,151472000.000,56292000.000,102782000.000,44055000.000,57254000.000,142741000.000,73624000.000,32855000.000,22376000.000,690776000.000,54260000.000
CollateralAlreadyPostedAggregateFairValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,72500000.000,77291667.000,77903834.000,83267717.000,84020222.000,92069888.000,100807286.000,101657758.000,101644885.000,101644060.000,141923591.000,158589157.000
CommonStockSharesOutstanding,72500000.000,77291667.000,77903834.000,83267717.000,84020222.000,92069888.000,100807286.000,101657758.000,101644885.000,101644060.000,141923591.000,158589157.000
CommonStockValue,725000.000,773000.000,779000.000,833000.000,840000.000,921000.000,1008000.000,1017000.000,1016000.000,1016000.000,1419000.000,1586000.000
ContractualObligation,,,821336000.000,,,,1059243000.000,,,,1638756000.000,
ContractualObligationDueAfterFifthYear,,,595967000.000,,,,799883000.000,,,,1289722000.000,
ContractualObligationDueInFifthYear,,,33628000.000,,,,46513000.000,,,,70069000.000,
ContractualObligationDueInFourthYear,,,33903000.000,,,,47219000.000,,,,70160000.000,
ContractualObligationDueInNextTwelveMonths,,,68535000.000,,,,67624000.000,,,,66378000.000,
ContractualObligationDueInSecondYear,,,53643000.000,,,,50611000.000,,,,71357000.000,
ContractualObligationDueInThirdYear,,,35660000.000,,,,47393000.000,,,,71070000.000,
DebtInstrumentCarryingAmount,,,,,,,,700000000.000,700000000.000,700000000.000,,
DebtInstrumentInterestRateStatedPercentage,,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,,
DebtInstrumentUnamortizedDiscount,,,,,,,,1300000.000,1300000.000,1200000.000,1100000.000,1100000.000
DeferredFinanceCostsGross,,,15100000.000,,,,15700000.000,,,,,
DeferredFinanceCostsNet,,,,,,,,11800000.000,11400000.000,11100000.000,16600000.000,16500000.000
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,,,,,4767000.000,,,,,,,
DeferredTaxAssetsDerivativeInstruments,,,0.000,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,1519000.000,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,19666000.000,,,,73063000.000,,,,110553000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,13604000.000,,,,58590000.000,,,,88048000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,4111000.000,,,,9615000.000,,,,9320000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,1943000.000,,,,,,,,,
DeferredTaxLiabilities,,,355051000.000,,,,,,,,,
DeferredTaxLiabilitiesCurrent,,,25789000.000,20906000.000,9225000.000,7515000.000,,,,,,
DeferredTaxLiabilitiesDerivatives,,,26949000.000,,,,,,,,,
DeferredTaxLiabilitiesGrossCurrent,,,27308000.000,,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,348928000.000,,,,410935000.000,,,,433792000.000,
DeferredTaxLiabilitiesNoncurrent,336458000.000,353787000.000,329262000.000,,,,337872000.000,,,328000000.000,323239000.000,336229000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,348928000.000,,,,409380000.000,,,,433792000.000,
DerivativeAssets,3730000.000,12224000.000,76990000.000,58749000.000,29492000.000,26749000.000,4458000.000,5113000.000,5378000.000,4879000.000,11815000.000,28011000.000
DerivativeAssetsCurrent,1629000.000,9356000.000,76990000.000,58749000.000,28461000.000,25602000.000,8452000.000,5113000.000,5378000.000,4879000.000,11815000.000,15896000.000
DerivativeAssetsNoncurrent,2101000.000,2868000.000,0.000,,1031000.000,1147000.000,,,,,,12115000.000
DerivativeFairValueOfDerivativeAsset,3730000.000,12224000.000,76990000.000,58749000.000,29492000.000,26749000.000,8452000.000,5113000.000,5378000.000,4879000.000,11815000.000,28011000.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,0.000,5561000.000,75670000.000,58530000.000,26922000.000,24141000.000,,2904000.000,0.000,0.000,0.000,1792000.000
DerivativeFairValueOfDerivativeLiability,21869000.000,6663000.000,1320000.000,219000.000,2570000.000,2608000.000,3994000.000,2209000.000,7131000.000,7309000.000,28861000.000,26219000.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,18139000.000,0.000,0.000,0.000,0.000,0.000,,0.000,1753000.000,2430000.000,17046000.000,0.000
DerivativeLiabilities,21869000.000,6663000.000,1320000.000,219000.000,2570000.000,2608000.000,0.000,2209000.000,7131000.000,7309000.000,28861000.000,26219000.000
