,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableTradeCurrent,3224080.000,6619676.000,3965214.000,5468426.000,7141219.000,7721067.000,7186558.000,6787560.000,10783628.000,8912229.000,5409502.000,5784827.000,8125386.000,8903510.000,5028311.000,4419327.000,5168487.000,7095303.000,7392386.000,7122248.000,10338222.000,6727206.000,5838876.000
AccountsReceivableNetCurrent,32182855.000,33573223.000,33881215.000,36596851.000,34089342.000,37683275.000,33667444.000,36233919.000,36103008.000,44316445.000,40522661.000,43380862.000,45802400.000,42882993.000,37315956.000,38664089.000,40182507.000,38058713.000,32132720.000,33478282.000,31759744.000,37074481.000,32107273.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,1358399.000,241024.000
AccruedIncomeTaxesCurrent,842430.000,1389140.000,1349170.000,183759.000,265867.000,615800.000,527635.000,47153.000,11656.000,599781.000,275142.000,72156.000,476118.000,652859.000,729480.000,358442.000,133523.000,20097.000,0.000,19808.000,19731.000,511314.000,515262.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3421495.000,3721877.000,4075191.000,4112319.000,4002996.000,4253693.000,4605939.000,5426142.000,5793236.000,6145517.000,5575317.000,5719197.000,5897752.000,5875478.000,6140435.000,6480834.000,3712071.000,2381097.000,2755412.000,994106.000,732041.000,-1830844.000,-1365244.000
AdditionalPaidInCapital,27396455.000,27396455.000,27396455.000,27396455.000,27396455.000,27396455.000,27396455.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000,26524324.000
Assets,91424721.000,99810278.000,97058938.000,103917252.000,114255445.000,111468902.000,111924384.000,109976634.000,117037789.000,112822183.000,105256903.000,106114336.000,114518975.000,113237261.000,104305989.000,96968336.000,103286669.000,96308469.000,88312254.000,91068680.000,97011652.000,94107319.000,92252057.000
AssetsCurrent,76848255.000,84932580.000,82349426.000,88017561.000,99502104.000,96164638.000,97072367.000,95405419.000,102011200.000,97051422.000,89136826.000,90939905.000,98940341.000,95673416.000,86614431.000,80424251.000,87164015.000,79100430.000,71520658.000,75619370.000,81452223.000,78397409.000,76102421.000
BilledContractReceivables,,1415890.000,1612130.000,871479.000,1742940.000,2452478.000,4161055.000,2252372.000,813642.000,1716223.000,3580948.000,3564444.000,2766050.000,2016646.000,3064115.000,1590811.000,1635617.000,726224.000,2205606.000,1527056.000,1992752.000,398374.000,2838493.000
CashAndCashEquivalentsAtCarryingValue,3304397.000,7340068.000,1863165.000,4779267.000,7233578.000,10703199.000,8379938.000,2037596.000,1754832.000,9082137.000,4948870.000,2383841.000,5929971.000,12247508.000,9155299.000,2576245.000,8137644.000,9680293.000,5560908.000,5081670.000,5018981.000,6609680.000,5179069.000
CommitmentsAndContingencies,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000
CommonStockSharesIssued,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000
CommonStockSharesOutstanding,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000,20453500.000
CommonStockValue,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000,20454.000
ContractReceivableRetainage,1341201.000,1184382.000,1215416.000,896432.000,735356.000,1237473.000,999818.000,649221.000,1149116.000,2208751.000,2152199.000,1093797.000,1377375.000,1909731.000,2197395.000,1004225.000,1245766.000,1589313.000,1461908.000,549052.000,869878.000,1653956.000,1668830.000
DeferredTaxAssetsNetCurrent,204991.000,251561.000,253135.000,259867.000,259375.000,164577.000,165482.000,167983.000,168989.000,169916.000,168460.000,168646.000,168728.000,168932.000,169633.000,170519.000,163407.000,159960.000,511044.000,403293.000,426454.000,149525.000,302050.000
DepositsAssetsNoncurrent,543888.000,345658.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,24663.000,29262.000,29415.000,28188.000,39552.000,30770.000,29428.000,53490.000,1839932.000,1720690.000
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,813537.000,816913.000,525555.000,424943.000,415980.000,418741.000,485283.000,374846.000,383232.000,389934.000
InventoryNet,22494102.000,32531053.000,32209168.000,33083705.000,38357642.000,31892204.000,35038224.000,35537376.000,43212291.000,25303711.000,23837813.000,23349849.000,27917371.000,27926555.000,25702925.000,25006599.000,25121396.000,19830029.000,20552235.000,20589482.000,28811594.000,21087301.000,23008069.000
Liabilities,38369866.000,44759187.000,41053394.000,46440137.000,56348385.000,52736229.000,52531385.000,49697376.000,55694155.000,49435712.000,41959223.000,41744510.000,47922772.000,47992906.000,37882768.000,30478095.000,39436678.000,33992994.000,27937872.000,32107762.000,38173023.000,32756124.000,31796475.000
