,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-05-02,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-04-22,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,,,,,,,,,,2469000000.000,2360000000.000,,2553000000.000,2660000000.000,2597000000.000,2616000000.000,2502000000.000,2599000000.000,2518000000.000,2612000000.000,,2448000000.000,2454000000.000,2609000000.000,2571000000.000,2629000000.000
AccountsPayableTradeCurrent,2195000000.000,2358000000.000,2262000000.000,2388000000.000,2382000000.000,2371000000.000,2343000000.000,2443000000.000,,,,2598000000.000,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,2602000000.000,2672000000.000,2681000000.000,2734000000.000,2642000000.000,,2490000000.000,2502000000.000,2545000000.000,2618000000.000,2595000000.000,2542000000.000,2223000000.000,2244000000.000,2286000000.000,2284000000.000,2281000000.000,,2249000000.000,2222000000.000,2176000000.000,2224000000.000,2221000000.000
AccruedAdvertisingCurrent,,,,377000000.000,,,,372000000.000,,,,355000000.000,,,,326000000.000,,,,339000000.000,,,,373000000.000,,
AccruedIncomeTaxesNoncurrent,277000000.000,264000000.000,254000000.000,,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,1887000000.000,1984000000.000,1978000000.000,2026000000.000,1885000000.000,1898000000.000,2117000000.000,2244000000.000,,2087000000.000,2023000000.000,2060000000.000,1955000000.000,1978000000.000,2071000000.000,1974000000.000,1751000000.000,1790000000.000,1903000000.000,1750000000.000,,1677000000.000,1731000000.000,1775000000.000,1620000000.000,1671000000.000
AccruedSalariesCurrent,,,,380000000.000,,,,456000000.000,,,,471000000.000,,,,415000000.000,,,,392000000.000,,,,426000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9822000000.000,10171000000.000,10146000000.000,10191000000.000,10393000000.000,9809000000.000,9982000000.000,9561000000.000,,9646000000.000,9684000000.000,9732000000.000,9874000000.000,9942000000.000,9864000000.000,9420000000.000,9353000000.000,9510000000.000,9409000000.000,9443000000.000,,9601000000.000,9729000000.000,9685000000.000,9940000000.000,10143000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-2000000.000,-4000000.000,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,-24000000.000,-43000000.000,-34000000.000,-38000000.000,-45000000.000,-15000000.000,,4000000.000,-20000000.000,-10000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,-602000000.000,-412000000.000,-525000000.000,-527000000.000,-370000000.000,-887000000.000,,-1812000000.000,-1657000000.000,-2172000000.000,,,-2120000000.000,-2091000000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-1866000000.000,,,,-2059000000.000,,,,-2242000000.000,,,,-3312000000.000,,,,-3278000000.000,,,,-3474000000.000,,
AdditionalPaidInCapital,,,,440000000.000,,,,481000000.000,,,,594000000.000,,,,632000000.000,,,,609000000.000,,,,697000000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,78000000.000,,,,80000000.000,,,,71000000.000,,,,66000000.000,,,,65000000.000,,,,68000000.000,,
