,2011-04-02,2011-07-02,2011-10-01
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,3000000.000,,
AllocatedShareBasedCompensationExpense,,19000000.000,11000000.000
AssetImpairmentCharges,1000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4000000.000,,
CommonStockDividendsPerShareDeclared,0.130,0.130,0.130
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-3000000.000
CostOfGoodsSold,-860000000.000,-885000000.000,-854000000.000
CostsAndExpenses,948000000.000,971000000.000,946000000.000
DeferredIncomeTaxExpenseBenefit,6000000.000,,
DepreciationDepletionAndAmortization,48000000.000,49000000.000,49000000.000
EarningsPerShareBasic,0.150,0.180,0.050
EarningsPerShareDiluted,0.150,0.170,0.050
EffectOfExchangeRateOnCashAndCashEquivalents,1000000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1000000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,-1000000.000,-1000000.000
GeneralAndAdministrativeExpense,-49000000.000,-51000000.000,-42000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,26000000.000,30000000.000,14000000.000
IncomeLossFromEquityMethodInvestments,,0.000,0.000
IncomeTaxExpenseBenefit,11000000.000,11000000.000,7000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-46000000.000,,
IncreaseDecreaseInInventories,6000000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1000000.000,,
IncreaseDecreaseInReceivables,-19000000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,2200000.000,2400000.000
InterestAndDebtExpense,,11000000.000,11000000.000
LegalFees,,3000000.000,0.000
NetCashProvidedByUsedInFinancingActivities,35000000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,35000000.000,,
NetCashProvidedByUsedInInvestingActivities,-75000000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-75000000.000,,
NetCashProvidedByUsedInOperatingActivities,35000000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,35000000.000,,
NetIncomeLoss,16000000.000,19000000.000,6000000.000
NetIncomeLossAttributableToNoncontrollingInterest,-1000000.000,0.000,1000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,19000000.000,6000000.000
NonoperatingIncomeExpense,-4000000.000,0.000,-1000000.000
OperatingIncomeLoss,47000000.000,45000000.000,28000000.000
OtherOperatingIncomeExpenseNet,,7000000.000,24000000.000
ParticipatingSecuritiesDistributedAndUndistributedEarnings,,0.000,0.000
PaymentsForCapitalImprovements,62000000.000,67000000.000,41000000.000
PaymentsForProceedsFromOtherInvestingActivities,13000000.000,,
PaymentsOfDividends,14000000.000,,
PensionAndOtherPostretirementBenefitContributions,-3000000.000,,
PensionAndOtherPostretirementBenefitExpense,17000000.000,,
ProceedsFromRepaymentsOfBankOverdrafts,5000000.000,,
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,47000000.000,,
ProceedsFromRepaymentsOfOtherDebt,46000000.000,,
ProceedsFromStockOptionsExercised,4000000.000,,
ProfitLoss,15000000.000,19000000.000,7000000.000
RepaymentsOfLongTermDebt,54000000.000,,
RestructuringCharges,,-7000000.000,-10000000.000
Revenues,995000000.000,1016000000.000,974000000.000
RevenuesFromExternalCustomers,,1016000000.000,974000000.000
SalesRevenueNet,995000000.000,1016000000.000,974000000.000
SellingAndMarketingExpense,-30000000.000,-28000000.000,-26000000.000
ShareBasedCompensation,19000000.000,,
UnsolicitedTenderOfferCosts,,-2000000.000,-8000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,110.300,110800000.000,111700000.000
WeightedAverageNumberOfSharesOutstandingBasic,108.300,108600000.000,109300000.000
