,2013-09-30,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,,156000.000,,,,258000.000,,,,344000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,1847000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,418000.000,1916000.000,628000.000,,,,,,,,,
AmortizationOfAboveAndBelowMarketLeases,,129000.000,,-175000.000,,,,-622000.000,,,,-748000.000
AmortizationOfFinancingCostsAndDiscounts,,2234000.000,,1577000.000,,,,717000.000,,,,1113000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,0.000,,,,,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-9310000.000,,40000.000,,,,-11861000.000,,,,8602000.000
CommonStockDividendsPerShareDeclared,0.230,0.245,0.245,0.265,0.265,0.265,,0.265,0.265,0.265,,0.265
ComprehensiveIncomeNetOfTax,32936000.000,56723000.000,52488000.000,33360000.000,42397000.000,37954000.000,,40445000.000,62919000.000,1059000.000,,34115000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,42545000.000,65181000.000,61921000.000,37247000.000,48901000.000,44889000.000,,42326000.000,73097000.000,670000.000,,38518000.000
ConversionOfStockAmountIssued1,,,1695000.000,,,,,,,,,
CostOfPropertyRepairsAndMaintenance,13387000.000,16165000.000,12603000.000,14216000.000,12407000.000,12480000.000,,14548000.000,11790000.000,13236000.000,,13352000.000
CurrentFederalTaxExpenseBenefit,428000.000,-53000.000,2159000.000,-1423000.000,2826000.000,660000.000,,-636000.000,368000.000,-927000.000,,-2408000.000
CurrentStateAndLocalTaxExpenseBenefit,674000.000,1093000.000,801000.000,1078000.000,742000.000,895000.000,745000.000,1027000.000,997000.000,700000.000,734000.000,872000.000
