,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,1159000.000,,,,389000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,431000.000,514000.000,260000.000,74000.000,195000.000,,,,,,,,,
AmortizationOfIntangibleAssets,402000.000,360000.000,360000.000,360000.000,342000.000,323000.000,323000.000,488000.000,506000.000,486000.000,486000.000,486000.000,469000.000,457000.000
AssetManagementFees1,2211000.000,,,,,,,,,,,,,
BasicEarningsPerShareProForma,0.140,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,354000.000,,,,
CapitalLeaseObligationsIncurred,,289000.000,,,,11000.000,,,,,,,,163000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-8082000.000,,,,-12248000.000,,,,-12456000.000,,,,-14809000.000
CurrentFederalTaxExpenseBenefit,277000.000,112000.000,-26000.000,720000.000,90000.000,307000.000,238000.000,896000.000,38000.000,344000.000,375000.000,466000.000,-5000.000,555000.000
CurrentIncomeTaxExpenseBenefit,546000.000,442000.000,342000.000,990000.000,1012000.000,653000.000,639000.000,1278000.000,866000.000,720000.000,741000.000,900000.000,738000.000,1001000.000
DeferredIncomeTaxExpenseBenefit,277000.000,1013000.000,991000.000,475000.000,1121000.000,645000.000,1595000.000,156000.000,1137000.000,367000.000,719000.000,140000.000,361000.000,431000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,11000.000,16000.000,17000.000,16000.000,30000.000,19000.000,16000.000,19000.000,32000.000,22000.000,22000.000,27000.000,41000.000,27000.000
Depreciation,100000.000,121000.000,142000.000,147000.000,,137000.000,137000.000,270000.000,175000.000,179000.000,190000.000,184000.000,184000.000,208000.000
DepreciationDepletionAndAmortization,,481000.000,,,,460000.000,,,,665000.000,,,,665000.000
DilutedEarningsPerShareProForma,0.140,,,,,,,,,,,,,
DividendsCommonStockCash,,903000.000,,,,932000.000,,,,959000.000,,,,969000.000
EarningsPerShareBasic,,0.130,0.180,0.180,0.140,0.180,0.220,0.170,0.110,0.160,0.120,0.190,0.150,0.210
EarningsPerShareDiluted,,0.130,0.180,0.180,0.140,0.180,0.220,0.170,0.110,0.160,0.120,0.190,0.150,0.210
EquityMethodInvestmentUnrealizedIntercompanyProfitLossNotEliminatedAmount,,0.000,,,,0.000,,,,0.000,,,,0.000
GeneralAndAdministrativeExpense,3162000.000,3214000.000,3222000.000,3382000.000,4042000.000,3528000.000,3512000.000,4137000.000,4148000.000,4197000.000,4050000.000,4123000.000,4247000.000,4124000.000
GoodwillImpairmentLoss,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GoodwillPurchaseAccountingAdjustments,,-23000.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3072000.000,3696000.000,4131000.000,4388000.000,4879000.000,4108000.000,5561000.000,4217000.000,4168000.000,3584000.000,3566000.000,3934000.000,3584000.000,4732000.000
IncomeTaxExpenseBenefit,823000.000,1455000.000,1333000.000,1465000.000,2133000.000,1298000.000,2234000.000,1434000.000,2003000.000,1088000.000,1460000.000,1041000.000,1097000.000,1432000.000
IncomeTaxExpenseBenefitExtraordinaryItems,,244000.000,215000.000,,,,840000.000,218000.000,,-21000.000,338000.000,-269000.000,-21000.000,-4000.000
IncomeTaxesPaid,,1707000.000,,,,1054000.000,,,,967000.000,,,,790000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,-1293000.000,,,,-1420000.000,,,,-1519000.000,,,,-1061000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-1274000.000,,,,681000.000,,,,547000.000,,,,-158000.000
IncreaseDecreaseInDeferredIncomeTaxes,,-1013000.000,,,,-645000.000,,,,-367000.000,,,,-431000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,-11648000.000,,,,-16191000.000,,,,-16357000.000,,,,-17223000.000
