,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,61279000.000,53048000.000,56451000.000,47700000.000,50300000.000,52700000.000,51100000.000,55000000.000,61300000.000,58300000.000,52000000.000
AccountsReceivableNetCurrent,228525000.000,215166000.000,206834000.000,204000000.000,217200000.000,219900000.000,202700000.000,208900000.000,230100000.000,226300000.000,213500000.000
AccruedBonusesCurrent,,,9752000.000,,,,11500000.000,,,,7600000.000
AccruedEmployeeBenefitsCurrent,,,9961000.000,,,,10800000.000,,,,11800000.000
AccruedIncomeTaxesCurrent,,15201000.000,2679000.000,6800000.000,10100000.000,18200000.000,5000000.000,6500000.000,9000000.000,12500000.000,9100000.000
AccruedLiabilitiesCurrent,72120000.000,61115000.000,58950000.000,57000000.000,58300000.000,66900000.000,58400000.000,59000000.000,62600000.000,64400000.000,59900000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,273528000.000,278887000.000,275503000.000,285100000.000,291400000.000,303400000.000,311700000.000,315100000.000,318900000.000,318600000.000,325300000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,2503000.000,,,,12100000.000,,,,0.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,5710000.000,,,,5100000.000,,,,-3300000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,346000.000,,,,6000000.000,,,,-19100000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,24398000.000,-457000.000,-14968000.000,-4700000.000,-18800000.000,-5700000.000,800000.000,-12800000.000,-20500000.000,-20200000.000,-26700000.000
AdditionalPaidInCapitalCommonStock,91364000.000,92809000.000,94529000.000,97800000.000,99200000.000,100800000.000,105100000.000,111200000.000,112700000.000,115500000.000,117100000.000
Assets,838641000.000,833680000.000,842702000.000,850100000.000,869000000.000,912800000.000,910600000.000,915000000.000,948100000.000,911000000.000,878700000.000
AssetsCurrent,403843000.000,406468000.000,412268000.000,405200000.000,418400000.000,442300000.000,429500000.000,429900000.000,459100000.000,491300000.000,460500000.000
AssetsHeldForSaleCurrent,,,,,,,,,,14500000.000,13400000.000
AssetsNoncurrent,434798000.000,427212000.000,430434000.000,444900000.000,450600000.000,470500000.000,481100000.000,485100000.000,489000000.000,419700000.000,418200000.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,,9100000.000,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,3000000.000,,,,,,
AvailableForSaleSecuritiesNoncurrent,6552000.000,4956000.000,3802000.000,2900000.000,3000000.000,7900000.000,14600000.000,8700000.000,10700000.000,0.000,0.000
BuildingsAndImprovementsGross,,,95388000.000,,,,104900000.000,,,,87900000.000
CashAndCashEquivalentsAtCarryingValue,17928000.000,9345000.000,23698000.000,16900000.000,16800000.000,17700000.000,40000000.000,31100000.000,35100000.000,38100000.000,47800000.000
CommonStockParOrStatedValuePerShare,,,0.010,,,,0.010,,,,0.010
CommonStockSharesAuthorized,,,100000000.000,,,,100000000.000,,,,100000000.000
CommonStockSharesIssued,,,32015771.000,,,,32184110.000,,,,32468752.000
CommonStockSharesOutstanding,,,31728969.000,31891418.000,31920554.000,31959139.000,32184110.000,32287200.000,32371588.000,32439479.000,32468752.000
CommonStockValue,320000.000,320000.000,320000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000
ConstructionInProgressGross,,,24907000.000,,,,32600000.000,,,,47900000.000
DebtInstrumentInterestRateStatedPercentage,,,0.033,,,,0.033,,,,0.033
DebtWeightedAverageInterestRate,,,0.029,,,,0.029,,,,0.019
DeferredCompensationLiabilityClassifiedNoncurrent,9547000.000,,8927000.000,9500000.000,9000000.000,10300000.000,9400000.000,10300000.000,10900000.000,10900000.000,12000000.000
DeferredTaxAssetsGross,,,42633000.000,,,,43300000.000,,,,41400000.000
DeferredTaxAssetsInventory,,,1700000.000,,,,2700000.000,,,,2600000.000
DeferredTaxAssetsLiabilitiesNet,,,12427000.000,,,,1100000.000,,,,5100000.000
DeferredTaxAssetsNetCurrent,5668000.000,4420000.000,5918000.000,6200000.000,4200000.000,6800000.000,7000000.000,7300000.000,5400000.000,6700000.000,7800000.000
DeferredTaxAssetsNetNoncurrent,5898000.000,8817000.000,7783000.000,8600000.000,9000000.000,9300000.000,7400000.000,8000000.000,7600000.000,5300000.000,1900000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,4023000.000,,,,600000.000,,,,200000.000
DeferredTaxAssetsOther,,,800000.000,,,,300000.000,,,,600000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,7611000.000,,,,6900000.000,,,,7900000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,25638000.000,,,,28300000.000,,,,24700000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses,,,2654000.000,,,,2400000.000,,,,1200000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,475000.000,,,,600000.000,,,,1700000.000
