,2011-01-28,2011-04-29,2011-07-29,2011-10-28,2012-01-27,2012-04-27,2012-07-27,2012-10-26,2013-01-25,2013-04-26,2013-07-26,2013-10-25,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23
AccountsPayableCurrent,486.000,511000000.000,537000000.000,543000000.000,491000000.000,565000000.000,521000000.000,551000000.000,569000000.000,622000000.000,627000000.000,620000000.000,567000000.000,742000000.000,685000000.000,723000000.000,635000000.000
AccountsReceivableNetCurrent,,,,3837000000.000,3665000000.000,3808000000.000,3448000000.000,3612000000.000,3532000000.000,3727000000.000,3627000000.000,3792000000.000,3619000000.000,3811000000.000,3690000000.000,3750000000.000,3568000000.000
AccruedIncomeTaxesCurrent,136.000,50000000.000,184000000.000,83000000.000,266000000.000,65000000.000,167000000.000,113000000.000,207000000.000,88000000.000,118000000.000,202000000.000,235000000.000,164000000.000,153000000.000,168000000.000,173000000.000
AccruedIncomeTaxesNoncurrent,658.000,496000000.000,566000000.000,841000000.000,846000000.000,1005000000.000,1031000000.000,985000000.000,1002000000.000,1168000000.000,1214000000.000,1211000000.000,1246000000.000,1343000000.000,1251000000.000,1322000000.000,1405000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3286.000,3306000000.000,3418000000.000,3530000000.000,3277000000.000,3323000000.000,3408000000.000,3520000000.000,3634000000.000,3662000000.000,3748000000.000,3875000000.000,3947000000.000,4047000000.000,4165000000.000,3959000000.000,4017000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,244000000.000,94000000.000,130000000.000,,,,97000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-177000000.000,-76000000.000,-76000000.000,,,,-22000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,584000000.000,569000000.000,-834000000.000,,,,852000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,360000000.000,275000000.000,306000000.000,,,,285000000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-225.000,-224000000.000,-85000000.000,-157000000.000,-276000000.000,-473000000.000,-515000000.000,-484000000.000,-472000000.000,-492000000.000,-576000000.000,-567000000.000,-618000000.000,-597000000.000,-488000000.000,-506000000.000,-661000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,85.000,97000000.000,100000000.000,105000000.000,102000000.000,100000000.000,100000000.000,102000000.000,106000000.000,98000000.000,101000000.000,110000000.000,114000000.000,115000000.000,116000000.000,109000000.000,108000000.000
Assets,30597.000,30424000000.000,31091000000.000,31753000000.000,31911000000.000,33083000000.000,33252000000.000,33960000000.000,34949000000.000,34841000000.000,34972000000.000,36468000000.000,37231000000.000,37943000000.000,37554000000.000,38780000000.000,55233000000.000
