,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-09-30
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,7784000.000,
AllocatedShareBasedCompensationExpense,,,,,,,2307000.000,1765000.000
AmortizationOfFinancingCostsAndDiscounts,,,561000.000,,896000.000,,907000.000,
AmortizationOfIntangibleAssets,299000.000,245000.000,477000.000,507000.000,5429000.000,5886000.000,5571000.000,3788000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2500000.000,800000.000,100000.000,100000.000,
AssetImpairmentCharges,,,,,,,,60867000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,4559000.000,1830000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5405000.000,,-22807000.000,,8362000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,6314000.000,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-1140000.000,,,,,
ComprehensiveIncomeNetOfTax,,,4527000.000,19921000.000,-597000.000,147197000.000,1848000.000,-26228000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-382000.000,-40000.000,-164000.000,-430000.000,-598000.000,517000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,4145000.000,19881000.000,-761000.000,146767000.000,1250000.000,-25711000.000
DeferredIncomeTaxExpenseBenefit,,,2606000.000,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,-1237000.000,,456000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-431000.000,-428000.000,-428000.000,-315000.000,-284000.000
DefinedBenefitPlanContributionsByEmployer,,,,3807000.000,1297000.000,1231000.000,1347000.000,2584000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,1549000.000,1670000.000,1670000.000,1758000.000,1771000.000
DefinedBenefitPlanInterestCost,,,,1364000.000,1314000.000,1314000.000,1498000.000,1509000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,246000.000,72000.000,72000.000,55000.000,22000.000
DefinedContributionPlanCostRecognized,,,,915000.000,1332000.000,1229000.000,1142000.000,1134000.000
Depreciation,6596000.000,6741000.000,6759000.000,6824000.000,11638000.000,11429000.000,10686000.000,10892000.000
DepreciationDepletionAndAmortization,,,,,,,16257000.000,14680000.000
DirectOperatingCosts,33290000.000,34652000.000,35157000.000,38152000.000,54568000.000,62504000.000,69434000.000,76029000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,372000.000,,,,,
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,,,659000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,0.000,,,
EarningsPerShareBasic,0.020,0.050,0.080,0.370,-0.020,2.780,0.030,-0.490
EarningsPerShareDiluted,0.020,0.050,0.080,0.360,-0.020,2.630,,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.507,,0.491,
GainLossOnDerivativeInstrumentsNetPretax,583000.000,565000.000,,,,,,
GainLossOnDispositionOfAssets,-103000.000,-51000.000,1000.000,15000.000,-95000.000,9000.000,-94000.000,-42000.000
GoodwillAcquiredDuringPeriod,,,,,,,7099000.000,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,60867000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10753000.000,5421000.000,7913000.000,30813000.000,-2071000.000,7195000.000,2080000.000,-33879000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,5115000.000,19619000.000,-1020000.000,146508000.000,1059000.000,-25883000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,0.100,0.370,-0.020,2.780,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,0.100,0.360,-0.020,2.630,0.030,-0.490
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-1231000.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,-0.020,,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,-0.020,,,0.000,,
IncomeLossFromEquityMethodInvestments,-554000.000,-3071000.000,-91000.000,-4156000.000,,0.000,-75000.000,0.000
IncomeTaxExpenseBenefit,9682000.000,2310000.000,2798000.000,11194000.000,-1051000.000,-139313000.000,1021000.000,-7996000.000
IncomeTaxReconciliationOtherReconcilingItems,,,,,,,,18400000.000
IncreaseDecreaseInAccountsPayable,,,-4218000.000,,-9524000.000,,-2931000.000,
