,2011-07-10,2011-10-02
AssetImpairmentCharges,-523000.000,177000.000
CostOfGoodsSold,168846000.000,164870000.000
CostOfGoodsSoldDirectLabor,67475000.000,64848000.000
CostOfGoodsSoldOverhead,39946000.000,40160000.000
CostsAndExpenses,192590000.000,187223000.000
DepreciationAndAmortization,8559000.000,8425000.000
EarningsPerShareBasic,-0.090,
EarningsPerShareDiluted,-0.090,
FoodAndBeverageCostOfSales,61425000.000,59862000.000
FoodAndBeverageRevenue,193069000.000,186392000.000
FranchiseRevenue,224000.000,196000.000
GeneralAndAdministrativeExpense,7589000.000,5554000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1872000.000,-3796000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1698000.000,-3953000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.080,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.080,
IncomeLossFromDiscontinuedOperationsNetOfTax,-145000.000,-59000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.010,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.010,
IncomeTaxExpenseBenefit,-174000.000,157000.000
InterestIncomeExpenseNet,-2576000.000,-3161000.000
MarketingAndAdvertisingExpense,8119000.000,8197000.000
NetIncomeLoss,-1843000.000,-4012000.000
NonoperatingIncomeExpense,-2575000.000,-3161000.000
OperatingIncomeLoss,703000.000,-635000.000
OtherNonoperatingIncomeExpense,1000.000,0.000
PreOpeningCosts,0.000,0.000
Revenues,193293000.000,186588000.000
SalesRevenueNet,193293000.000,186588000.000
WeightedAverageNumberOfDilutedSharesOutstanding,21547000.000,
WeightedAverageNumberOfSharesOutstandingBasic,21547000.000,
