,2014-03-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableGross,10349000.000,12249000.000,13168000.000,14972000.000,17053000.000,16637000.000,17200000.000,21125000.000,20253000.000,21632000.000,
AccountsReceivableNet,10349000.000,12249000.000,13168000.000,14972000.000,17053000.000,16637000.000,17200000.000,21125000.000,20253000.000,21632000.000,23479000.000
AccruedInvestmentIncomeReceivable,3673000.000,4641000.000,5034000.000,6943000.000,7372000.000,7768000.000,8431000.000,8480000.000,8858000.000,9488000.000,10191000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,37342000.000,38013000.000,38630000.000,40841000.000,41646000.000,42479000.000,43479000.000,44519000.000,45567000.000,46543000.000,47544000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,-1378000.000,5632000.000,3733000.000,940000.000,7213000.000,661000.000,19734000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-968000.000,3947000.000,2542000.000,787000.000,5047000.000,-99000.000,13260000.000,23962000.000,21954000.000,-12255000.000,-7405000.000
AdditionalPaidInCapitalCommonStock,756893000.000,760252000.000,763521000.000,897167000.000,900549000.000,904221000.000,905159000.000,909310000.000,913215000.000,918296000.000,915895000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,0.000,
Assets,905046000.000,925365000.000,991600000.000,1327488000.000,1411934000.000,1469099000.000,1565732000.000,1658207000.000,1817728000.000,1882998000.000,1987700000.000
AvailableForSaleSecurities,847268000.000,845870000.000,897151000.000,1159379000.000,1240514000.000,1276634000.000,1368502000.000,1435174000.000,1582156000.000,1615102000.000,1724533000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,6459000.000,6376000.000,11552000.000,9535000.000,23488000.000,37408000.000,34028000.000,7130000.000,10394000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,2726000.000,5436000.000,4338000.000,8873000.000,3753000.000,1923000.000,1448000.000,21566000.000,17919000.000
