,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,4170.000,1044296.000,1226714.000,1077073.000,783000.000,1464000.000,2306000.000,2148000.000,2694000.000,3618000.000,2074000.000,1359000.000,1879000.000,2867000.000
AccountsReceivableNetCurrent,,,,,,,,1775048.000,1493803.000,1921574.000,1549000.000,1455000.000,2394000.000,2185000.000,2069000.000,2383000.000,1566000.000,2200000.000,1780000.000,1282000.000
AccruedLiabilitiesCurrent,,,,4800.000,750.000,750.000,750.000,1565798.000,1264754.000,1321960.000,2378000.000,1657000.000,1976000.000,2190000.000,1885000.000,2928000.000,2930000.000,2982000.000,3556000.000,2747000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,750.000,750.000,,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,502044.000,180374.000,274389.000,184000.000,326000.000,273000.000,298000.000,257000.000,158000.000,70000.000,137000.000,56000.000,56000.000
AccruedRoyaltiesCurrent,,,,,,,,,,,50000.000,2000.000,,,,,,,,
AccruedVacationCurrent,,,,,,,,,,,76000.000,33000.000,48000.000,15000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,1502000.000,,,,2253000.000,,,,3376000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,10000.000,-7000.000,79000.000,49000.000
AdditionalPaidInCapital,0.000,0.000,18050.000,,,25650.000,25650.000,45182512.000,45482902.000,45645109.000,94499000.000,94911000.000,95394000.000,95890000.000,100094000.000,101686000.000,102341000.000,117498000.000,121291000.000,121880000.000
AdditionalPaidInCapitalPreferredStock,,,,25650.000,25650.000,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,55000.000,,,,93000.000,,,,107000.000,
Assets,5229.000,12727.000,29950.000,29175.000,1931.000,438.000,78.000,21801054.000,18597714.000,15418077.000,33474000.000,30033000.000,26906000.000,22126000.000,32198000.000,22551000.000,13575000.000,21621000.000,24425000.000,16895000.000
AssetsCurrent,,,,,,438.000,78.000,18855845.000,15306161.000,11662124.000,29300000.000,25550000.000,22182000.000,17248000.000,25201000.000,18221000.000,9367000.000,17574000.000,20684000.000,13262000.000
BusinessAcquisitionSharePrice,,,,,,,,,,,,,,,,,,,7.000,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,,,,,,,,521000.000,,,,521000.000,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueLow,,,,,,,,,,,,,,,157000.000,,,,157000.000,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,768000.000,768000.000,768000.000,768000.000,768000.000,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,,,,355000.000,366000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,217000.000,217000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,,1650000.000,,,,1650000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,,1610000.000,,,,1610000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,40000.000,,,,40000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,1839000.000,,,,1839000.000,
CapitalLeaseObligations,,,,,,,,,,,,,,244000.000,226000.000,206000.000,186000.000,166000.000,144000.000,125000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,79000.000,80000.000,81000.000,78000.000,67000.000,54000.000,43000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,13847.000,13000.000,12000.000,11000.000,165000.000,146000.000,125000.000,108000.000,99000.000,90000.000,82000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,11000.000,9000.000,7000.000,24000.000,20000.000,18000.000,16000.000,13000.000,12000.000,9000.000
Cash,5229.000,,29950.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,12727.000,,29175.000,1931.000,438.000,78.000,14576378.000,10965161.000,7176268.000,25190000.000,21133000.000,16251000.000,11238000.000,19552000.000,12314000.000,4661000.000,12800000.000,16846000.000,9426000.000
CashEquivalentsAtCarryingValue,5229.000,12727.000,29950.000,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,1.000,1.000,1.000,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,36055000.000,36055000.000,36055000.000,36055000.000,14851000.000,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,13795861.000,13763161.000,13747161.000,13744441.000,28595000.000,4085000.000,4085000.000,4085000.000,3597000.000,3226000.000
CommonStockParOrStatedValuePerShare,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,75000000.000,75000000.000,75000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,71429000.000,71429000.000,71429000.000,71429000.000,71429000.000
CommonStockSharesIssued,,,,6350000.000,6350000.000,6350000.000,21983700.000,78480019.000,78497558.000,78584173.000,101621358.000,102017584.000,102123767.000,102371591.000,105191000.000,15604000.000,16383000.000,21393000.000,21894000.000,21902000.000
CommonStockSharesOutstanding,,,,6350000.000,6350000.000,6350000.000,21983700.000,78480019.000,78497558.000,78584173.000,101621358.000,102017584.000,102123767.000,102371591.000,105191000.000,15604000.000,16383000.000,21393000.000,21894000.000,21902000.000
CommonStockValue,5000000.000,5000.000,5950.000,6350.000,6350.000,6350.000,6350.000,78480.000,78500.000,78584.000,102000.000,102000.000,102000.000,102000.000,105000.000,109000.000,16000.000,21000.000,22000.000,22000.000
ContractualObligation,,,,,,,,,,,,,,,1344000.000,,,,11053000.000,
ContractualObligationDueAfterFifthYear,,,,,,,,,,,,,,,104000.000,,,,0.000,
ContractualObligationDueInFifthYear,,,,,,,,,,,,,,,119000.000,,,,1050000.000,
ContractualObligationDueInFourthYear,,,,,,,,,,,,,,,119000.000,,,,,
ContractualObligationDueInNextTwelveMonths,,,,,,,,,,,,,,,50000.000,50000.000,50000.000,50000.000,918000.000,50000.000
ContractualObligationDueInSecondYear,,,,,,,,,,,,,,,704000.000,,,,,
ContractualObligationDueInThirdYear,,,,,,,,,,,,,,,298000.000,,,,9085000.000,
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,7000000.000,7024000.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,0.050,,,,0.050,,,,0.063,0.088
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,211000.000,190000.000
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,,,,,,,,,,,,,,,,3000000.000
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,,,,,3970.000,2647.000,1323.000,,,,,,,,,,
DeferredCosts,,,,,,,,1127269.000,1397198.000,1743865.000,2017000.000,2245000.000,2515000.000,2424000.000,2502000.000,0.000,0.000,0.000,0.000,0.000
DeferredCostsCurrent,,,,,,,,974405.000,1169000.000,1369087.000,1551000.000,1677000.000,1876000.000,1920000.000,2088000.000,255000.000,0.000,92000.000,0.000,46000.000
DeferredCostsCurrentAndNoncurrent,,,,,,,,2101674.000,2566198.000,3112952.000,3568000.000,3922000.000,4391000.000,4344000.000,4590000.000,255000.000,0.000,92000.000,0.000,46000.000
DeferredRentCredit,,,,,,,,,,,,,,,,64000.000,56000.000,74000.000,60000.000,93000.000
DeferredRentCreditNoncurrent,,,,,,,,114657.000,105605.000,96553.000,88000.000,78000.000,69000.000,,,,,,,
DeferredRevenue,,,,,,,,5407406.000,6374044.000,6894516.000,7307000.000,7630000.000,8524000.000,8238000.000,8573000.000,1988000.000,1457000.000,1920000.000,1630000.000,1751000.000
DeferredRevenueCurrent,,,,,,,,2960026.000,3570689.000,3454906.000,3412000.000,3545000.000,4032000.000,3839000.000,3960000.000,1222000.000,710000.000,1098000.000,825000.000,975000.000
DeferredRevenueNoncurrent,,,,,,,,2447380.000,2803355.000,3439610.000,3895000.000,4085000.000,4492000.000,4399000.000,4613000.000,766000.000,747000.000,822000.000,805000.000,776000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,693000.000,,,,246000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsNet,,,,,,0.000,0.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,14156.000,16222.000,,,,19525000.000,,,,26826000.000,,,,35647000.000,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,43000.000,,,,86000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,1409000.000,,,,0.000,,,,61000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,,,,381000.000,,,,530000.000,,,,872000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,,1222000.000,,,,2430000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,,,,317000.000,,,,951000.000,
DeferredTaxAssetsValuationAllowance,,,,,,14156.000,16222.000,,,,21315000.000,,,,29298000.000,,,,40125000.000,
DeferredTaxLiabilitiesOther,,,,,,,,,,,,,,,220000.000,,,,0.000,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,,,,,,,,,,113000.000,,,,168000.000,
DerivativeLiabilities,,,,,,,,88050250.000,27592550.000,11819450.000,,,,,9195000.000,6210000.000,4545000.000,6165000.000,3546000.000,3615000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-9552.000,-10804.000,-12581.000,,,41636.000,47711.000,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,9324.000,10869.000,,,,,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,9324.000,9324.000,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,792095.000,863594.000,839832.000,1847000.000,1136000.000,1516000.000,1687000.000,1464000.000,1563000.000,1847000.000,1988000.000,2349000.000,1581000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,2400000.000,,,,,,,,,,
FinancialLiabilitiesFairValueDisclosure,,,,,,,,88050250.000,27592550.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,,179000.000,313000.000,448000.000,,716000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,,,,,537000.000,537000.000,537000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,,,,,,404000.000,270000.000,135000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,,,,,,490000.000,490000.000,490000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,,,,,1610000.000,1610000.000,1610000.000,,1610000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,,1431000.000,1297000.000,1162000.000,,894000.000
Goodwill,,,,,,,,,,,,,,,189000.000,189000.000,189000.000,189000.000,189000.000,189000.000
InventoryFinishedGoods,,,,,,,,,,,63000.000,,,,19000.000,,,151000.000,267000.000,370000.000
InventoryGross,,,,,,,,,,,670000.000,,,,1138000.000,,,1963000.000,1658000.000,1921000.000
InventoryNet,,,,,,,,1123021.000,1277033.000,864397.000,622000.000,838000.000,1188000.000,1179000.000,1056000.000,2531000.000,2408000.000,1915000.000,1556000.000,1819000.000
InventoryRawMaterials,,,,,,,,,,,554000.000,,,,783000.000,,,1380000.000,1193000.000,1156000.000
InventoryValuationReserves,,,,,,,,,,,48000.000,,,,82000.000,,,48000.000,102000.000,102000.000
InventoryWorkInProcess,,,,,,,,,,,53000.000,,,,336000.000,,,432000.000,198000.000,395000.000
Liabilities,9781.000,18531.000,18531.000,14124.000,10074.000,,,96337040.000,36706308.000,21340019.000,10674000.000,10936000.000,12971000.000,12880000.000,23390000.000,15798000.000,12014000.000,13393000.000,17894000.000,18278000.000
LiabilitiesAndStockholdersEquity,5229.000,,29950.000,29175.000,1931.000,438.000,78.000,21801054.000,18597714.000,15418077.000,33474000.000,30033000.000,26906000.000,22126000.000,32198000.000,22551000.000,13575000.000,21621000.000,24425000.000,16895000.000
LiabilitiesCurrent,,,,,,10074.000,15789.000,5613435.000,6104842.000,5896005.000,6614000.000,6708000.000,8357000.000,8256000.000,8619000.000,7849000.000,5792000.000,5506000.000,6314000.000,7021000.000
LongTermDebt,,,,,,,,,,,,,,,,,,,6789000.000,6834000.000
LongTermDebtAndCapitalLeaseObligations,,,,,,,,,,,129000.000,116000.000,103000.000,268000.000,246000.000,224000.000,202000.000,179000.000,156000.000,134000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,,,,,22000.000,22000.000,,,0.000,0.000,0.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,,,,,37000.000,37000.000,22000.000,22000.000,22000.000,0.000,0.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,37000.000,37000.000,37000.000,37000.000,37000.000,22000.000,22000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,23000.000,23000.000,23000.000,60000.000,60000.000,37000.000,37000.000,37000.000,37000.000,37000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,53000.000,53000.000,53000.000,90000.000,90000.000,60000.000,60000.000,60000.000,37000.000,37000.000
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,53000.000,,,,,,,,60000.000,38000.000
LongTermDebtCurrent,,,,,,,,,,,,,,,,,,,,389000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,,,,,,,,,0.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,,,,,,,,,,195000.000,219000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,,,,,,2333000.000,2333000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,,,,,,,,,2333000.000,2333000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,,,,,,,,,2139000.000,2139000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,,,40000.000,27000.000,22000.000,,68000.000,46000.000,23000.000,,
