,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,27596.000,147539.000,227835.000,109411.000,53299.000,103757.000,119990.000,83169.000,70405.000
AccruedPayrollTaxesCurrent,,,,,,,,6469.000,14711.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-5350.000,-6949.000,-8349.000,,
AdditionalPaidInCapital,13841741.000,15804892.000,15917942.000,17108797.000,19191960.000,21205210.000,24246240.000,24381240.000,25316357.000
Assets,746653.000,1829340.000,1401029.000,1002932.000,716333.000,3313187.000,3068465.000,6350500.000,6030488.000
AssetsCurrent,746653.000,1803200.000,1376281.000,989853.000,701584.000,472130.000,231490.000,444282.000,452454.000
AssetsHeldForSaleCurrent,,,,,,,,17507.000,14428.000
AssetsHeldForSaleOtherNoncurrent,,,,,,,,2835600.000,2832031.000
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,,,,,,161000.000,158317.000,,
Cash,746653.000,1686996.000,1318496.000,989853.000,701584.000,429626.000,231490.000,426775.000,438026.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,-5000.000,-13250.000,-13250.000,-6750.000,-6750.000
ConvertibleDebtCurrent,550000.000,581700.000,556700.000,0.000,0.000,,,,
CumulativeDividends,,,,,-53016.000,-60277.000,,,
DebtInstrumentCarryingAmount,,,,,,635663.000,635663.000,635663.000,635663.000
DebtInstrumentInterestRateAtPeriodEnd,,,,,,,0.050,0.050,0.050
DeferredCostsCurrent,,116204.000,57785.000,0.000,0.000,42504.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,19289131.000,20819160.000,21516807.000,23262027.000,25708837.000,27050820.000,27158729.000,26951565.000,26294471.000
DueFromRelatedPartiesCurrent,,,,,,,,3070618.000,2746003.000
DueToRelatedPartiesNoncurrent,0.000,,,,,,,,
InterestPayableCurrent,,,,,,1485340.000,1586844.000,1497923.000,1564675.000
Liabilities,,,,,3187047.000,5102954.000,4914841.000,7501644.000,6167212.000
LiabilitiesAndStockholdersEquity,746653.000,1829340.000,1401029.000,1002932.000,716333.000,3313187.000,3068465.000,6350500.000,6030488.000
LiabilitiesCurrent,4267764.000,4821079.000,4829065.000,4491542.000,4222440.000,5102954.000,4779140.000,7366866.000,6033135.000
LiabilitiesOfAssetsHeldForSale,,,,,,,,3079477.000,2757325.000
LoansPayable,,,,,,,135701.000,,
LoansPayableCurrent,3471680.000,4061340.000,3948525.000,4169141.000,4169141.000,141000.000,4443.000,,
LoansPayableFairValueDisclosure,,,,,4169141.000,,,,
MineralRights,,,,,,2666907.000,2666907.000,,
MinorityInterest,,,,,-1035393.000,,,,
NotesAndLoansPayableCurrent,,,,,1008231.000,4852197.000,4647707.000,4192343.000,3193368.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,6000.000,7000.000,11877.000,12037.000
OtherLiabilitiesCurrent,218488.000,30500.000,96005.000,212990.000,14505.000,727500.000,651300.000,971077.000,290568.000
OtherLiabilitiesNoncurrent,,,,,,,,134778.000,134077.000
OtherLoansPayableCurrent,,,,,,4852197.000,4647707.000,4192343.000,3193368.000
OtherLongTermDebtNoncurrent,,,,,,,140144.000,140144.000,140144.000
PropertyPlantAndEquipmentNet,0.000,26140.000,24748.000,13079.000,14749.000,13150.000,11751.000,,
RetainedEarningsAccumulatedDeficit,,,,,-3506107.000,-1789767.000,-1846376.000,-1151144.000,-136724.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,5693334.000,2500000.000,0.000,0.000,0.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,0.120,0.240,0.000,0.000,0.000
StockholdersEquity,-3593973.000,-3064601.000,-3520898.000,-3581472.000,,-1789767.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-2470714.000,-1789767.000,-1846376.000,-1151144.000,-136724.000
