,2011-12-31,2012-12-29
AdvertisingExpense,225300000.000,211600000.000
AmortizationOfIntangibleAssets,,1665000.000
AssetImpairmentCharges,11197000.000,11376000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-35215000.000,67945000.000
ComprehensiveIncomeNetOfTax,,468930000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,6445000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-59014000.000,475375000.000
CurrentFederalTaxExpenseBenefit,128000.000,3806000.000
CurrentForeignTaxExpenseBenefit,10377000.000,9730000.000
CurrentIncomeTaxExpenseBenefit,12098000.000,21611000.000
CurrentStateAndLocalTaxExpenseBenefit,1593000.000,8075000.000
DeferredFederalIncomeTaxExpenseBenefit,5342000.000,212221000.000
DeferredForeignIncomeTaxExpenseBenefit,-1979000.000,5602000.000
DeferredIncomeTaxExpenseBenefit,7419000.000,227111000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,4056000.000,9288000.000
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,0.000,
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,18000000.000,21300000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,1000000.000,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,1500000.000
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,,0.060
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,,56000000.000
DefinedBenefitPlanUltimateHealthCareCostTrendRate,,0.050
DepreciationDepletionAndAmortization,84218000.000,74124000.000
DividendsPreferredStock,2123000.000,
DividendsPreferredStockCash,2123000.000,2096000.000
EarningsPerShareBasic,0.380,4.790
EarningsPerShareDiluted,0.380,4.740
EffectOfExchangeRateOnCashAndCashEquivalents,-1569000.000,2824000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,6500000.000,4000000.000
FiniteLivedIntangibleAssetsAmortizationExpense,1686000.000,
FiniteLivedIntangibleAssetsTranslationAdjustments,,910000.000
GainLossOnNonRecourseDebt,,670766000.000
GrossProfit,1809180000.000,1784457000.000
ImpairmentOfIntangibleAssetsFinitelived,11200000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,57637000.000,669540000.000
IncomeTaxExpenseBenefit,19517000.000,248722000.000
IncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,743000.000,733000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,10818000.000,5121000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,-5960000.000,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-4354000.000,-6222000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,20173000.000,234339000.000
IncomeTaxReconciliationOtherAdjustments,-4352000.000,-3825000.000
IncomeTaxReconciliationRepatriationOfForeignEarnings,2517000.000,-6728000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,723000.000,22434000.000
IncomeTaxReconciliationTaxContingencies,695000.000,4336000.000
IncomeTaxesPaidNet,13524000.000,35367000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-54873000.000,59956000.000
IncreaseDecreaseInAccountsReceivable,14674000.000,-37368000.000
IncreaseDecreaseInInventories,-17269000.000,-20508000.000
IncreaseDecreaseInOtherOperatingCapitalNet,53350000.000,86471000.000
