,2011-06-30,2011-09-30
AccountsPayableCurrent,442273.000,1137223.000
AccountsReceivableNetCurrent,13746100.000,13832785.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4197622.000,4596983.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2769792.000,3176451.000
AdditionalPaidInCapital,8266045.000,8955196.000
Assets,76513320.000,79061754.000
AssetsCurrent,43141570.000,36156145.000
CashAndCashEquivalentsAtCarryingValue,6654456.000,3035161.000
CashCashEquivalentsAndShortTermInvestments,,3191866.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,43066819.000,43075153.000
CommonStockSharesOutstanding,43066819.000,43075153.000
CommonStockValue,4307.000,4308.000
ConstructionInProgressGross,11830735.000,30775.000
CustomerAdvancesCurrent,130990.000,20740.000
EmployeeRelatedLiabilitiesCurrent,172550.000,161000.000
IntangibleAssetsNetExcludingGoodwill,877869.000,6194362.000
InventoryNet,18294986.000,17731780.000
Liabilities,13358082.000,10341683.000
LiabilitiesAndStockholdersEquity,76513320.000,79061754.000
LiabilitiesCurrent,13358082.000,10341683.000
OtherAccountsPayableAndAccruedLiabilities,847214.000,725781.000
OtherAssetsNoncurrent,12708604.000,6225137.000
OtherReceivablesNetCurrent,26478.000,42736.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseCurrent,4342189.000,1356978.000
PropertyPlantAndEquipmentGross,24860767.000,41277454.000
PropertyPlantAndEquipmentNet,20663145.000,36680471.000
RestrictedCashAndCashEquivalentsAtCarryingValue,77362.000,156705.000
RetainedEarningsAppropriated,3608243.000,3608243.000
RetainedEarningsUnappropriated,48506851.000,52975872.000
ShortTermBorrowings,10830716.000,7835271.000
StockholdersEquity,63155238.000,68720070.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,63155238.000,68720071.000
TaxesPayableCurrent,934339.000,461667.000
