,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,935.000,12213.000,60424.000,,,,,,
AccountsPayable,0.000,0.000,,,4500.000,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,5237.000,4155.000,5689.000,21341000.000,,,,,100948.000,33779.000,26277.000,4179.000,5078.000,4920.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,65362.000,59057.000,21360.000,89920.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,67847.000,22185.000,21708.000
AccruedIncomeTaxes,,,,,,,,,,,,,,,,,,8967.000,8692.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,102698.000,,,,213345.000,,,,239588.000,252141.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-72.000,-258.000,-315.000,-457000.000,4517.000,5483.000,11382.000,6184.000,4106.000,3962.000,16133.000,27404.000,21189.000,36693.000
AdditionalPaidInCapital,5980097.000,5996728.000,5996728.000,8590708.000,8590708.000,8992918.000,8992918.000,9496073.000,9496073000.000,9496072.000,9496072.000,9496072.000,9496072.000,9496072.000,9496072.000,9496072.000,9496072.000,9496072.000,9496072.000
Assets,6.000,0.000,0.000,603000.000,576481.000,816641.000,1347767.000,1324766.000,1325148000.000,4569701.000,4611681.000,4518193.000,4529378.000,4207296.000,4038987.000,3906534.000,3828518.000,2879533.000,2735755.000
AssetsCurrent,6.000,0.000,0.000,603000.000,576481.000,6740.000,48433.000,25432.000,25814000.000,205565.000,293445.000,190095.000,272191.000,277133.000,170841.000,161277.000,189669.000,67777.000,30213.000
AssetsNoncurrent,,,,,,,,,,4364136.000,4318236.000,4328098.000,4257187.000,3930163.000,3868146.000,3745257.000,3638849.000,2811756.000,2705542.000
BuildingsAndImprovementsGross,,,,,,,,,,2957744.000,,,,2957744.000,,,,2203310.000,2135680.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,25850.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,400.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,1472.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,2129.000,,,,,,,,,,,,,
