,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdvertisingExpense,,,2167.000,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,4601.000,4601.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3403.000,,-159093.000,,,,503.000,,,,-47345.000,,,,13511.000,
CostOfGoodsSold,13382.000,69207.000,47671.000,36161.000,73471.000,14085.000,2026.000,354.000,1325.000,406151.000,706526.000,931590.000,928659.000,622403.000,504522.000,834170.000,699651.000,525809.000
CostOfGoodsSoldDirectMaterials,13382.000,69207.000,47671.000,36161.000,73471.000,14085.000,2026.000,-38952.000,1325.000,406151.000,706526.000,931590.000,928659.000,622403.000,504522.000,834170.000,699651.000,525809.000
Depreciation,,,490.000,,490.000,,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,,,,,,,10948.000,
EarningsPerShareBasic,,,,,,,,,,-0.060,-0.010,,0.000,0.000,-0.000,-0.010,0.000,-0.010
EarningsPerShareBasicAndDiluted,-0.180,-0.060,-0.060,-0.040,-0.040,0.000,-0.020,-0.010,-0.230,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,,-0.060,-0.010,,0.000,0.000,-0.000,-0.010,0.000,-0.010
FairValueAssumptionsExpectedDividendRate,,,,,0.000,,,,,,,,,,,,0.000,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,4.160,,,,3.980,
FairValueAssumptionsRiskFreeInterestRate,,,0.012,0.011,0.020,,,,,,,,0.003,,,,0.002,
FairValueAssumptionsWeightedAverageVolatilityRate,,,1.359,1.359,1.219,,,,,,,,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,,,,243000.000,
FederalDepositInsuranceCorporationPremiumExpense,,,,,250000.000,,,,,,,,250000.000,,,,,
FeesAndCommissions,,,,,,,,,,,,,,,415.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,-3430566.000,-2239821.000,-86903.000,-8196.000,,-55498.000,,,-17295.000,-307458.000
GrossProfit,-429.000,15291.000,536.000,15484.000,-26069.000,9264.000,999.000,-3380.000,1339.000,136960.000,279153.000,445363.000,474252.000,292026.000,322345.000,369879.000,427903.000,202283.000
IncomeTaxesPaidNet,,,,,,,,,,,,,,,,,7769.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,58811.000,,470890.000,,,,378730.000,,,,-211661.000,,,,-251069.000,
IncreaseDecreaseInAccountsReceivable,,,-16555.000,,-10027.000,,,,7203.000,,,,-190814.000,,,,60525.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,31496.000,,,,10849.000,,,,44986.000,,,,,
IncreaseDecreaseInCustomerDeposits,,,,,,,,,,,,,-25773.000,,,,-65978.000,
IncreaseDecreaseInDeferredCompensation,,,,,-144192.000,,,,,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,121858.000,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,-4160.000,,34077.000,,,,1325.000,,,,273020.000,,,,126916.000,
