,2011-06-30,2011-09-30,2012-03-31
AdjustmentForAmortization,,,52000.000
AmortizationOfFinancingCosts,,,16000.000
CapitalLeaseObligationsIncurred,,,185000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1176000.000
CostOfGoodsSold,1076000.000,1103000.000,1548000.000
CostOfServices,9213000.000,12043000.000,14289000.000
CostsAndExpenses,21217000.000,25910000.000,30438000.000
DeferredIncomeTaxExpenseBenefit,,,-422000.000
Depreciation,,,669000.000
DepreciationAndAmortization,674000.000,685000.000,721000.000
EarningsPerShareBasic,-0.040,-0.020,-0.010
EarningsPerShareDiluted,-0.040,-0.020,-0.010
FeesAndCommissionsOther,53000.000,25000.000,74000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2772000.000,-1789000.000,-1093000.000
IncomeTaxExpenseBenefit,-1049000.000,-735000.000,-420000.000
IncomeTaxesPaidNet,,,460000.000
IncreaseDecreaseInAccountsPayable,,,-9297000.000
IncreaseDecreaseInAccountsReceivable,,,-6058000.000
IncreaseDecreaseInAccruedLiabilities,,,-4786000.000
IncreaseDecreaseInDeferredRevenue,,,-1305000.000
IncreaseDecreaseInInventories,,,2409000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,251000.000
InterestExpense,198000.000,268000.000,177000.000
InterestPaidNet,,,112000.000
NetCashProvidedByUsedInFinancingActivities,,,11471000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,11471000.000
NetCashProvidedByUsedInInvestingActivities,,,-332000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-332000.000
NetCashProvidedByUsedInOperatingActivities,,,-12315000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-12315000.000
NetIncomeLoss,-1608000.000,-1046000.000,-652000.000
NetIncomeLossAttributableToNoncontrollingInterest,-44000.000,-8000.000,-21000.000
OperatingExpenses,10254000.000,12079000.000,13880000.000
OperatingIncomeLoss,-2574000.000,-1521000.000,-916000.000
OtherNonoperatingIncome,71000.000,,
PaymentsOfLoanCosts,,,25000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,386000.000
ProceedsFromSaleAndCollectionOfNotesReceivable,,,54000.000
ProceedsFromStockOptionsExercised,,,3000.000
ProfitLoss,-1652000.000,-1054000.000,-673000.000
RepaymentsOfLongTermCapitalLeaseObligations,,,137000.000
RepaymentsOfNotesPayable,,,25000.000
Revenues,18643000.000,24389000.000,29522000.000
SalesRevenueGoodsNet,1849000.000,1798000.000,2751000.000
SalesRevenueNet,18643000.000,24389000.000,29522000.000
SalesRevenueServicesNet,16741000.000,22566000.000,26697000.000
ShareBasedCompensation,,,33000.000
WeightedAverageNumberOfDilutedSharesOutstanding,45088132.000,45090267.000,45110284.000
WeightedAverageNumberOfSharesOutstandingBasic,44632604.000,44651971.000,44662586.000
