,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,262000.000,,,,52000.000,,,,816000.000,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,204000.000,,,,
AllocatedShareBasedCompensationExpense,262000.000,265000.000,1064000.000,345000.000,52000.000,52000.000,149000.000,230000.000,816000.000,462000.000,334000.000,383000.000,171000.000
AmortizationOfDebtDiscountPremium,0.000,0.000,,,,,,,,,,,
AmortizationOfDeferredCharges,,,0.000,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,8000.000,,,,8000.000,,,,8000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,152456912.000,,,,99493212.000,,,,9780479.000,,3180416.000,,895497.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3920000.000,,,,10044000.000,,,,-3197000.000,,,,-3509000.000
ComprehensiveIncomeNetOfTax,-10148000.000,15387000.000,19295000.000,,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,7105000.000,,,,,,,,
Depreciation,18000.000,,,,58000.000,,,,73000.000,,,,85000.000
DerivativeGainLossOnDerivativeNet,,19120000.000,24334000.000,,-11795000.000,4604000.000,693000.000,7108000.000,4000.000,-35000.000,1032000.000,3537000.000,114000.000
DerivativeGainOnDerivative,,,,,4690000.000,,,,,,,,
DerivativeLossOnDerivative,7558000.000,,,,,,,,,,,,
EarningsPerShareBasic,,0.080,0.100,,,1.580,-0.300,,-0.820,-0.730,-0.320,,
EarningsPerShareBasicAndDiluted,-0.100,,,,-0.070,,,,,,,,-1.940
EarningsPerShareDiluted,,0.050,0.060,,,1.170,-0.300,,-0.820,-0.780,-0.320,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-4000.000,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,2261000.000,,,,213000.000,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,0.000,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,0.960,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,0.003,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,,,,,,,,,,0.000,0.000,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,,,,,,,,,,0.000,0.000,,0.000
ForeignCurrencyTransactionGainLossRealized,-4000.000,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,91000.000,,,
GeneralAndAdministrativeExpense,1580000.000,2151000.000,1632000.000,1487000.000,1397000.000,1617000.000,1554000.000,1853000.000,2644000.000,2451000.000,1781000.000,1537000.000,1898000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1268000.000,,,,158000.000,,,,436000.000,,,,-520000.000
IncreaseDecreaseInAccountsReceivable,4000.000,,,,-100000.000,,,,-111000.000,,,,-10000.000
IncreaseDecreaseInAccruedLiabilities,,,,,-122000.000,,,,-170000.000,,,,-11000.000
IncreaseDecreaseInIncomeTaxesReceivable,0.000,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,0.000,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,109000.000,,,,74000.000,,,,45000.000,,,,-308000.000
InterestExpense,0.000,0.000,0.000,0.000,,,,,,,,,7000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,,,,,,,,,
LiabilitiesFairValueAdjustment,,,,,,,,,,,,,-114000.000
LicenseAndServicesRevenue,,,,,,102000.000,143000.000,,106000.000,103000.000,29000.000,22000.000,29000.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,12384000.000,,,,,,,,-205000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,12384000.000,,,,,,,,-205000.000
NetCashProvidedByUsedInInvestingActivities,-229000.000,,,,-35000.000,,,,-112000.000,,,,-5000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-229000.000,,,,-35000.000,,,,-112000.000,,,,-5000.000
NetCashProvidedByUsedInOperatingActivities,-3687000.000,,,,-2305000.000,,,,-3085000.000,,,,-3299000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3687000.000,,,,-2305000.000,,,,-3085000.000,,,,-3299000.000
NetIncomeLoss,-10144000.000,15403000.000,19388000.000,-1538000.000,-14493000.000,10769000.000,5439000.000,-2231000.000,-3112000.000,-3851000.000,-2375000.000,-9500000.000,-3246000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-18608000.000,,,,-14831000.000,8941000.000,-1724000.000,-3180000.000,-4837000.000,-6350000.000,-3589000.000,-9500000.000,-3246000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,,,-3589000.000,,
OperatingExpenses,2586000.000,4027000.000,4946000.000,2960000.000,2369000.000,2694000.000,2571000.000,3068000.000,4624000.000,3692000.000,3436000.000,11886000.000,3388000.000
OperatingIncomeLoss,-2586000.000,-3717000.000,-4946000.000,-2861000.000,-2267000.000,-2592000.000,-2428000.000,-2940000.000,-4518000.000,-3589000.000,-3407000.000,-11864000.000,-3359000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-4000.000,-16000.000,-93000.000,,,,,,,,,,
OtherExpenses,,-19120000.000,-24334000.000,,431000.000,,,,,,,,
OtherNoncashExpense,,,,,,,,,,,,,3000.000
OtherNonoperatingExpense,,,,,,,,,,227000.000,,,1000.000
OtherNonoperatingIncome,,,,,,,129000.000,,,,,,
OtherNonoperatingIncomeExpense,,,,,-12226000.000,13361000.000,7867000.000,636000.000,1406000.000,-262000.000,1032000.000,1808000.000,113000.000
PaymentsToAcquirePropertyPlantAndEquipment,229000.000,,,,35000.000,,,,112000.000,,,,5000.000
PreferredStockDividendsIncomeStatementImpact,8464000.000,,,,,,,,,,,,
ProceedsFromConvertibleDebt,0.000,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,0.000,,,,,,,,,,,,
ProceedsFromIssuanceOfPrivatePlacement,,,,,13000000.000,,,,,,,,
RepaymentsOfNotesPayable,,,,,,,,,,,,,205000.000
ResearchAndDevelopmentExpense,1006000.000,1876000.000,1804000.000,1119000.000,972000.000,1077000.000,728000.000,1215000.000,1980000.000,1241000.000,1655000.000,802000.000,1490000.000
SalesRevenueServicesNet,0.000,310000.000,0.000,99000.000,102000.000,,,,,,,,
SeveranceCosts1,,,1510000.000,,,,289000.000,,,,,,
ShareBasedCompensation,262000.000,,,,52000.000,,,,816000.000,,,,171000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,0.000,,,,,,,,4000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,0.000,,,,,,,,,,,,1262.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,0.580,,,,,,,,,,,,
