,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31
AccountsPayableCurrent,2850.000,,,,450.000,900.000,
AccruedLiabilitiesCurrent,3185.000,7145.000,7402.000,4750.000,4758.000,15117.000,
AdditionalPaidInCapital,42908.000,42908.000,42908.000,-92542.000,-92542.000,-92542.000,-77442.000
Assets,11282.000,7604.000,4948.000,1862.000,1047.000,1047.000,0.000
AssetsCurrent,11282.000,7604.000,4948.000,1862.000,1047.000,1047.000,
CapitalUnitsAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,,
Cash,11282.000,7604.000,4948.000,,,,
CashAndCashEquivalentsAtCarryingValue,11282.000,7604.000,4948.000,1862.000,1047.000,1047.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,19350000.000,19350000.000,19350000.000,154800000.000,154800000.000,154800000.000,154800000.000
CommonStockSharesOutstanding,19350000.000,19350000.000,19350000.000,154800000.000,154800000.000,154800000.000,154800000.000
CommonStockValue,19350.000,19350.000,19350.000,154800.000,154800.000,154800.000,154800.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,22150.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,65146.000,,,
DeferredTaxAssetsValuationAllowance,,,,22150.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,57011.000,61799.000,64712.000,65146.000,66419.000,77228.000,84615.000
LiabilitiesAndStockholdersEquity,11282.000,7604.000,4948.000,1862.000,1047.000,1047.000,0.000
LiabilitiesCurrent,6035.000,7145.000,7402.000,4750.000,5208.000,16017.000,7257.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000
StockholdersEquity,5247.000,459.000,-2454.000,-2888.000,-4161.000,-14970.000,-7257.000
