,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsReceivableNetCurrent,0.000,0.000,0.000,0.000
Assets,150.000,150.000,150.000,415983.000
AssetsCurrent,150.000,150.000,150.000,983.000
AssetsNoncurrent,,,,415000.000
Cash,150.000,150.000,150.000,983.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1500000000.000,1500000000.000,1500000000.000,1500000000.000
CommonStockSharesIssued,1248211494.000,1248211494.000,1248211494.000,12715481.000
CommonStockSharesOutstanding,1248211494.000,1248211494.000,1248211494.000,12715481.000
CommonStockValue,341950.000,341950.000,341950.000,741950.000
DueToOfficersOrStockholdersCurrent,55381.000,65481.000,95622.000,133667.000
Liabilities,55381.000,65481.000,95622.000,133667.000
LiabilitiesAndStockholdersEquity,150.000,150.000,150.000,415983.000
StockholdersEquity,-55231.000,-65331.000,-95472.000,282316.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-55231.000,-65331.000,-95472.000,282316.000
