,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,26997000.000,26581000.000,30498000.000,34981000.000,36560000.000,38814000.000,30213000.000,24507000.000,22460000.000,19643000.000,18000000.000,19006000.000,21185000.000,22292000.000,9444000.000,6819000.000,6992000.000,7189000.000,6915000.000,8150000.000,9581000.000,10575000.000,14806000.000,11721000.000
AccountsReceivableGross,,,,,27916000.000,33893000.000,32420000.000,32167000.000,34683000.000,39827000.000,31998000.000,33989000.000,38399000.000,40882000.000,14971000.000,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,33988000.000,40218000.000,40065000.000,42818000.000,42667000.000,45189000.000,36354000.000,37551000.000,43292000.000,44997000.000,15591000.000,17523000.000,14525000.000,17781000.000,14755000.000,19429000.000,21683000.000,18468000.000,21062000.000,17424000.000
AccountsReceivableNetCurrent,37858000.000,34875000.000,25732000.000,28111000.000,30726000.000,36939000.000,36786000.000,39537000.000,39289000.000,41826000.000,35920000.000,37453000.000,43196000.000,44864000.000,15316000.000,17110000.000,14083000.000,17319000.000,14430000.000,19326000.000,21630000.000,18432000.000,21029000.000,17411000.000
AccruedIncomeTaxesCurrent,,,,,1106000.000,1573000.000,1205000.000,1310000.000,1330000.000,1345000.000,1409000.000,1385000.000,1509000.000,1529000.000,5618000.000,3080000.000,493000.000,1038000.000,935000.000,974000.000,966000.000,944000.000,1083000.000,1024000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,33198000.000,32635000.000,29842000.000,26105000.000,26010000.000,21597000.000,22076000.000,20461000.000,19846000.000,20645000.000,25226000.000,15976000.000,14274000.000,13102000.000,11494000.000,9859000.000,11205000.000,7684000.000,7331000.000,8675000.000
AccruedLiabilitiesCurrent,26485000.000,22319000.000,33949000.000,30316000.000,,,,,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,646000.000,938000.000,907000.000,1001000.000,740000.000,676000.000,1247000.000,748000.000,1142000.000,2204000.000,509000.000,534000.000,848000.000,1147000.000,871000.000,643000.000,616000.000,761000.000,984000.000,405000.000
AccruedRoyaltiesCurrent,,,,,1488000.000,1445000.000,1358000.000,1289000.000,1193000.000,1061000.000,958000.000,815000.000,696000.000,576000.000,13000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,75100000.000,74500000.000,74900000.000,76100000.000,77700000.000,79900000.000,81700000.000,83400000.000,85300000.000,87000000.000,23800000.000,22600000.000,23100000.000,21629000.000,22051000.000,22606000.000,22913000.000,23678000.000,24322000.000,25270000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,165000.000,912000.000,1313000.000,1337000.000,1346000.000,1376000.000,1445000.000,1369000.000,1506000.000,1623000.000,1668000.000,1625000.000,1623000.000,1837000.000,1126000.000,1118000.000,1288000.000,847000.000,759000.000,802000.000,617000.000,579000.000,319000.000,595000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,3279000.000,,,,3363000.000,,,,133000.000,,,,462000.000,,,,36000.000,33000.000,13000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3380000.000,3332000.000,3245000.000,3213000.000,3262000.000,3279000.000,3279000.000,3281000.000,3378000.000,3363000.000,434000.000,98000.000,96000.000,133000.000,275000.000,413000.000,442000.000,462000.000,325000.000,103000.000,53000.000,36000.000,33000.000,13000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,2469000.000,3641000.000,3434000.000,3501000.000,3371000.000,3419000.000,3419000.000,3413000.000,3413000.000,3533000.000,3575000.000,3561000.000,3561000.000,3561000.000,3561000.000,3561000.000,3561000.000,3561000.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetRetirementObligation,,,,,,5000000.000,,,,5100000.000,,,,,1680000.000,1731000.000,1753000.000,1774000.000,1525000.000,1540000.000,1589000.000,1618000.000,,
AssetRetirementObligationsNoncurrent,,4800000.000,4851000.000,4902000.000,4953000.000,5004000.000,5058000.000,5075000.000,5129000.000,5053000.000,5105000.000,5157000.000,5209000.000,5263000.000,1680000.000,1731000.000,1753000.000,1774000.000,1525000.000,1540000.000,1589000.000,1573000.000,1590000.000,1605000.000
Assets,178876000.000,170298000.000,163314000.000,173193000.000,175429000.000,169866000.000,172262000.000,177587000.000,168110000.000,173714000.000,167243000.000,163418000.000,166012000.000,191342000.000,218966000.000,203828000.000,159991000.000,160907000.000,160212000.000,161566000.000,166239000.000,127211000.000,133399000.000,135688000.000
AssetsCurrent,98580000.000,91351000.000,89840000.000,100594000.000,99901000.000,95406000.000,97786000.000,100743000.000,93518000.000,100297000.000,95391000.000,93283000.000,97349000.000,103891000.000,201524000.000,179980000.000,151037000.000,151685000.000,150237000.000,151040000.000,150649000.000,111216000.000,115534000.000,117775000.000
AssetsHeldForSaleCurrent,,,,6192000.000,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,12927000.000,0.000,0.000,0.000,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,,,8823000.000,,,,,,,,,
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,,,,,,,,,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,,,,,,,,,,,
BusinessCombinationIndemnificationAssetsRangeOfOutcomesValueHigh,,,,,,3400000.000,3400000.000,3400000.000,3400000.000,,,,,3400000.000,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,2924000.000,4411000.000,2476000.000,0.000,0.000,0.000,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,2924000.000,4411000.000,2476000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,2924000.000,4411000.000,2476000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourAndFiveYears,,,,,0.000,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,,,,,0.000,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,18829000.000,15598000.000,22139000.000,24112000.000,20245000.000,9047000.000,11883000.000,5922000.000,5914000.000,16104000.000,18144000.000,18175000.000,18165000.000,20687000.000,147576000.000,140965000.000,114129000.000,111885000.000,115520000.000,110031000.000,105046000.000,63905000.000,62181000.000,68605000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,68798000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,750011.000,,,,400001.000,,,,400001.000,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,750010.000,750011.000,750011.000,400001.000,400001.000,400001.000,400001.000,400001.000,400001.000,400001.000,400001.000,400001.000,,0.000,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,4890129.000,4695031.000,4661644.000,4469244.000,4447316.000,4133553.000,3945421.000,5559223.000,5433292.000,5086700.000,4585324.000,3945449.000,3264931.000,3160780.000,3105554.000,3039439.000,2997948.000,3717906.000,3561634.000,5463389.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
