,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28
AccountsAndNotesReceivableNet,15000.000,15000.000,15000.000,15000.000,15000.000,
AccountsPayableAndAccruedLiabilitiesCurrent,102162.000,102162.000,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,98386.000,110886.000
AccountsPayableCurrent,,,100656.000,104408.000,116980.000,110815.000
AccruedBonusesCurrent,35886.000,48386.000,60886.000,73385.000,,
AdditionalPaidInCapitalCommonStock,9335364.000,9335364.000,9335364.000,9335364.000,9335364.000,9335364.000
Assets,15008.000,15008.000,15008.000,15008.000,15017.000,7.000
AssetsCurrent,,,,15008.000,,
Cash,8.000,8.000,8.000,8.000,17.000,7.000
CashAndCashEquivalentsAtCarryingValue,8.000,8.000,8.000,8.000,17.000,7.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,14548371.000,14548371.000,14548371.000,14548371.000,14548371.000,14548371.000
CommonStockSharesOutstanding,14548371.000,14548371.000,14548371.000,14548371.000,14548371.000,14548371.000
CommonStockValue,14548.000,14548.000,14548.000,14548.000,14548.000,14548.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,5460.000,
InterestPayableCurrent,11164.000,11882.000,12600.000,13317.000,14752.000,15470.000
Liabilities,,,,286833.000,,
LiabilitiesAndStockholdersEquity,15008.000,15008.000,15008.000,15008.000,15017.000,7.000
LiabilitiesCurrent,235935.000,254153.000,269865.000,286833.000,325991.000,344078.000
LiabilitiesNoncurrent,,,,286833.000,,
NotesPayableRelatedPartiesCurrent,310.000,5310.000,5310.000,5310.000,5460.000,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,16495.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-9570840.000,-9589057.000,-9604769.000,-9621737.000,-9660886.000,-9693984.000
StockholdersEquity,-220907.000,-239145.000,-254857.000,-271825.000,-310374.000,-344071.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-271825.000,,
