,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,-77000.000
AmortizationOfFinancingCosts,,,134000.000,,,,140000.000,,,,
AssetImpairmentCharges,,,0.000,0.000,5567000.000,1078000.000,0.000,10530000.000,,,3598000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5784000.000,,,,1700000.000,,,,-1914000.000
ComprehensiveIncomeNetOfTax,3888000.000,3306000.000,2231000.000,2073000.000,-2463000.000,366000.000,562000.000,-4039000.000,3277000.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1456000.000,1294000.000,-290000.000,-77000.000,169000.000,340000.000,-367000.000,-4612000.000,81000.000,399000.000,-1165000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,5344000.000,4600000.000,1941000.000,1996000.000,-2294000.000,706000.000,-773000.000,-11618000.000,1927000.000,1555000.000,-4860000.000
CostOfServices,81419000.000,97735000.000,83517000.000,80190000.000,84307000.000,78247000.000,65714000.000,64946000.000,71880000.000,59977000.000,58393000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,36000.000,,,,-356000.000
DepreciationAmortizationAndAccretionNet,,,1314000.000,,,,1433000.000,,,,1433000.000
DepreciationDepletionAndAmortization,,,,1374000.000,1481000.000,,1225000.000,1246000.000,1214000.000,1176000.000,1224000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,,,,,,,,7318000.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,,,,,,,0.616
EffectOfExchangeRateOnCashAndCashEquivalents,,,-616000.000,,,,391000.000,,,,-61000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350
GainLossOnDispositionOfAssets1,,,-3000.000,,,,,,,,-11000.000
GeneralAndAdministrativeExpense,4967000.000,5437000.000,5262000.000,6067000.000,6024000.000,6442000.000,6189000.000,5560000.000,5056000.000,5048000.000,5110000.000
GoodwillImpairmentLoss,,,0.000,0.000,0.000,0.000,0.000,,,,
GrossProfit,12303000.000,13281000.000,10549000.000,10763000.000,12101000.000,11517000.000,7760000.000,7365000.000,9926000.000,10429000.000,6329000.000
ImpairmentOfIntangibleAssetsFinitelived,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
IncomeLossAttributableToParent,,,,,,,,,,,-3756000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5025000.000,5510000.000,3030000.000,1937000.000,-1551000.000,1127000.000,-1249000.000,-11566000.000,2225000.000,2623000.000,-5214000.000
