,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,89635.000,92789.000,44699.000,117696.000,125578.000,100978.000,109400.000,106481.000,106431.000,,111104.000,2670.000,570.000,945.000,945.000,945.000,945.000,945.000,945.000,945.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,38730.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,69078.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,17500.000,17500.000,,,,,,,,,,,,
AdditionalPaidInCapital,61314.000,62098.000,62882.000,63628.000,64412.000,65196.000,65980.000,67510.000,68294.000,,69862.000,70646.000,71430.000,72214.000,72998.000,73782.000,74566.000,75350.000,75350.000,75350.000
Assets,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000,72094.000
AssetsCurrent,0.000,0.000,,,,72094.000,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,55000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsRemainingAdjustments,,,,,,,,,55000.000,,,,,,,,,,,
Cash,0.000,-0.000,-0.000,,,30000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
