,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,503000.000,1021000.000,882000.000,1281000.000,586000.000,311000.000,469000.000,1114000.000,435000.000,641000.000,611000.000,669000.000,809000.000,671000.000,1023000.000,662000.000,595000.000,672000.000,737000.000,476000.000
AccountsReceivableNetCurrent,1329000.000,1468000.000,2408000.000,2341000.000,2387000.000,2471000.000,2789000.000,2495000.000,2625000.000,2777000.000,3027000.000,2913000.000,4433000.000,4484000.000,4101000.000,3994000.000,2270000.000,1893000.000,1704000.000,1790000.000
AccruedLiabilitiesCurrent,2674000.000,2769000.000,2469000.000,2053000.000,1934000.000,1934000.000,1953000.000,1875000.000,1808000.000,2330000.000,2203000.000,3633000.000,2666000.000,3310000.000,3074000.000,2151000.000,2153000.000,1841000.000,995000.000,1284000.000
AccruedProfessionalFeesCurrent,,,,,,,73000.000,52000.000,,77000.000,,,,87000.000,,,230000.000,187000.000,108000.000,157000.000
AccruedRoyaltiesCurrent,,,,,246000.000,171000.000,118000.000,53000.000,60000.000,62000.000,65000.000,50000.000,65000.000,49000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,2794000.000,2919000.000,3042000.000,3172000.000,3308000.000,3443000.000,2476000.000,2497000.000,2638000.000,2763000.000,2867000.000,,,,3218000.000,3235000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2000.000,-4000.000,-5000.000,-1000.000,-1000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapital,205236000.000,205485000.000,205557000.000,205634000.000,205730000.000,205928000.000,206048000.000,206178000.000,206302000.000,206517000.000,206868000.000,207088000.000,207318000.000,208091000.000,208642000.000,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,208961000.000,209684000.000,210635000.000,210777000.000,210895000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,6.000,,,,910000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,4000.000,4000.000,4000.000,0.000,0.000,,,,,,,,6000.000,5000.000,910000.000,910000.000,910000.000,997000.000
AssetRetirementObligation,,,,,,,302000.000,,,,334000.000,,,,369000.000,,,,407000.000,418000.000
Assets,22229000.000,25870000.000,24355000.000,22961000.000,21270000.000,20743000.000,20484000.000,19815000.000,18559000.000,18955000.000,23647000.000,20341000.000,18421000.000,23943000.000,22293000.000,20333000.000,16948000.000,16501000.000,13155000.000,10255000.000
AssetsCurrent,19329000.000,23194000.000,21180000.000,19926000.000,18357000.000,17919000.000,17692000.000,17127000.000,16007000.000,16458000.000,21179000.000,17926000.000,16114000.000,21666000.000,20125000.000,18266000.000,15012000.000,14645000.000,11404000.000,8538000.000
AssetsFairValueDisclosure,,,,,,,,,13370000.000,13576000.000,,,,,,,,,,
AssetsHeldForSaleCurrent,308000.000,304000.000,304000.000,304000.000,302000.000,300000.000,300000.000,231000.000,,,,,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,750000.000,695000.000,300000.000,231000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,2251000.000,996000.000,747000.000,249000.000,,,,,,,,,,,,
