,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccruedLiabilitiesCurrentAndNoncurrent,6699.000,4820.000,6176.000,8326.000,9414.000,4494.000,6082.000,7125.000,3186.000,3586.000,4029.000,3955.000,4030.000,3980.000,4230.000,4525.000,5295.000,3795.000,3995.000,3645.000,4945.000
AdditionalPaidInCapital,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
Assets,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,0.000,,,,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,56379.000,57967.000,59410.000,60465.000,61465.000,63409.000,65158.000,66428.000,67816.000,69106.000,70401.000,71171.000,,,,
DueToRelatedPartiesCurrentAndNoncurrent,17331.000,20928.000,20928.000,20928.000,20928.000,26885.000,26885.000,27285.000,32279.000,32879.000,34380.000,36203.000,37398.000,38836.000,39876.000,40876.000,40876.000,42835.000,44410.000,45835.000,46135.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,1.000,1.000,,,,1.000,,,,1.000,1.000,1.000,1.000
Liabilities,24030.000,25748.000,27104.000,29254.000,30342.000,31379.000,32967.000,34410.000,35465.000,36465.000,38409.000,40158.000,41428.000,42816.000,44106.000,45401.000,46171.000,46630.000,48405.000,49480.000,51080.000
LiabilitiesAndStockholdersEquity,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValueOutstanding,,,,,,,,,,,,0.000,0.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,-49030.000,-50748.000,-52104.000,-54254.000,-55342.000,56379.000,57967.000,59410.000,60465.000,61465.000,63409.000,65158.000,66428.000,67816.000,69106.000,70401.000,71171.000,71630.000,73405.000,74480.000,76080.000
SharesOutstanding,,,,,-30342.000,,,,,,,,,,,,,,,,
StockholdersEquity,-24030.000,-25748.000,-27104.000,-29254.000,-30342.000,-31379.000,-32967.000,-34410.000,-35465.000,-36465.000,-38409.000,-40158.000,-41428.000,-42816.000,-44106.000,-45401.000,-46171.000,-46630.000,-48405.000,-49480.000,-51080.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-24030.000,,,-29254.000,,-31379.000,-32967.000,-34410.000,-35465.000,-36465.000,-38409.000,-40158.000,-41428.000,,,,,,,,
