,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5716000.000,2338000.000,2052000.000,1981000.000,2164000.000,1781000.000,2631000.000,1641000.000,2154000.000,2889000.000,3086000.000,2544000.000,3616000.000,3804000.000,2187000.000,2511000.000,3440000.000,3602000.000,3296000.000,2895000.000,587000.000,486000.000,708000.000,375000.000
AccountsReceivableNetCurrent,4313000.000,3561000.000,4965000.000,4443000.000,4476000.000,4746000.000,5481000.000,2593000.000,3270000.000,4507000.000,5710000.000,4325000.000,2994000.000,4657000.000,4902000.000,5335000.000,4036000.000,5125000.000,6680000.000,5551000.000,432000.000,455000.000,1005000.000,654000.000
AccruedLiabilitiesCurrent,,,,,,,1029000.000,,,,2222000.000,,,,2519000.000,,,,2207000.000,,,,518000.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,0.000,,,,0.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,2078000.000,,,,2373000.000,,,,421000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,923000.000,324000.000,485000.000,680000.000,484000.000,717000.000,716000.000,678000.000,319000.000,318000.000,184000.000,264000.000,350000.000,40000.000,-212000.000,-282000.000,-207000.000,-332000.000,-262000.000,-244000.000,-242000.000,-254000.000,-254000.000,-254000.000
AdditionalPaidInCapitalCommonStock,84727000.000,85957000.000,84614000.000,85973000.000,84244000.000,83839000.000,83469000.000,83210000.000,83494000.000,83886000.000,93943000.000,94253000.000,94499000.000,94605000.000,97607000.000,97815000.000,97983000.000,98823000.000,98977000.000,99194000.000,99912000.000,99921000.000,99917000.000,99787000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,143000.000,,,,20000.000,,,,11000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,25000.000,,,,8000.000,,,,,143000.000,41000.000,36000.000,,22000.000,34000.000,10000.000,,11000.000
Assets,58322000.000,86281000.000,85805000.000,80655000.000,75474000.000,70368000.000,67336000.000,60345000.000,53996000.000,42397000.000,50956000.000,45643000.000,42423000.000,39027000.000,29543000.000,26899000.000,29955000.000,27658000.000,24330000.000,22865000.000,8632000.000,8599000.000,9240000.000,9300000.000
AssetsCurrent,26070000.000,72733000.000,72273000.000,59347000.000,54507000.000,49353000.000,46193000.000,38573000.000,33319000.000,27551000.000,35951000.000,30053000.000,27059000.000,24353000.000,21410000.000,18924000.000,20258000.000,18156000.000,15852000.000,14703000.000,2173000.000,2145000.000,8717000.000,8787000.000
AssetsFairValueDisclosure,,,,,26076000.000,12161000.000,926000.000,816000.000,612000.000,809000.000,306000.000,821000.000,862000.000,1065000.000,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,0.000,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,0.000,0.000,,,,,,,,,,,,143000.000,141000.000,4000.000,,,316000.000,51000.000,496000.000,119000.000,112000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,10000.000,,,,0.000,,,,,,,,,,,,,
Cash,,,,,,,22676000.000,,,,15829000.000,,,,5938000.000,,,,5395000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,4755000.000,55182000.000,34280000.000,21401000.000,14753000.000,21717000.000,26147000.000,20163000.000,13349000.000,7369000.000,17279000.000,12831000.000,8268000.000,4000000.000,4821000.000,2099000.000,896000.000,532000.000,172000.000,63000.000,623000.000,104000.000,222000.000,663000.000
