,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AssetImpairmentCharges,,,,,14000000.000,12000000.000,1000000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,10000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,108000000.000,,,,7000000.000,,,,175000000.000,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-2000000.000,,,,-1000000.000,,,,-2000000.000,,,
ComprehensiveIncomeNetOfTax,-23000000.000,-53000000.000,5000000.000,-1070000000.000,-68000000.000,-146000000.000,-180000000.000,-575000000.000,-91000000.000,-60000000.000,-455000000.000,13000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,0.000,0.000,-1000000.000,0.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-23000000.000,-53000000.000,4000000.000,-1070000000.000,-66000000.000,-141000000.000,-175000000.000,-571000000.000,-84000000.000,-53000000.000,-448000000.000,21000000.000
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,,,,,70000000.000,,70000000.000,
CostsAndExpenses,533000000.000,590000000.000,540000000.000,2258000000.000,528000000.000,554000000.000,418000000.000,115000000.000,354000000.000,378000000.000,816000000.000,362000000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,,,,,28000000.000,28000000.000,24000000.000,21000000.000
DebtorReorganizationItemsProvisionForExpectedAllowedClaims,,,,,,,,,,19000000.000,0.000,
DeferredIncomeTaxesAndTaxCredits,-15000000.000,,,,-60000000.000,,,,0.000,,,
DepreciationDepletionAndAmortization,72000000.000,79000000.000,78000000.000,81000000.000,68000000.000,67000000.000,66000000.000,67000000.000,67000000.000,71000000.000,71000000.000,62000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,2000000.000,-125000000.000,,0.000,30000000.000,-1000000.000,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,2000000.000,-49000000.000,,1000000.000,12000000.000,0.000,-7000000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,138000000.000,,1000000.000,-30000000.000,0.000,0.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,121000000.000,,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.490,0.350,,0.040,0.200,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.350,0.350,,0.350,0.350,0.350,-0.700
ElectricalGenerationRevenue,550000000.000,536000000.000,595000000.000,499000000.000,443000000.000,406000000.000,340000000.000,98000000.000,307000000.000,315000000.000,385000000.000,324000000.000
EquityMethodInvestmentDividendsOrDistributions,5000000.000,,,,0.000,,,,5000000.000,,,
FuelCosts,182000000.000,174000000.000,242000000.000,201000000.000,206000000.000,215000000.000,187000000.000,-6000000.000,141000000.000,141000000.000,151000000.000,131000000.000
GainLossOnDispositionOfAssets,,-8000000.000,,,,,,,0.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,-3000000.000,
GainsLossesOnSalesOfAssets,,,,,-1000000.000,,,,,,,
GeneralAndAdministrativeExpense,43000000.000,45000000.000,40000000.000,52000000.000,46000000.000,48000000.000,33000000.000,20000000.000,30000000.000,38000000.000,24000000.000,39000000.000
IncomeLossFromContinuingOperations,-18000000.000,-31000000.000,34000000.000,-1060000000.000,-83000000.000,-109000000.000,-91000000.000,-530000000.000,-88000000.000,-109000000.000,-454000000.000,-20000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,31000000.000,,-172000000.000,-203000000.000,-133000000.000,-86000000.000,-56000000.000,-80000000.000,-420000000.000,-59000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-18000000.000,-31000000.000,33000000.000,-1060000000.000,-81000000.000,-104000000.000,-86000000.000,-526000000.000,-81000000.000,-102000000.000,-447000000.000,-12000000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-2000000.000,-1000000.000,,,-1000000.000,0.000,-76000000.000,-35000000.000,-1000000.000,18000000.000,-1000000.000,-15000000.000
IncomeLossFromEquityMethodInvestments,-5000000.000,,,,-1000000.000,,,,8000000.000,,,
IncomeTaxExpenseBenefit,-45000000.000,-57000000.000,-2000000.000,-752000000.000,-91000000.000,-99000000.000,-47000000.000,397000000.000,-3000000.000,-25000000.000,3000000.000,-68000000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,57000000.000,48000000.000,193000000.000,10000000.000
