,2016-09-30,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,10010000.000,
AmountRecognizedInNetPeriodicBenefitCostAndOtherComprehensiveIncomeLossBeforeTax,,2165000.000
CapitalExpendituresIncurredButNotYetPaid,,14295000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2171000.000
ComprehensiveIncomeNetOfTax,-3618000.000,27292000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-12842000.000,
CostOfGoodsSold,285091000.000,314117000.000
DeferredIncomeTaxesAndTaxCredits,,11706000.000
DefinedBenefitPlanContributionsByEmployer,,20000000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,76000.000
DefinedBenefitPlanInterestCost,,333000.000
DefinedBenefitPlanServiceCost,,1908000.000
DepreciationAmortizationAndAccretionNet,,11296000.000
EarningsPerShareBasic,0.540,0.900
EarningsPerShareDiluted,0.540,0.880
EffectiveIncomeTaxRateContinuingOperations,0.408,
EmployeeStockOwnershipPlanESOPCompensationExpense,,1684000.000
GainLossOnSaleOfPropertyPlantEquipment,,534000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,27802000.000,44241000.000
IncomeTaxExpenseBenefit,11342000.000,16948000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,-36295000.000
IncreaseDecreaseInAccountsPayable,,-176000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,5152000.000
IncreaseDecreaseInAccruedLiabilities,,-2823000.000
IncreaseDecreaseInInventories,,16941000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,1606000.000
InterestPaid,,2434000.000
NetCashProvidedByUsedInFinancingActivities,,-42000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-42000.000
NetCashProvidedByUsedInInvestingActivities,,-33335000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-33335000.000
NetCashProvidedByUsedInOperatingActivities,,31206000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,31206000.000
NetIncomeLoss,16460000.000,27293000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,-3470000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-148000.000,-1000.000
OtherComprehensiveIncomeLossNetOfTax,,-1000.000
OtherNonoperatingIncomeExpense,635000.000,-1540000.000
PaymentsForProceedsFromOtherInvestingActivities,,121000.000
PaymentsToAcquirePropertyPlantAndEquipment,,33214000.000
PensionExpense,1717000.000,
ProceedsFromLinesOfCredit,,167500000.000
RelatedPartyTransactionAmountsOfTransaction,-296878000.000,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,10470000.000,
RepaymentsOfLinesOfCredit,,167500000.000
RepaymentsOfLongTermCapitalLeaseObligations,,42000.000
Revenues,323953000.000,376704000.000
SalesRevenueNet,323953000.000,376704000.000
SellingGeneralAndAdministrativeExpense,11695000.000,16806000.000
ShareBasedCompensation,,1684000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,411288.000
WeightedAverageNumberOfDilutedSharesOutstanding,30482966.000,30894254.000
WeightedAverageNumberOfSharesOutstandingBasic,30482966.000,30482966.000
