,2014-08-31,2014-11-30,2015-05-31,2015-08-31,2015-11-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,50842.000,10842.000,,,
AmortizationOfDebtDiscountPremium,,,,,,10479.000,,,,189845.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-24729.000,,,112563.000,,,,107692.000
ComprehensiveIncomeNetOfTax,,,,,,-1663729.000,248264.000,-796282.000,-2049096.000,1752787.000
CostOfGoodsSold,17899.000,18928.000,,7259.000,2862.000,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,17500.000,,,,
Depreciation,,,,,,1386.000,1287.000,1244.000,1101.000,1047.000
DerivativeGainLossOnDerivativeNet,,,,,,-1176150.000,911901.000,-188734.000,-1542506.000,2277306.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,-0.000,-0.000,-0.020,0.000,-0.010,-0.020,0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,1226.000,,,,-2175.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,,,,,,,24631.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,-81943.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,-45066.000,,69389.000
GeneralAndAdministrativeExpense,2041.000,104.000,159.000,4392.000,6814.000,159840.000,304650.000,163276.000,97847.000,127682.000
GrossProfit,2342.000,918.000,,191.000,318.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-5001.000,-9731.000,-10118.000,-17283.000,-1660530.000,248471.000,-794981.000,-2058907.000,1757468.000
IncreaseDecreaseInAccountsPayable,,,,,,45558.000,,,,108102.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,1152.000,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,54.000,,,,-5601.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,-7500.000
IncreaseDecreaseInInterestPayableNet,,,,,,13033.000,,,,43699.000
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,-201.000,,,,50857.000
IncreaseDecreaseInPrepaidExpense,,,16150.000,,,,,,,
IncreaseDecreaseInPrepaidExpensesOther,,,,,,23868.000,,,,-1017.000
InterestExpense,,,,,,23581.000,98385.000,124192.000,205405.000,245209.000
LeaseAndRentalExpense,,,,,,4995.000,5040.000,5040.000,4860.000,4770.000
NetCashProvidedByUsedInFinancingActivities,,,,,,495000.000,,,,173146.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,495000.000,,,,173146.000
NetCashProvidedByUsedInInvestingActivities,,,,,,-1458.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-1458.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,-24729.000,,,-382205.000,,,,-63279.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-24729.000,,,-382205.000,,,,-63279.000
NetIncomeLoss,-9588.000,-5001.000,-9731.000,-10118.000,-17283.000,-1660530.000,248471.000,-794981.000,-2058907.000,1757468.000
NonoperatingIncomeExpense,,,,,,-1199731.000,813516.000,-357992.000,-1742775.000,2101486.000
OperatingExpenses,11931.000,5919.000,9731.000,10309.000,17601.000,462531.000,570286.000,478698.000,327487.000,362251.000
OperatingIncomeLoss,,,,,,-460799.000,-565045.000,-436989.000,-316131.000,-344018.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,-3199.000,-207.000,-1301.000,9811.000,-4681.000
OtherNoncashExpense,,,,,,5000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,1458.000,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,135846.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,27300.000
ProceedsFromIssuanceOfConvertiblePreferredStock,,,,,,245000.000,,,,
ProceedsFromNotesPayable,,,,,,250000.000,,,,
ProfessionalFees,9890.000,5815.000,9572.000,5917.000,10787.000,124552.000,125968.000,125669.000,122349.000,122448.000
ResearchAndDevelopmentExpense,,,,,,30949.000,31698.000,25897.000,23057.000,29448.000
Revenues,20241.000,19846.000,,7450.000,3180.000,1732.000,5241.000,41709.000,11356.000,18233.000
SalariesAndWages,,,,,,94962.000,95841.000,91651.000,72819.000,53442.000
SalesRevenueNet,20241.000,19846.000,,7450.000,3180.000,1732.000,5241.000,41709.000,11356.000,18233.000
ShareBasedCompensation,,,,,,50842.000,,70961.000,,28184.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,1365000.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,27300.000
StockholdersEquityNoteStockSplitConversionRatio1,,,,,,6.000,,,,
UnrealizedGainLossOnDerivatives,,,,,,-891770.000,,,,2277306.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5975000.000,6436538.000,7475000.000,7475000.000,7475000.000,75170870.000,75583779.000,80481884.000,-152053331.000,100563342.000
