,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,16167000.000,31724000.000,17250000.000,25471000.000,40745000.000,50783000.000,54993000.000,48914000.000,48554000.000,54232000.000,51714000.000,65313000.000,56839000.000,66483000.000,68941000.000,44934000.000,60340000.000,81242000.000,56500000.000,56200000.000,53000000.000,62600000.000,58400000.000,102400000.000,61400000.000
AccountsReceivableNetCurrent,635565000.000,649643000.000,651489000.000,645710000.000,643576000.000,649217000.000,610464000.000,645793000.000,651027000.000,705374000.000,751227000.000,738318000.000,751869000.000,497109000.000,719974000.000,649288000.000,705741000.000,460561000.000,428100000.000,488800000.000,558300000.000,506100000.000,518000000.000,640500000.000,573100000.000
AccruedIncomeTaxesNoncurrent,58742000.000,57816000.000,60492000.000,59230000.000,51833000.000,50008000.000,51326000.000,48090000.000,45435000.000,45183000.000,48434000.000,48396000.000,44282000.000,29525000.000,30071000.000,29571000.000,27886000.000,27121000.000,32800000.000,27100000.000,31600000.000,31500000.000,31700000.000,30900000.000,32100000.000
AccruedLiabilitiesCurrent,38416000.000,35949000.000,35771000.000,32756000.000,32317000.000,41008000.000,40825000.000,41021000.000,36906000.000,41200000.000,46458000.000,50035000.000,48629000.000,52034000.000,48371000.000,42090000.000,38089000.000,33446000.000,29700000.000,29100000.000,33300000.000,35000000.000,35000000.000,36300000.000,39300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,273246000.000,,,,264172000.000,,,,303301000.000,,,,373671000.000,,,,410923000.000,,,,464500000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,136000.000,,,,-1524000.000,,,,-900000.000,3071000.000,4026000.000,3850000.000,4178000.000,-3094000.000,-7087000.000,-7954000.000,295000.000,-1900000.000,-1900000.000,-500000.000,-5500000.000,-3300000.000,-4400000.000,1100000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,18719000.000,,,,-27615000.000,,,,-29138000.000,-11641000.000,-6196000.000,-6882000.000,-2088000.000,-40271000.000,-71033000.000,-107091000.000,-96163000.000,-111200000.000,-123400000.000,-115000000.000,-130500000.000,-126700000.000,-152700000.000,-136200000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,15975000.000,18855000.000,-14565000.000,-26441000.000,-13129000.000,-29139000.000,-15267000.000,-8989000.000,-25395000.000,-30038000.000,-8570000.000,-2170000.000,-3032000.000,2090000.000,-43365000.000,-78120000.000,-115045000.000,-95868000.000,-113100000.000,-125300000.000,-115500000.000,-136000000.000,-130000000.000,-157100000.000,-135100000.000
AdditionalPaidInCapital,245113000.000,251045000.000,253841000.000,258468000.000,267529000.000,279535000.000,228951000.000,194073000.000,152139000.000,113771000.000,114389000.000,120545000.000,129555000.000,0.000,6941000.000,15894000.000,29570000.000,37737000.000,0.000,12700000.000,21300000.000,31400000.000,44200000.000,0.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,-4524000.000,,,,,,,,,,,,,,,
AssetsCurrent,846142000.000,807578000.000,853907000.000,874227000.000,896210000.000,932578000.000,946724000.000,1031011000.000,1036529000.000,1077457000.000,1175922000.000,1166776000.000,1167681000.000,1122132000.000,1126210000.000,1081471000.000,1125019000.000,1062039000.000,1005200000.000,1055600000.000,1237500000.000,1181200000.000,1229400000.000,1274100000.000,1218400000.000
AssetsFairValueDisclosure,,,,,67815000.000,,84015000.000,86220000.000,-7139000.000,-10208000.000,-4444000.000,-2859000.000,1324000.000,1891000.000,-11956000.000,-26536000.000,-28727000.000,,-16900000.000,,,,,,
AssetsNet,1443834000.000,1429483000.000,1456121000.000,1469864000.000,1490137000.000,1535372000.000,1542875000.000,1697650000.000,1693955000.000,1779624000.000,1885735000.000,1877789000.000,1873285000.000,1834000000.000,1818601000.000,1769228000.000,1798809000.000,1865021000.000,1800100000.000,1845500000.000,2092600000.000,2036200000.000,2081000000.000,2246400000.000,2218500000.000
