,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-05-31,2013-08-31
AccountsPayable,87569.000,85692.000,86209.000,90629.000,89688.000,90854.000,87454.000,87454.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,14.000
AdditionalPaidInCapital,71700.000,71700.000,71700.000,71700.000,24450.000,24450.000,24450.000,24450.000
Assets,2373.000,610.000,365.000,350.000,678.000,529.000,4104.000,14.000
AssetsCurrent,2373.000,610.000,365.000,350.000,678.000,529.000,4104.000,14.000
CapitalUnitsAuthorized,,,,,75000000.000,,,
Cash,2373.000,610.000,365.000,350.000,678.000,529.000,4104.000,14.000
CommonStockParOrStatedValuePerShare,,,,,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,125000000.000,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,,,,,53550000.000,53550000.000,53550000.000,53550000.000
CommonStockSharesOutstanding,,,,,53550000.000,53550000.000,53550000.000,53550000.000
CommonStockValue,6300.000,6300.000,6300.000,6300.000,53550.000,53550.000,53550.000,53550.000
Deposits,0.000,0.000,0.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-178571.000,-182417.000,-185366.000,-189988.000,-246664.000,-252516.000,-257643.000,-261733.000
Liabilities,102944.000,105026.000,107731.000,112338.000,169342.000,175045.000,183748.000,183747.000
LiabilitiesAndStockholdersEquity,2373.000,610.000,365.000,350.000,678.000,529.000,4104.000,14.000
LiabilitiesCurrent,102944.000,105026.000,107731.000,112338.000,169342.000,175045.000,183748.000,183747.000
LoansPayable,,15563.000,15750.000,15938.000,,67563.000,,67563.000
NotesAndLoansPayableCurrent,,,,,,,67563.000,
NotesPayable,,,,,66125.000,,,
NotesPayableRelatedPartiesCurrent,,3771.000,5771.000,5771.000,13529.000,16629.000,28731.000,28731.000
OtherLoansPayable,15375.000,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,,,30000000.000,30000000.000,30000000.000,30000000.000
PreferredStockSharesIssued,,,,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,,0.000,0.000,0.000,0.000
StockholdersEquity,-100571.000,-104417.000,-107366.000,-111988.000,-168664.000,-174516.000,-179643.000,-183733.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-100571.000,-104416.000,-107366.000,-111988.000,-168664.000,-174516.000,-179644.000,-183733.000
