,2011-01-31,2012-01-31,2013-01-31,2014-01-31,2015-01-31,2016-01-31,2017-01-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,300000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,80700000.000,,139800000.000,132200000.000,165600000.000,197200000.000,221800000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-400000.000,,,-12200000.000,,,
AdvertisingExpense,18800000.000,21300000.000,15600000.000,15600000.000,23900000.000,29800000.000,33600000.000
AllocatedShareBasedCompensationExpense,,,,132200000.000,165600000.000,197200000.000,221800000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,81700000.000,120800000.000,95800000.000,120400000.000,195600000.000,219200000.000
AmortizationOfAcquiredIntangibleAssets,,,81800000.000,,,,
AmortizationOfIntangibleAssets,55900000.000,70300000.000,82000000.000,80700000.000,39800000.000,33200000.000,31800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,19300000.000,12900000.000,9600000.000,5400000.000,100000.000,4700000.000,4600000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,1700000.000,,5000000.000,-200000.000,700000.000,100000.000,1500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,236400000.000,81800000.000,455300000.000,240800000.000,-442400000.000,-57600000.000,-139900000.000
ComprehensiveIncomeNetOfTax,,,235800000.000,233900000.000,29100000.000,-398300000.000,-639500000.000
CostOfRevenue,196600000.000,229100000.000,238500000.000,274300000.000,342100000.000,370700000.000,341900000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,10500000.000,,,,
CurrentFederalTaxExpenseBenefit,16000000.000,54300000.000,30900000.000,29100000.000,-43800000.000,-4700000.000,1600000.000
CurrentForeignTaxExpenseBenefit,48400000.000,55900000.000,54300000.000,63900000.000,69500000.000,68400000.000,93900000.000
CurrentStateAndLocalTaxExpenseBenefit,-1500000.000,4900000.000,7800000.000,600000.000,-13200000.000,500000.000,-1900000.000
DeferredFederalIncomeTaxExpenseBenefit,-8200000.000,-34500000.000,-13300000.000,-41400000.000,-11900000.000,220900000.000,8400000.000
DeferredForeignIncomeTaxExpenseBenefit,-2100000.000,-4300000.000,1500000.000,-1100000.000,-8400000.000,4200000.000,-45000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,7400000.000,1300000.000,-18600000.000,0.000,9000000.000,20900000.000,1300000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,,,,4100000.000,1300000.000,4200000.000
DefinedBenefitPlanActuarialGainLoss,,,,,-18800000.000,-6300000.000,-7100000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,-600000.000,-1400000.000,-1500000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,-100000.000,-100000.000,-300000.000
DefinedBenefitPlanAmountToBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossNextFiscalYear,,,,,-1400000.000,1400000.000,0.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,,,,0.033,0.032,0.032
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,,,,0.039,0.038,0.043
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,,,,0.022,0.022,0.022
DefinedBenefitPlanBenefitsPaid,,,,,7500000.000,6500000.000,2600000.000
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation,,,,,60900000.000,0.000,
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,,,,,60200000.000,0.000,
DefinedBenefitPlanContributionsByEmployer,,,,,4900000.000,4500000.000,15300000.000
DefinedBenefitPlanContributionsByPlanParticipants,,,,,5900000.000,4000000.000,4400000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,4600000.000,3900000.000,4200000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,,,,-1200000.000,-10100000.000,-9500000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,,,,,-1200000.000,-6100000.000,-8500000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,,,1500000.000,-1500000.000,300000.000
DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,,,,,100000.000,-100000.000,300000.000
DefinedBenefitPlanInterestCost,,,,,3900000.000,3300000.000,3000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,4400000.000,6400000.000,6800000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,-1200000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,1100000.000
