,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsAndOtherReceivablesNetCurrent,,,,1414575.000,1781552.000,1552680.000,1429287.000,1500461.000,1525887.000,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,1159406.000,740612.000,878004.000,846109.000,,,,,,
AccountsPayableCurrent,646993.000,521507.000,627828.000,576694.000,797271.000,363652.000,515042.000,476839.000,547822.000,270526.000,702318.000,555703.000,754065.000,963893.000
AccountsReceivableNetCurrent,1592462.000,1332787.000,1562884.000,976534.000,1376404.000,1069769.000,1148463.000,967881.000,1310913.000,1635764.000,1185873.000,1727379.000,1117672.000,2022373.000
AccountsReceivableRelatedPartiesCurrent,,,,438041.000,405148.000,482911.000,280824.000,298956.000,208361.000,305953.000,288790.000,246587.000,128368.000,196945.000
AccruedLiabilitiesCurrent,102903.000,118496.000,144163.000,146970.000,137189.000,141637.000,135170.000,149030.000,106048.000,156865.000,162191.000,164080.000,361048.000,396568.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2379660.000,2444510.000,2513544.000,2580489.000,2647600.000,2715379.000,2784304.000,2853891.000,2909675.000,2968799.000,3041478.000,3116790.000,3182516.000,3249195.000
AdditionalPaidInCapitalCommonStock,20740369.000,20888677.000,21051630.000,21183746.000,21343230.000,21545811.000,21623221.000,21700207.000,21778766.000,21896905.000,21985406.000,22119930.000,22164506.000,22191336.000
AllowanceForDoubtfulAccountsReceivableCurrent,30000.000,65500.000,65500.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000
Assets,7306451.000,6432826.000,6492881.000,6262977.000,6734958.000,6530327.000,6768556.000,6732841.000,6860833.000,7158061.000,7684633.000,7789446.000,7332734.000,8051549.000
AssetsCurrent,5875548.000,5027581.000,5025296.000,4797122.000,5295212.000,5162175.000,5469921.000,5507468.000,5463396.000,5531771.000,6185327.000,6292423.000,5919909.000,6634057.000
CapitalLeaseObligationsCurrent,68647.000,83137.000,95352.000,108593.000,110183.000,107581.000,101336.000,85403.000,67786.000,110292.000,95899.000,84439.000,74997.000,70389.000
CapitalLeaseObligationsNoncurrent,102902.000,110341.000,107658.000,102020.000,74232.000,50012.000,28799.000,16624.000,6453.000,201837.000,184969.000,169039.000,152938.000,136664.000
CapitalLeasesFutureMinimumPaymentsDue,,,,231638.000,,,,107774.000,,,,272990.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,123878.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,0.000,,,,,,,,41665.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,0.000,,,,,,,,71427.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,17044.000,,,,17051.000,,,,71427.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,90716.000,,,,90723.000,,,,88471.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,21025.000,,,,5747.000,,,,19512.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,210613.000,,,,102027.000,,,,253478.000,,
CapitalizedComputerSoftwareGross,357262.000,357262.000,357262.000,357832.000,357832.000,357832.000,357832.000,357832.000,357832.000,357832.000,357832.000,373132.000,373132.000,373132.000
CashAndCashEquivalentsAtCarryingValue,1429720.000,811864.000,1013422.000,1248537.000,1197453.000,1232023.000,1877038.000,1956624.000,2143827.000,1954905.000,2728184.000,2440516.000,2546213.000,2378777.000
ClassOfWarrantOrRightOutstanding,,,,19864284.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,44462468.000,45391935.000,46419466.000,47213534.000,48184159.000,49408092.000,49811993.000,50233992.000,50651413.000,51203743.000,51979030.000,52961021.000,54228834.000,54965493.000
CommonStockSharesOutstanding,44462468.000,45391935.000,46419466.000,47213534.000,48184159.000,49408092.000,49811993.000,50233992.000,50651413.000,51203743.000,51979030.000,52961021.000,54228834.000,54965493.000
CommonStockValueOutstanding,44353.000,45309.000,46365.000,47186.000,48183.000,49408.000,49812.000,50234.000,50651.000,51204.000,51979.000,52961.000,54228.000,54965.000
DebtInstrumentCarryingAmount,,,,63899.000,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,3074.000,,,,,,,,,,
DeferredTaxAssetsDeferredIncome,,,,,,,,8000.000,,,,,,
DeferredTaxAssetsGross,,,,2886000.000,,,,2655000.000,,,,2443000.000,,
DeferredTaxAssetsInventory,,,,23000.000,,,,42000.000,,,,24000.000,,
DeferredTaxAssetsNet,,,,0.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,49000.000,,,,21000.000,,,,15000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,11000.000,,,,11000.000,,,,11000.000,,
DeferredTaxAssetsValuationAllowance,,,,2886000.000,,,,2655000.000,,,,2443000.000,,
DueFromRelatedPartiesNoncurrent,,,,12000.000,12000.000,,,12000.000,12000.000,,,12000.000,,
EmployeeRelatedLiabilitiesCurrent,286216.000,297139.000,282605.000,281642.000,224946.000,235323.000,227792.000,220240.000,214959.000,224148.000,211895.000,317986.000,233386.000,280519.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,137688.000,144903.000,,,166546.000,173760.000,,,192308.000,,206503.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,28857.000,,,,28390.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,28857.000,,,,28390.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,28857.000,,,,28390.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,28857.000,,,,28390.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,28857.000,,,,28390.000,,
FiniteLivedIntangibleAssetsNet,,,,288576.000,281361.000,274147.000,266932.000,259718.000,252504.000,245289.000,238075.000,227121.000,220023.000,212926.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,0.000,,,,0.000,,,,0.000,,
IndefiniteLivedLicenseAgreements,310219.000,303004.000,295790.000,,,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,907361.000,961588.000,1061048.000,868159.000,698683.000,520256.000,582038.000,750394.000,717300.000,982118.000,863162.000
InventoryNet,2827913.000,2862670.000,2404024.000,2118669.000,2220372.000,2112842.000,2133079.000,2032545.000,1768522.000,1610084.000,1857579.000,1782235.000,2051263.000,1974767.000
InventoryRawMaterialsNetOfReserves,,,,425582.000,569611.000,585336.000,632792.000,587216.000,632996.000,520563.000,599958.000,573412.000,604523.000,607200.000
InventoryValuationReserves,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
InventoryWorkInProcessNetOfReserves,,,,785726.000,689173.000,466458.000,483517.000,602400.000,396266.000,341427.000,343072.000,332717.000,272782.000,321037.000
Liabilities,2547232.000,1614311.000,1700113.000,1624848.000,1741108.000,1282299.000,1380656.000,1299741.000,1276448.000,1276487.000,1653299.000,1574197.000,1845500.000,2103215.000
LiabilitiesAndStockholdersEquity,7306451.000,6432826.000,6492881.000,6262977.000,6734958.000,6530327.000,6768556.000,6732841.000,6860833.000,7158061.000,7684633.000,7789446.000,7332734.000,8051549.000
LiabilitiesCurrent,2001425.000,1085738.000,1198862.000,1152484.000,1301323.000,880617.000,1011378.000,953751.000,951743.000,767510.000,1172303.000,1122208.000,1423496.000,1711369.000
LinesOfCreditCurrent,822053.000,6202.000,0.000,0.000,0.000,0.000,1782.000,0.000,1080.000,,,,,
LongTermDebt,,,,60825.000,45783.000,38103.000,30256.000,22239.000,14048.000,5679.000,,,,
LongTermDebtCurrent,,,,38585.000,31734.000,32424.000,30256.000,22239.000,14048.000,5679.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,41659.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,22240.000,,,,,,,,,,
LongTermDebtNoncurrent,,,,22240.000,14049.000,5679.000,,,,,,,,
MachineryAndEquipmentGross,1348482.000,1391948.000,1523991.000,1585687.000,1599952.000,1627335.000,1641681.000,1644354.000,1679384.000,2056633.000,2091502.000,2093854.000,2106660.000,2130239.000
OperatingLeasesFutureMinimumPaymentsDue,,,,2845717.000,,,,2413464.000,,,,2009451.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,432253.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,419241.000,,,,419241.000,,,,430352.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,412751.000,,,,412751.000,,,,419241.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,417330.000,,,,417330.000,,,,412751.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,404013.000,,,,404013.000,,,,417330.000,,
OperatingLossCarryforwards,,,,6153000.000,,,,5594000.000,,,,5549000.000,,
OtherAssetsNoncurrent,93647.000,89022.000,85160.000,59161.000,93113.000,79300.000,70162.000,58161.000,249383.000,176000.000,82236.000,131153.000,83012.000,88486.000
OtherReceivables,,,,,60418.000,227281.000,3767.000,233624.000,6613.000,6988.000,3157.000,8234.000,12933.000,12362.000
PreferredStockRedemptionAmount,9170.000,9170.000,9170.000,,,,,,,,,,,
PrepaidExpenseCurrent,25453.000,20260.000,44966.000,15341.000,35417.000,37349.000,26750.000,17838.000,25160.000,18077.000,121744.000,87472.000,63460.000,48833.000
PropertyPlantAndEquipmentGross,3406697.000,3457729.000,3600179.000,3686607.000,3700872.000,3730084.000,3745845.000,3749385.000,3793225.000,4173800.000,4220473.000,4243539.000,4292306.000,4365275.000
PropertyPlantAndEquipmentNet,1027037.000,1013219.000,1086635.000,1106118.000,1053272.000,1014705.000,961541.000,895494.000,883550.000,1205001.000,1178995.000,1126749.000,1109790.000,1116080.000
RetainedEarningsAccumulatedDeficit,-16036462.000,-16126898.000,-16316965.000,-16604541.000,-16409301.000,-16358929.000,-16296871.000,-16329079.000,-16245032.000,-16066535.000,-16006051.000,-15957642.000,-16731500.000,-16297967.000
SharePrice,,,,,,,0.200,-0.180,,,,,,
SharesOutstanding,,,,47213534.000,,,,,,,,,,
StockholdersEquity,4748260.000,4807088.000,4781030.000,4626391.000,4982112.000,5236290.000,5376162.000,5421362.000,5584385.000,5881574.000,6031334.000,6215249.000,5487234.000,5948334.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4759219.000,4818515.000,4792768.000,4638129.000,4993850.000,5248028.000,5387900.000,5433100.000,5584385.000,5881574.000,6031334.000,6215249.000,5487234.000,5948334.000
TemporaryEquityCarryingAmount,10959.000,11427.000,11738.000,,,,,,,,,,,
TemporaryEquityParOrStatedValuePerShare,0.001,0.001,0.001,,,,,,,,,,,
TemporaryEquitySharesIssued,36680.000,36680.000,36680.000,,,,,,,,,,,
TemporaryEquitySharesOutstanding,36680.000,36680.000,36680.000,,,,,,,,,,,
