,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,58089000.000,51448000.000,67520000.000,80213000.000,57995000.000,66720000.000,57941000.000,60772000.000,40941000.000,76158000.000,65248000.000,68746000.000,61789000.000,81299000.000,84207000.000,76092000.000,65497000.000,87701000.000,92500000.000,110105000.000,67596000.000,96130000.000
AccountsReceivableNetCurrent,61931000.000,63583000.000,79491000.000,87418000.000,62756000.000,84927000.000,84122000.000,74490000.000,61197000.000,97330000.000,92930000.000,90675000.000,78121000.000,99334000.000,120491000.000,105514000.000,93800000.000,100529000.000,122254000.000,136888000.000,104648000.000,129076000.000
AccruedEmployeeBenefitsCurrent,,,,3671000.000,3132000.000,5093000.000,3834000.000,,2751000.000,4930000.000,3445000.000,3979000.000,3215000.000,4037000.000,4109000.000,3824000.000,3892000.000,5516000.000,3433000.000,5040000.000,2624000.000,6615000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,584000.000,571000.000,499000.000,446000.000,398000.000,353000.000,334000.000,348000.000,356000.000,350000.000,306000.000,272000.000,289000.000,295000.000,302000.000,313000.000,434000.000,492000.000,2091000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,4779000.000,4745000.000,4762000.000,4745000.000,4723000.000,4666000.000,4653000.000,4550000.000,4399000.000,4395000.000,4411000.000,4365000.000,4248000.000,4177000.000,4092000.000,3979000.000,3424000.000,3091000.000,1980000.000
AccruedIncomeTaxes,,,,3110000.000,,,,,,,,,,,,,,,,7117000.000,758000.000,
AccruedIncomeTaxesCurrent,,,,4434000.000,28000.000,,,,565000.000,346000.000,,,2370000.000,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,,,,4256000.000,3909000.000,4887000.000,4210000.000,8349000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,1499000.000,1625000.000,1005000.000,1228000.000,1531000.000,1078000.000,990000.000,751000.000,1027000.000,1070000.000,846000.000,794000.000,885000.000
AccruedSalariesCurrent,,,,,,,,,,,,,20736000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,284432000.000,276567000.000,277537000.000,280654000.000,281119000.000,267614000.000,262397000.000,271579000.000,293926000.000,288328000.000,283337000.000,287654000.000,253347000.000,246131000.000,255015000.000,265101000.000,272896000.000,264667000.000,273050000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,183000.000,222000.000,315000.000,288000.000,275000.000,336000.000,330000.000,392000.000,429000.000,438000.000,500000.000,412000.000,471000.000,631000.000,605000.000,451000.000,346000.000,345000.000,366000.000,408000.000,421000.000,483000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,10543000.000,12977000.000,12974000.000,13012000.000,14968000.000,14927000.000,14887000.000,14877000.000,11259000.000,11223000.000,11222000.000,11291000.000,13476000.000,13394000.000,13311000.000,13258000.000,11265000.000,11192000.000,11180000.000,11165000.000,10728000.000,10695000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,31519000.000,34648000.000,39034000.000,41873000.000,42158000.000,36030000.000,30735000.000,36066000.000,30847000.000,24114000.000,30696000.000,20897000.000,12416000.000,-5164000.000,789000.000,-10701000.000,-23257000.000,-15215000.000,-18685000.000,-22534000.000,-29084000.000,-26739000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,21439000.000,16178000.000,21581000.000,20017000.000,13329000.000,19953000.000,10018000.000,-394000.000,-17927000.000,-11917000.000,-23508000.000,-34176000.000,-26062000.000,,,,
AdditionalPaidInCapitalCommonStock,599347000.000,599188000.000,591499000.000,593367000.000,593862000.000,588061000.000,589152000.000,589951000.000,590862000.000,585107000.000,584177000.000,583437000.000,582066000.000,578353000.000,577315000.000,576598000.000,576523000.000,572910000.000,572902000.000,573369000.000,573841000.000,571669000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1624000.000,1072000.000,1348000.000,1265000.000,1150000.000,1467000.000,1328000.000,1050000.000,877000.000,1101000.000,1160000.000,1018000.000,1258000.000,1680000.000,2157000.000,1640000.000,1593000.000,1532000.000,1625000.000,1465000.000,1342000.000,1539000.000
Assets,625396000.000,617828000.000,636116000.000,700640000.000,650577000.000,647628000.000,633859000.000,659160000.000,561932000.000,590659000.000,592624000.000,641969000.000,714943000.000,731011000.000,747311000.000,736401000.000,692295000.000,771648000.000,780664000.000,892885000.000,869816000.000,913075000.000
AssetsCurrent,249375000.000,238631000.000,233219000.000,290790000.000,254418000.000,255466000.000,245579000.000,272856000.000,172730000.000,213563000.000,211251000.000,221233000.000,207895000.000,240783000.000,258446000.000,261102000.000,195171000.000,205528000.000,219862000.000,252189000.000,175417000.000,214147000.000
AssetsFairValueDisclosure,,,,,,,8414000.000,17969000.000,,,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,,,,,,1814000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,1814000.000,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,472000.000,,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,2300000.000,2226000.000,2500000.000,1900000.000,1700000.000,1668000.000,,,,1520000.000,1405000.000,1390000.000,1282000.000,1475000.000,1672000.000,1571000.000,1589000.000,1469000.000,1613000.000
CapitalLeaseObligationsCurrent,,,,,1347000.000,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,879000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,2349000.000,,,,1813000.000,,,,1658000.000,,,,1703000.000,,,,1585000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,1421000.000,,,,984000.000,,,,937000.000,,,,926000.000,,,,832000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,17000.000,,,,2000.000,,,,0.000,,,,0.000,,,,7000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,34000.000,,,,32000.000,,,,3000.000,,,,0.000,,,,8000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,283000.000,,,,186000.000,,,,211000.000,,,,207000.000,,,,76000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,594000.000,,,,609000.000,,,,507000.000,,,,570000.000,,,,662000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,123000.000,,,,145000.000,,,,138000.000,,,,228000.000,,,,116000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,2226000.000,,,,1668000.000,,,,1520000.000,,,,1475000.000,,,,1469000.000,
CapitalizedComputerSoftwareNet,,,,,14200000.000,,,,13900000.000,,,,17000000.000,,,,12300000.000,,,,11900000.000,
CashAndCashEquivalentsAtCarryingValue,104553000.000,100376000.000,71607000.000,124229000.000,114171000.000,95727000.000,83142000.000,120122000.000,45821000.000,47336000.000,40231000.000,56918000.000,56990000.000,57853000.000,64857000.000,75313000.000,56531000.000,41335000.000,31239000.000,52681000.000,20900000.000,25434000.000
CashSurrenderValueOfLifeInsurance,,,,18152000.000,19142000.000,19183000.000,19238000.000,19290000.000,19690000.000,19849000.000,19901000.000,19924000.000,20866000.000,20885000.000,20939000.000,20994000.000,21970000.000,22028000.000,22080000.000,22242000.000,23197000.000,23260000.000
CommonStockParOrStatedValuePerShare,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000,24934981.000
CommonStockSharesOutstanding,,,,,,,,,,,,,,,,,,,,,24934981.000,24934981.000
CommonStockValue,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000,37402000.000
CustomerDepositsCurrent,,,,47252000.000,50172000.000,41758000.000,41250000.000,,29207000.000,36661000.000,42677000.000,48075000.000,32720000.000,53262000.000,41886000.000,56338000.000,33128000.000,61780000.000,77884000.000,61720000.000,42723000.000,60658000.000
DebtWeightedAverageInterestRate,,,,,0.085,,,,0.042,,,,0.040,,,,0.032,,,,0.031,
DeferredCompensationEquity,,,,,,,,453000.000,,,,,,,,,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,,,6668000.000,8061000.000,6248000.000,6054000.000,,8349000.000,5599000.000,6228000.000,6090000.000,6824000.000,6513000.000,6930000.000,6989000.000,7612000.000,6018000.000,5416000.000,6555000.000,8514000.000,6397000.000
DeferredCompensationLiabilityCurrent,,,,28704000.000,25067000.000,16796000.000,16490000.000,,15113000.000,20433000.000,19295000.000,20921000.000,,17543000.000,20508000.000,25464000.000,23154000.000,18169000.000,23438000.000,27986000.000,29913000.000,19157000.000
DeferredCreditsAndOtherLiabilities,,,,46938000.000,47828000.000,48569000.000,49036000.000,,48619000.000,46315000.000,47398000.000,46341000.000,49762000.000,49280000.000,47392000.000,47139000.000,47336000.000,44349000.000,43897000.000,45819000.000,50734000.000,46947000.000
DeferredIncomeTaxLiabilities,,,,,11261000.000,,,,14453000.000,,,,14975000.000,,,,13979000.000,,,,14033000.000,
DeferredRentCreditCurrent,,,,,,,,,,1354000.000,1295000.000,946000.000,,1379000.000,1689000.000,1721000.000,548000.000,965000.000,1140000.000,1314000.000,1535000.000,1613000.000
DeferredTaxAssetsGross,,,,75100000.000,77208000.000,73300000.000,75400000.000,73400000.000,76970000.000,67700000.000,,,69203000.000,,,,64570000.000,,,,58316000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,52405000.000,,,,50400000.000,,,,52582000.000,,,,48765000.000,,,,41165000.000,
DeferredTaxAssetsNet,,,,,61642000.000,,,,62864000.000,,,,63886000.000,,,,59273000.000,,,,52346000.000,
DeferredTaxAssetsNetCurrent,22922000.000,24200000.000,21239000.000,23893000.000,26301000.000,22043000.000,21999000.000,20055000.000,20577000.000,14953000.000,17283000.000,19737000.000,22943000.000,26045000.000,23042000.000,23042000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,35901000.000,38755000.000,36214000.000,41917000.000,26104000.000,27157000.000,25152000.000,29556000.000,29823000.000,31119000.000,29179000.000,33202000.000,29639000.000,30753000.000,28638000.000,28064000.000,50137000.000,52506000.000,46782000.000,42178000.000,42549000.000,39918000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,1755000.000,,,,4794000.000,,,,4886000.000,,,,4310000.000,,,,5023000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,1800000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,82000000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,5331000.000,,,,5552000.000,,,,3927000.000,,,,3456000.000,,,,5020000.000,
DeferredTaxAssetsStateTaxes,,,,,2813000.000,,,,2170000.000,,,,2979000.000,,,,2944000.000,,,,3790000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,25290000.000,,,,26945000.000,,,,21783000.000,,,,19529000.000,,,,11380000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,13400000.000,,,,15000000.000,,,,12700000.000,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,,519000.000,,,,622000.000,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,26790000.000,,,,23835000.000,,,,23501000.000,,,,23212000.000,,,,22868000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,15229000.000,,,,13674000.000,,,,12127000.000,,,,11119000.000,,,,10235000.000,
DeferredTaxAssetsValuationAllowance,,,,404000.000,14576000000.000,14700000.000,14700000.000,14700000.000,12393000.000,,,,3781000.000,,,,2837000.000,,,,3998000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,2841000.000,,,,959000.000,,,,2705000.000,,,,4038000.000,,,,4535000.000,
